elapsed_s,err_x_px,err_pitch_px,marker_px,err_x_cm,distance_cm,lateral_thr_px,target_roll_us,target_pitch_us,actual_roll_deg,actual_pitch_deg,actual_yaw_deg,vib_x,vib_y,vib_z,aligned
0.683,62,-44,27,6.89,105.59,214.5,1534,1476,-0.88,-0.86,-122.18,1.9469,3.4805,8.2861,0
0.700,65,-44,27,7.22,105.59,214.5,1536,1475,-0.88,-0.86,-122.18,1.9469,3.4805,8.2861,0
0.717,68,-44,27,7.56,105.59,214.5,1537,1474,-0.88,-0.86,-122.18,1.9469,3.4805,8.2861,0
0.734,71,-44,27,7.89,105.59,214.5,1538,1474,-0.88,-0.86,-122.18,1.7801,3.7061,7.7204,0
0.751,74,-44,27,8.22,105.59,214.5,1539,1474,-0.88,-0.86,-122.18,1.7801,3.7061,7.7204,0
0.768,76,-44,27,8.44,105.59,214.5,1536,1474,-0.88,-0.86,-122.18,1.7801,3.7061,7.7204,0
0.785,79,-44,27,8.78,105.59,214.5,1539,1474,-0.88,-0.86,-122.18,1.7801,3.7061,7.7204,0
0.802,82,-44,27,9.11,105.59,214.5,1540,1474,-0.88,-0.86,-122.18,1.7801,3.7061,7.7204,0
0.819,85,-44,27,9.44,105.59,214.5,1542,1474,-0.88,-0.86,-122.18,1.7801,3.7061,7.7204,0
0.836,88,-44,27,9.78,105.59,214.5,1543,1474,-0.88,-0.86,-122.18,1.7801,3.7061,7.7204,0
0.853,91,-44,27,10.11,105.59,214.5,1543,1474,-0.88,-0.86,-122.18,1.7801,3.7061,7.7204,0
0.870,94,-44,27,10.44,105.59,214.5,1544,1474,-0.88,-0.86,-122.18,1.7801,3.7061,7.7204,0
0.887,97,-44,27,10.78,105.59,214.5,1545,1474,-0.88,-0.86,-122.18,1.7801,3.7061,7.7204,0
0.904,101,-44,27,11.22,105.59,214.5,1549,1474,-0.88,-0.86,-122.18,1.7801,3.7061,7.7204,0
0.921,104,-44,27,11.56,105.59,214.5,1549,1474,0.15,0.16,-122.67,1.7801,3.7061,7.7204,0
0.938,107,-44,27,11.89,105.59,214.5,1548,1474,0.15,0.16,-122.67,1.7801,3.7061,7.7204,0
0.955,110,-44,27,12.22,105.59,214.5,1549,1474,0.15,0.16,-122.67,1.7801,3.7061,7.7204,0
0.972,113,-44,27,12.56,105.59,214.5,1549,1474,0.15,0.16,-122.67,1.5899,3.5510,6.7099,0
0.989,116,-44,27,12.89,105.59,214.5,1550,1474,0.15,0.16,-122.67,1.5899,3.5510,6.7099,0
1.006,119,-44,27,13.22,105.59,214.5,1551,1474,0.15,0.16,-122.67,1.5899,3.5510,6.7099,0
1.023,122,-44,27,13.56,105.59,214.5,1551,1474,0.15,0.16,-122.67,1.5899,3.5510,6.7099,0
1.041,124,-44,27,13.78,105.59,214.5,1548,1474,0.15,0.16,-122.67,1.5899,3.5510,6.7099,0
1.058,127,-44,27,14.11,105.59,214.5,1550,1474,0.15,0.16,-122.67,1.5899,3.5510,6.7099,0
1.075,129,-44,27,14.33,105.59,214.5,1548,1474,0.15,0.16,-122.67,1.5899,3.5510,6.7099,0
1.092,131,-44,27,14.56,105.59,214.5,1548,1474,0.15,0.16,-122.67,1.5899,3.5510,6.7099,0
1.109,132,-44,27,14.67,105.59,214.5,1544,1474,0.15,0.16,-122.67,1.5899,3.5510,6.7099,0
1.126,134,-44,27,14.89,105.59,214.5,1546,1474,0.15,0.16,-122.67,1.5899,3.5510,6.7099,0
1.144,137,-44,27,15.22,105.59,214.5,1550,1474,0.15,0.16,-122.67,1.5899,3.5510,6.7099,0
1.161,138,-44,27,15.33,105.59,214.5,1546,1474,1.09,0.25,-122.74,1.5899,3.5510,6.7099,0
1.178,139,-44,27,15.44,105.59,214.5,1544,1474,1.09,0.25,-122.74,1.5899,3.5510,6.7099,0
1.195,140,-44,27,15.56,105.59,214.5,1543,1474,1.09,0.25,-122.74,1.5899,3.5510,6.7099,0
1.212,141,-43,28,15.11,101.82,214.2,1543,1478,1.09,0.25,-122.74,1.5899,3.5510,6.7099,0
1.229,142,-43,28,15.21,101.82,214.2,1542,1476,1.09,0.25,-122.74,1.5899,3.5510,6.7099,0
1.246,143,-44,27,15.89,105.59,214.5,1543,1471,1.09,0.25,-122.74,1.5899,3.5510,6.7099,0
1.263,144,-44,27,16.00,105.59,214.5,1543,1473,1.09,0.25,-122.74,1.5899,3.5510,6.7099,0
1.280,145,-44,27,16.11,105.59,214.5,1543,1473,1.09,0.25,-122.74,1.5899,3.5510,6.7099,0
1.297,146,-44,27,16.22,105.59,214.5,1543,1474,1.09,0.25,-122.74,1.5899,3.5510,6.7099,0
1.314,146,-44,27,16.22,105.59,214.5,1540,1474,1.09,0.25,-122.74,1.5899,3.5510,6.7099,0
1.331,147,-44,27,16.33,105.59,214.5,1542,1474,1.09,0.25,-122.74,1.5899,3.5510,6.7099,0
1.348,148,-43,28,15.86,101.82,214.2,1543,1478,1.09,0.25,-122.74,1.5899,3.5510,6.7099,0
1.365,149,-43,28,15.96,101.82,214.2,1543,1476,1.09,0.25,-122.74,1.5899,3.5510,6.7099,0
1.382,150,-44,27,16.67,105.59,214.5,1544,1471,1.09,0.25,-122.74,1.7907,3.0735,7.6724,0
1.399,150,-43,28,16.07,101.82,214.2,1541,1477,1.09,0.25,-122.74,1.7907,3.0735,7.6724,0
1.416,151,-43,28,16.18,101.82,214.2,1543,1476,1.09,0.25,-122.74,1.7907,3.0735,7.6724,0
1.433,150,-44,27,16.67,105.59,214.5,1536,1471,1.71,0.07,-122.47,1.7907,3.0735,7.6724,0
1.450,0,0,0,0.00,-1.00,0.0,1536,1471,1.71,0.07,-122.47,1.7907,3.0735,7.6724,0
1.467,151,-44,27,16.78,105.59,214.5,1537,1472,1.71,0.07,-122.47,1.7907,3.0735,7.6724,0
1.484,151,-44,27,16.78,105.59,214.5,1537,1473,1.71,0.07,-122.47,1.7907,3.0735,7.6724,0
1.501,151,-44,27,16.78,105.59,214.5,1537,1474,1.71,0.07,-122.47,1.7907,3.0735,7.6724,0
1.518,151,-44,27,16.78,105.59,214.5,1537,1474,1.71,0.07,-122.47,1.7907,3.0735,7.6724,0
1.535,151,-44,27,16.78,105.59,214.5,1537,1474,1.71,0.07,-122.47,1.7907,3.0735,7.6724,0
1.552,151,-44,27,16.78,105.59,214.5,1537,1474,1.71,0.07,-122.47,1.7907,3.0735,7.6724,0
1.569,151,-44,27,16.78,105.59,214.5,1537,1474,1.71,0.07,-122.47,1.7907,3.0735,7.6724,0
1.586,151,-44,27,16.78,105.59,214.5,1537,1474,1.71,0.07,-122.47,1.7907,3.0735,7.6724,0
1.603,151,-44,27,16.78,105.59,214.5,1537,1474,1.71,0.07,-122.47,1.7907,3.0735,7.6724,0
1.620,151,-44,27,16.78,105.59,214.5,1537,1474,1.71,0.07,-122.47,1.7907,3.0735,7.6724,0
1.637,151,-44,27,16.78,105.59,214.5,1537,1474,1.71,0.07,-122.47,1.7907,3.0735,7.6724,0
1.654,151,-43,28,16.18,101.82,214.2,1537,1478,1.84,-0.01,-122.57,1.7907,3.0735,7.6724,0
1.671,150,-44,27,16.67,105.59,214.5,1534,1472,1.84,-0.01,-122.57,1.7907,3.0735,7.6724,0
1.688,149,-44,27,16.56,105.59,214.5,1532,1473,1.84,-0.01,-122.57,1.7907,3.0735,7.6724,0
1.705,148,-44,27,16.44,105.59,214.5,1530,1473,1.84,-0.01,-122.57,1.7907,3.0735,7.6724,0
1.722,147,-43,28,15.75,101.82,214.2,1530,1478,1.84,-0.01,-122.57,1.7907,3.0735,7.6724,0
1.740,145,-44,27,16.11,105.59,214.5,1526,1472,1.84,-0.01,-122.57,1.7907,3.0735,7.6724,0
1.757,143,-44,27,15.89,105.59,214.5,1523,1473,1.84,-0.01,-122.57,1.7907,3.0735,7.6724,0
1.774,142,-44,27,15.78,105.59,214.5,1526,1473,1.84,-0.01,-122.57,1.7907,3.0735,7.6724,0
1.791,140,-44,27,15.56,105.59,214.5,1523,1474,1.84,-0.01,-122.57,1.7907,3.0735,7.6724,0
1.809,138,-44,27,15.33,105.59,214.5,1522,1474,1.84,-0.01,-122.57,1.7907,3.0735,7.6724,0
1.826,136,-44,27,15.11,105.59,214.5,1522,1474,1.84,-0.01,-122.57,1.7907,3.0735,7.6724,0
1.843,135,-44,27,15.00,105.59,214.5,1523,1474,1.84,-0.01,-122.57,1.7907,3.0735,7.6724,0
1.860,132,-44,27,14.67,105.59,214.5,1522,1474,1.84,-0.01,-122.57,1.7907,3.0735,7.6724,0
1.878,131,-44,27,14.56,105.59,214.5,1522,1474,1.84,-0.01,-122.57,1.8044,3.3573,7.8181,0
1.895,127,-44,27,14.11,105.59,214.5,1522,1474,1.84,-0.01,-122.57,1.8044,3.3573,7.8181,0
1.912,124,-43,28,13.29,101.82,214.2,1522,1478,1.84,-0.01,-122.57,1.8044,3.3573,7.8181,0
1.929,123,-44,27,13.67,105.59,214.5,1522,1472,0.89,0.12,-122.43,1.8044,3.3573,7.8181,0
1.946,120,-43,28,12.86,101.82,214.2,1522,1477,0.89,0.12,-122.43,1.8044,3.3573,7.8181,0
1.963,118,-43,28,12.64,101.82,214.2,1522,1476,0.89,0.12,-122.43,1.8044,3.3573,7.8181,0
1.980,116,-44,27,12.89,105.59,214.5,1522,1471,0.89,0.12,-122.43,1.8044,3.3573,7.8181,0
1.997,114,-44,27,12.67,105.59,214.5,1522,1472,0.89,0.12,-122.43,1.8044,3.3573,7.8181,0
2.014,111,-43,28,11.89,101.82,214.2,1522,1477,0.89,0.12,-122.43,1.8044,3.3573,7.8181,0
2.031,108,-44,27,12.00,105.59,214.5,1522,1472,0.89,0.12,-122.43,1.8044,3.3573,7.8181,0
2.048,106,-44,27,11.78,105.59,214.5,1522,1473,0.89,0.12,-122.43,1.8044,3.3573,7.8181,0
2.065,104,-44,27,11.56,105.59,214.5,1522,1473,0.89,0.12,-122.43,1.8044,3.3573,7.8181,0
2.082,101,-44,27,11.22,105.59,214.5,1522,1474,0.89,0.12,-122.43,1.8044,3.3573,7.8181,0
2.100,99,-44,27,11.00,105.59,214.5,1522,1474,0.89,0.12,-122.43,1.8044,3.3573,7.8181,0
2.116,97,-44,27,10.78,105.59,214.5,1522,1474,0.89,0.12,-122.43,1.8044,3.3573,7.8181,0
2.133,94,-44,27,10.44,105.59,214.5,1522,1474,0.89,0.12,-122.43,1.8044,3.3573,7.8181,0
2.150,92,-44,27,10.22,105.59,214.5,1522,1474,0.89,0.12,-122.43,1.8044,3.3573,7.8181,0
2.167,90,-44,27,10.00,105.59,214.5,1522,1474,0.02,0.07,-122.63,1.8044,3.3573,7.8181,0
2.184,88,-44,27,9.78,105.59,214.5,1522,1474,0.02,0.07,-122.63,1.8044,3.3573,7.8181,0
2.201,86,-44,27,9.56,105.59,214.5,1522,1474,0.02,0.07,-122.63,1.8044,3.3573,7.8181,0
2.218,84,-44,27,9.33,105.59,214.5,1522,1474,0.02,0.07,-122.63,1.8044,3.3573,7.8181,0
2.235,82,-44,27,9.11,105.59,214.5,1522,1474,0.02,0.07,-122.63,1.8044,3.3573,7.8181,0
2.252,81,-44,27,9.00,105.59,214.5,1522,1474,0.02,0.07,-122.63,1.8044,3.3573,7.8181,0
2.269,80,-44,27,8.89,105.59,214.5,1522,1474,0.02,0.07,-122.63,1.8044,3.3573,7.8181,0
2.286,79,-44,27,8.78,105.59,214.5,1522,1474,0.02,0.07,-122.63,1.8044,3.3573,7.8181,0
2.303,77,-44,27,8.56,105.59,214.5,1522,1474,0.02,0.07,-122.63,1.8044,3.3573,7.8181,0
2.320,76,-44,27,8.44,105.59,214.5,1522,1474,0.02,0.07,-122.63,1.8044,3.3573,7.8181,0
2.337,75,-44,27,8.33,105.59,214.5,1522,1474,0.02,0.07,-122.63,1.8044,3.3573,7.8181,0
2.354,74,-44,27,8.22,105.59,214.5,1522,1474,0.02,0.07,-122.63,1.8044,3.3573,7.8181,0
2.372,73,-44,27,8.11,105.59,214.5,1522,1474,0.02,0.07,-122.63,1.9474,3.2691,8.2833,0
2.389,72,-44,27,8.00,105.59,214.5,1522,1474,0.02,0.07,-122.63,1.9474,3.2691,8.2833,0
2.408,71,-44,27,7.89,105.59,214.5,1522,1474,0.02,0.07,-122.63,1.9474,3.2691,8.2833,0
2.425,69,-44,27,7.67,105.59,214.5,1522,1474,0.02,0.07,-122.63,1.9474,3.2691,8.2833,0
2.443,66,-45,26,7.62,109.65,214.9,1522,1470,-1.10,0.01,-123.91,1.9474,3.2691,8.2833,0
2.460,64,-44,27,7.11,105.59,214.5,1522,1476,-1.10,0.01,-123.91,1.9474,3.2691,8.2833,0
2.477,62,-44,27,6.89,105.59,214.5,1522,1475,-1.10,0.01,-123.91,1.9474,3.2691,8.2833,0
2.494,61,-44,27,6.78,105.59,214.5,1522,1474,-1.10,0.01,-123.91,1.9474,3.2691,8.2833,0
2.511,59,-45,26,6.81,109.65,214.9,1522,1470,-1.10,0.01,-123.91,1.9474,3.2691,8.2833,0
2.528,57,-45,26,6.58,109.65,214.9,1522,1472,-1.10,0.01,-123.91,1.9474,3.2691,8.2833,0
2.545,54,-45,26,6.23,109.65,214.9,1478,1472,-1.10,0.01,-123.91,1.9474,3.2691,8.2833,0
2.562,52,-44,27,5.78,105.59,214.5,1478,1477,-1.10,0.01,-123.91,1.9474,3.2691,8.2833,0
2.579,50,-45,26,5.77,109.65,214.9,1478,1471,-1.10,0.01,-123.91,1.9474,3.2691,8.2833,0
2.596,48,-45,26,5.54,109.65,214.9,1478,1472,-1.10,0.01,-123.91,1.9474,3.2691,8.2833,0
2.613,46,-45,26,5.31,109.65,214.9,1478,1473,-1.10,0.01,-123.91,1.9474,3.2691,8.2833,0
2.630,45,-45,26,5.19,109.65,214.9,1500,1473,-1.10,0.01,-123.91,1.9474,3.2691,8.2833,0
2.647,42,-45,26,4.85,109.65,214.9,1478,1473,-1.10,0.01,-123.91,1.9474,3.2691,8.2833,0
2.664,41,-45,26,4.73,109.65,214.9,1478,1473,-1.77,-0.69,-124.35,1.9474,3.2691,8.2833,0
2.681,39,-45,26,4.50,109.65,214.9,1478,1473,-1.77,-0.69,-124.35,1.9474,3.2691,8.2833,0
2.698,37,-45,26,4.27,109.65,214.9,1478,1473,-1.77,-0.69,-124.35,1.9474,3.2691,8.2833,0
2.715,0,0,0,0.00,-1.00,0.0,1478,1473,-1.77,-0.69,-124.35,1.9474,3.2691,8.2833,0
2.732,33,-45,26,3.81,109.65,214.9,1522,1473,-1.77,-0.69,-124.35,1.9474,3.2691,8.2833,0
2.749,31,-45,26,3.58,109.65,214.9,1478,1473,-1.77,-0.69,-124.35,1.9474,3.2691,8.2833,0
2.766,29,-45,26,3.35,109.65,214.9,1478,1473,-1.77,-0.69,-124.35,1.9474,3.2691,8.2833,0
2.783,27,-45,26,3.12,109.65,214.9,1478,1473,-1.77,-0.69,-124.35,1.9474,3.2691,8.2833,0
2.800,25,-45,26,2.88,109.65,214.9,1478,1473,-1.77,-0.69,-124.35,1.9474,3.2691,8.2833,0
2.817,24,-45,26,2.77,109.65,214.9,1478,1473,-1.77,-0.69,-124.35,1.9474,3.2691,8.2833,0
2.834,22,-45,26,2.54,109.65,214.9,1478,1473,-1.77,-0.69,-124.35,1.9474,3.2691,8.2833,0
2.851,21,-45,26,2.42,109.65,214.9,1478,1473,-1.77,-0.69,-124.35,1.9474,3.2691,8.2833,0
2.868,20,-45,26,2.31,109.65,214.9,1478,1473,-1.77,-0.69,-124.35,1.9474,3.2691,8.2833,0
2.885,18,-45,26,2.08,109.65,214.9,1478,1473,-1.77,-0.69,-124.35,2.2512,2.3299,8.7443,0
2.902,17,-45,26,1.96,109.65,214.9,1478,1473,-1.77,-0.69,-124.35,2.2512,2.3299,8.7443,0
2.919,16,-45,26,1.85,109.65,214.9,1478,1473,-1.77,-0.69,-124.35,2.2512,2.3299,8.7443,0
2.936,14,-46,25,1.68,114.04,215.2,1478,1469,-2.13,-1.55,-124.27,2.2512,2.3299,8.7443,0
2.953,13,-45,26,1.50,109.65,214.9,1478,1475,-2.13,-1.55,-124.27,2.2512,2.3299,8.7443,0
2.970,11,-45,26,1.27,109.65,214.9,1478,1474,-2.13,-1.55,-124.27,2.2512,2.3299,8.7443,0
2.988,10,-45,26,1.15,109.65,214.9,1478,1474,-2.13,-1.55,-124.27,2.2512,2.3299,8.7443,0
3.005,9,-45,26,1.04,109.65,214.9,1478,1474,-2.13,-1.55,-124.27,2.2512,2.3299,8.7443,0
3.022,8,-45,26,0.92,109.65,214.9,1478,1473,-2.13,-1.55,-124.27,2.2512,2.3299,8.7443,0
3.041,7,-45,26,0.81,109.65,214.9,1478,1473,-2.13,-1.55,-124.27,2.2512,2.3299,8.7443,0
3.058,0,0,0,0.00,-1.00,0.0,1478,1473,-2.13,-1.55,-124.27,2.2512,2.3299,8.7443,0
3.075,5,-46,25,0.60,114.04,215.2,1478,1473,-2.13,-1.55,-124.27,2.2512,2.3299,8.7443,0
3.093,5,-46,25,0.60,114.04,215.2,1500,1473,-2.13,-1.55,-124.27,2.2512,2.3299,8.7443,0
3.110,3,-46,25,0.36,114.04,215.2,1478,1473,-2.13,-1.55,-124.27,2.2512,2.3299,8.7443,0
3.127,3,-46,25,0.36,114.04,215.2,1478,1473,-2.13,-1.55,-124.27,2.2512,2.3299,8.7443,0
3.144,2,-46,25,0.24,114.04,215.2,1478,1473,-2.13,-1.55,-124.27,2.2512,2.3299,8.7443,0
3.161,0,-46,25,0.00,114.04,215.2,1478,1473,-1.56,-2.27,-124.26,2.2512,2.3299,8.7443,0
3.178,-1,-46,25,-0.12,114.04,215.2,1478,1473,-1.56,-2.27,-124.26,2.2512,2.3299,8.7443,0
3.195,-3,-46,25,-0.36,114.04,215.2,1478,1473,-1.56,-2.27,-124.26,2.2512,2.3299,8.7443,0
3.212,-5,-46,25,-0.60,114.04,215.2,1478,1473,-1.56,-2.27,-124.26,2.2512,2.3299,8.7443,0
3.229,-6,-46,25,-0.72,114.04,215.2,1478,1473,-1.56,-2.27,-124.26,2.2512,2.3299,8.7443,0
3.246,-7,-46,25,-0.84,114.04,215.2,1478,1473,-1.56,-2.27,-124.26,2.2512,2.3299,8.7443,0
3.263,-8,-46,25,-0.96,114.04,215.2,1478,1473,-1.56,-2.27,-124.26,2.2512,2.3299,8.7443,0
3.280,-9,-46,25,-1.08,114.04,215.2,1478,1473,-1.56,-2.27,-124.26,2.2512,2.3299,8.7443,0
3.297,-11,-46,25,-1.32,114.04,215.2,1478,1473,-1.56,-2.27,-124.26,2.2512,2.3299,8.7443,0
3.314,-11,-46,25,-1.32,114.04,215.2,1478,1473,-1.56,-2.27,-124.26,2.2512,2.3299,8.7443,0
3.331,-12,-46,25,-1.44,114.04,215.2,1478,1473,-1.56,-2.27,-124.26,2.2512,2.3299,8.7443,0
3.348,-13,-46,25,-1.56,114.04,215.2,1478,1473,-1.56,-2.27,-124.26,2.2512,2.3299,8.7443,0
3.365,-14,-46,25,-1.68,114.04,215.2,1478,1473,-1.56,-2.27,-124.26,2.2512,2.3299,8.7443,0
3.382,-15,-46,25,-1.80,114.04,215.2,1478,1473,-1.56,-2.27,-124.26,2.1659,3.0132,8.1014,0
3.399,-17,-46,25,-2.04,114.04,215.2,1478,1473,-1.56,-2.27,-124.26,2.1659,3.0132,8.1014,0
3.416,-18,-46,25,-2.16,114.04,215.2,1478,1473,-1.56,-2.27,-124.26,2.1659,3.0132,8.1014,0
3.433,-18,-46,25,-2.16,114.04,215.2,1478,1473,-1.70,-1.55,-123.81,2.1659,3.0132,8.1014,0
3.449,-18,-46,25,-2.16,114.04,215.2,1478,1473,-1.70,-1.55,-123.81,2.1659,3.0132,8.1014,0
3.466,-19,-46,25,-2.28,114.04,215.2,1478,1473,-1.70,-1.55,-123.81,2.1659,3.0132,8.1014,0
3.483,-19,-46,25,-2.28,114.04,215.2,1478,1473,-1.70,-1.55,-123.81,2.1659,3.0132,8.1014,0
3.500,-19,-46,25,-2.28,114.04,215.2,1478,1473,-1.70,-1.55,-123.81,2.1659,3.0132,8.1014,0
3.518,-19,-46,25,-2.28,114.04,215.2,1478,1473,-1.70,-1.55,-123.81,2.1659,3.0132,8.1014,0
3.535,-18,-46,25,-2.16,114.04,215.2,1478,1473,-1.70,-1.55,-123.81,2.1659,3.0132,8.1014,0
3.552,-18,-46,25,-2.16,114.04,215.2,1478,1473,-1.70,-1.55,-123.81,2.1659,3.0132,8.1014,0
3.569,-18,-46,25,-2.16,114.04,215.2,1478,1473,-1.70,-1.55,-123.81,2.1659,3.0132,8.1014,0
3.586,-17,-46,25,-2.04,114.04,215.2,1500,1473,-1.70,-1.55,-123.81,2.1659,3.0132,8.1014,0
3.603,-16,-46,25,-1.92,114.04,215.2,1522,1473,-1.70,-1.55,-123.81,2.1659,3.0132,8.1014,0
3.620,-16,-46,25,-1.92,114.04,215.2,1478,1473,-1.70,-1.55,-123.81,2.1659,3.0132,8.1014,0
3.637,-14,-46,25,-1.68,114.04,215.2,1522,1473,-1.70,-1.55,-123.81,2.1659,3.0132,8.1014,0
3.654,-14,-46,25,-1.68,114.04,215.2,1500,1473,-1.90,-1.23,-124.50,2.1659,3.0132,8.1014,0
3.672,-13,-46,25,-1.56,114.04,215.2,1522,1473,-1.90,-1.23,-124.50,2.1659,3.0132,8.1014,0
3.689,-12,-46,25,-1.44,114.04,215.2,1522,1473,-1.90,-1.23,-124.50,2.1659,3.0132,8.1014,0
3.706,-11,-46,25,-1.32,114.04,215.2,1522,1473,-1.90,-1.23,-124.50,2.1659,3.0132,8.1014,0
3.724,-10,-45,26,-1.15,109.65,214.9,1500,1477,-1.90,-1.23,-124.50,2.1659,3.0132,8.1014,0
3.741,-9,-45,26,-1.04,109.65,214.9,1522,1475,-1.90,-1.23,-124.50,2.1659,3.0132,8.1014,0
3.758,-8,-45,26,-0.92,109.65,214.9,1522,1474,-1.90,-1.23,-124.50,2.1659,3.0132,8.1014,0
3.775,-8,-45,26,-0.92,109.65,214.9,1522,1474,-1.90,-1.23,-124.50,2.1659,3.0132,8.1014,0
3.792,-7,-45,26,-0.81,109.65,214.9,1522,1474,-1.90,-1.23,-124.50,2.1659,3.0132,8.1014,0
3.809,-7,-45,26,-0.81,109.65,214.9,1522,1473,-1.90,-1.23,-124.50,2.1659,3.0132,8.1014,0
3.826,-7,-45,26,-0.81,109.65,214.9,1500,1473,-1.90,-1.23,-124.50,2.1659,3.0132,8.1014,0
3.843,-5,-46,25,-0.60,114.04,215.2,1522,1469,-1.90,-1.23,-124.50,2.1659,3.0132,8.1014,0
3.861,-4,-45,26,-0.46,109.65,214.9,1522,1475,-1.90,-1.23,-124.50,2.1659,3.0132,8.1014,0
