attempt,align_time_s,total_abs_err_px,rms_vib
1,0.00,0,7.6411
2,4.86,29595,7.9735
3,1.52,7812,7.5755
4,1.96,10537,7.8052
5,0.56,2187,7.6185
6,2.25,15315,7.8546
7,1.68,7771,8.0395
8,1.41,8547,8.3485
