attempt,align_time_s,total_abs_err_px,rms_vib
1,0.51,430,7.9168
2,0.03,0,7.3946
3,0.03,0,7.3946
4,0.02,0,10.0531
5,0.05,0,10.0531
6,0.03,0,10.0531
7,0.02,0,10.0531
8,0.07,0,10.5199
9,0.12,0,10.6710
10,0.02,0,8.6274
11,0.05,0,8.6274
12,0.02,0,8.6274
13,0.02,0,8.6274
14,0.09,0,9.5895
15,0.14,0,9.8153
16,0.07,0,8.6453
17,0.02,0,8.6453
18,0.02,0,8.6453
19,0.02,0,8.8450
20,0.02,0,8.8450
21,0.02,0,8.8450
22,0.02,0,8.8450
