frame_idx,elapsed_s,dropped
916,14.985,0
917,15.001,0
918,15.018,0
919,15.035,0
920,15.051,0
921,15.067,0
922,15.084,0
923,15.102,0
924,15.118,0
925,15.135,0
926,15.151,0
927,15.168,0
928,15.186,0
929,15.201,0
930,15.216,0
931,15.232,0
932,15.246,0
933,15.263,0
934,15.282,0
935,15.304,0
936,15.324,0
937,15.339,0
938,15.356,0
939,15.373,0
940,15.394,0
941,15.413,0
942,15.429,0
943,15.444,0
944,15.460,0
945,15.475,0
946,15.493,0
947,15.513,0
948,15.529,0
949,15.545,0
950,15.563,0
951,15.579,0
952,15.595,0
953,15.611,0
954,15.628,0
955,15.643,0
956,15.659,0
957,15.675,0
958,15.690,0
959,15.706,0
960,15.722,0
961,15.738,0
962,15.755,0
963,15.770,0
964,15.787,0
965,15.802,0
966,15.819,0
967,15.833,0
968,15.849,0
969,15.862,0
970,15.877,0
971,15.893,0
972,15.909,0
973,15.925,0
974,15.942,0
975,15.957,0
976,15.972,0
977,15.989,0
978,16.006,0
979,16.023,0
980,16.039,0
981,16.055,0
982,16.072,0
983,16.089,0
984,16.105,0
985,16.122,0
986,16.137,0
987,16.155,0
988,16.170,0
989,16.185,0
990,16.202,0
991,16.219,0
992,16.235,0
993,16.250,0
994,16.268,0
995,16.285,0
996,16.302,0
997,16.317,0
998,16.331,0
999,16.346,0
1000,16.359,0
1001,16.376,0
1002,16.393,0
1003,16.409,0
1004,16.425,0
1005,16.441,0
1006,16.456,0
1007,16.471,0
1008,16.487,0
1009,16.503,0
1010,16.517,0
1011,16.532,0
1012,16.547,0
1013,16.563,0
1014,16.577,0
1015,16.593,0
1016,16.609,0
1017,16.625,0
1018,16.640,0
1019,16.656,0
1020,16.673,0
1021,16.689,0
1022,16.705,0
1023,16.722,0
1024,16.738,0
1025,16.755,0
1026,16.772,0
1027,16.788,0
1028,16.805,0
1029,16.820,0
1030,16.836,0
1031,16.851,0
1032,16.867,0
1033,16.883,0
1034,16.899,0
1035,16.914,0
1036,16.929,0
1037,16.944,0
1038,16.961,0
1039,16.978,0
1040,16.996,0
1041,17.012,0
1042,17.028,0
1043,17.043,0
1044,17.059,0
1045,17.075,0
1046,17.093,0
1047,17.108,0
1048,17.125,0
1049,17.141,0
1050,17.156,0
1051,17.171,0
1052,17.186,0
1053,17.203,0
1054,17.219,0
1055,17.235,0
1056,17.250,0
1057,17.266,0
1058,17.282,0
1059,17.298,0
1060,17.313,0
1061,17.327,0
1062,17.344,0
1063,17.359,0
1064,17.373,0
1065,17.389,0
1066,17.405,0
1067,17.420,0
1068,17.436,0
1069,17.452,0
1070,17.469,0
1071,17.486,0
1072,17.501,0
1073,17.517,0
1074,17.533,0
1075,17.547,0
1076,17.564,0
1077,17.578,0
1078,17.594,0
1079,17.609,0
1080,17.625,0
1081,17.641,0
1082,17.657,0
1083,17.672,0
1084,17.688,0
1085,17.704,0
1086,17.720,0
1087,17.736,0
1088,17.753,0
1089,17.769,0
1090,17.785,0
1091,17.803,0
1092,17.819,0
1093,17.835,0
1094,17.852,0
1095,17.868,0
1096,17.884,0
1097,17.900,0
1098,17.916,0
1099,17.933,0
1100,17.949,0
1101,17.965,0
1102,17.982,0
1103,18.000,0
1104,18.016,0
1105,18.033,0
1106,18.050,0
1107,18.067,0
1108,18.084,0
1109,18.102,0
1110,18.118,0
1111,18.135,0
1112,18.152,0
1113,18.171,0
1114,18.188,0
1115,18.204,0
1116,18.221,0
1117,18.235,0
1118,18.250,0
1119,18.267,0
1120,18.282,0
1121,18.298,0
1122,18.314,0
1123,18.330,0
1124,18.346,0
1125,18.362,0
1126,18.379,0
1127,18.396,0
1128,18.413,0
1129,18.428,0
1130,18.442,0
1131,18.457,0
1132,18.471,0
1133,18.487,0
1134,18.504,0
1135,18.520,0
1136,18.534,0
1137,18.550,0
1138,18.566,0
1139,18.580,0
1140,18.597,0
1141,18.613,0
1142,18.628,0
1143,18.643,0
1144,18.659,0
1145,18.675,0
1146,18.690,0
1147,18.708,0
1148,18.722,0
1149,18.738,0
1150,18.754,0
1151,18.769,0
1152,18.783,0
1153,18.800,0
1154,18.817,0
1155,18.832,0
1156,18.847,0
1157,18.864,0
1158,18.878,0
1159,18.895,0
1160,18.911,0
1161,18.928,0
1162,18.944,0
1163,18.960,0
1164,18.977,0
1165,18.993,0
1166,19.009,0
1167,19.025,0
1168,19.041,0
1169,19.058,0
1170,19.075,0
1171,19.091,0
1172,19.107,0
1173,19.122,0
1174,19.139,0
1175,19.157,0
1176,19.173,0
1177,19.191,0
1178,19.206,0
1179,19.222,0
1180,19.237,0
1181,19.253,0
1182,19.268,0
1183,19.283,0
1184,19.299,0
1185,19.316,0
1186,19.331,0
1187,19.346,0
1188,19.361,0
1189,19.376,0
1190,19.391,0
1191,19.407,0
1192,19.423,0
1193,19.438,0
1194,19.454,0
1195,19.469,0
1196,19.485,0
1197,19.503,0
1198,19.520,0
1199,19.535,0
1200,19.551,0
1201,19.566,0
1202,19.583,0
1203,19.600,0
1204,19.616,0
1205,19.631,0
1206,19.649,0
1207,19.665,0
1208,19.681,0
1209,19.698,0
1210,19.714,0
1211,19.730,0
1212,19.745,0
1213,19.762,0
1214,19.777,0
1215,19.794,0
1216,19.811,0
1217,19.825,0
1218,19.839,0
1219,19.854,0
1220,19.869,0
1221,19.885,0
1222,19.901,0
1223,19.919,0
1224,19.935,0
1225,19.952,0
1226,19.967,0
1227,19.984,0
1228,19.999,0
1229,20.016,0
1230,20.032,0
1231,20.048,0
1232,20.065,0
1233,20.081,0
1234,20.096,0
1235,20.113,0
1236,20.131,0
1237,20.147,0
1238,20.163,0
1239,20.180,0
1240,20.196,0
1241,20.212,0
1242,20.227,0
1243,20.243,0
1244,20.258,0
1245,20.273,0
1246,20.290,0
1247,20.306,0
1248,20.321,0
1249,20.338,0
1250,20.354,0
1251,20.369,0
1252,20.384,0
1253,20.400,0
1254,20.416,0
1255,20.433,0
1256,20.450,0
1257,20.465,0
1258,20.482,0
1259,20.498,0
1260,20.514,0
1261,20.530,0
1262,20.546,0
1263,20.560,0
1264,20.575,0
1265,20.593,0
1266,20.608,0
1267,20.624,0
1268,20.639,0
1269,20.655,0
1270,20.670,0
1271,20.685,0
1272,20.704,0
1273,20.718,0
1274,20.734,0
1275,20.749,0
1276,20.765,0
1277,20.781,0
1278,20.795,0
1279,20.811,0
1280,20.827,0
1281,20.843,0
1282,20.859,0
1283,20.873,0
1284,20.889,0
1285,20.905,0
1286,20.921,0
1287,20.938,0
1288,20.956,0
1289,20.972,0
1290,20.988,0
1291,21.005,0
1292,21.022,0
1293,21.039,0
1294,21.056,0
1295,21.072,0
1296,21.089,0
1297,21.105,0
1298,21.122,0
1299,21.140,0
1300,21.157,0
1301,21.173,0
1302,21.188,0
1303,21.207,0
1304,21.225,0
1305,21.240,0
1306,21.255,0
1307,21.271,0
1308,21.286,0
1309,21.302,0
1310,21.317,0
1311,21.334,0
1312,21.349,0
1313,21.364,0
1314,21.381,0
1315,21.397,0
1316,21.414,0
1317,21.430,0
1318,21.445,0
1319,21.460,0
1320,21.475,0
1321,21.491,0
1322,21.508,0
1323,21.524,0
1324,21.540,0
1325,21.555,0
1326,21.571,0
1327,21.588,0
1328,21.603,0
1329,21.619,0
1330,21.634,0
1331,21.650,0
1332,21.665,0
1333,21.681,0
1334,21.698,0
1335,21.713,0
1336,21.729,0
1337,21.744,0
1338,21.758,0
1339,21.773,0
1340,21.789,0
1341,21.806,0
1342,21.822,0
1343,21.838,0
1344,21.853,0
1345,21.869,0
1346,21.885,0
1347,21.901,0
1348,21.917,0
1349,21.932,0
1350,21.948,0
1351,21.964,0
1352,21.980,0
1353,21.998,0
1354,22.015,0
1355,22.030,0
1356,22.047,0
1357,22.064,0
1358,22.079,0
1359,22.096,0
1360,22.113,0
1361,22.130,0
1362,22.147,0
1363,22.164,0
1364,22.181,0
1365,22.197,0
1366,22.213,0
1367,22.227,0
1368,22.245,0
1369,22.260,0
1370,22.275,0
1371,22.292,0
1372,22.307,0
1373,22.324,0
1374,22.340,0
1375,22.357,0
1376,22.372,0
1377,22.388,0
1378,22.405,0
1379,22.422,0
1380,22.438,0
1381,22.454,0
1382,22.471,0
1383,22.487,0
1384,22.504,0
1385,22.520,0
1386,22.536,0
1387,22.552,0
1388,22.567,0
1389,22.583,0
1390,22.599,0
1391,22.616,0
1392,22.632,0
1393,22.648,0
1394,22.664,0
1395,22.681,0
1396,22.695,0
1397,22.712,0
1398,22.728,0
1399,22.744,0
1400,22.760,0
1401,22.776,0
1402,22.794,0
1403,22.812,0
1404,22.828,0
1405,22.845,0
1406,22.860,0
1407,22.876,0
1408,22.894,0
1409,22.912,0
1410,22.928,0
1411,22.944,0
1412,22.962,0
1413,22.979,0
1414,22.996,0
1415,23.013,0
1416,23.028,0
1417,23.044,0
1418,23.061,0
1419,23.075,0
1420,23.091,0
1421,23.110,0
1422,23.127,0
1423,23.144,0
1424,23.160,0
1425,23.177,0
1426,23.194,0
1427,23.210,0
1428,23.225,0
1429,23.241,0
1430,23.257,0
1431,23.273,0
1432,23.289,0
1433,23.307,0
1434,23.324,0
1435,23.340,0
1436,23.355,0
1437,23.370,0
1438,23.386,0
1439,23.402,0
1440,23.417,0
1441,23.434,0
1442,23.450,0
1443,23.465,0
1444,23.482,0
1445,23.497,0
1446,23.513,0
1447,23.528,0
1448,23.545,0
1449,23.561,0
1450,23.576,0
1451,23.591,0
1452,23.608,0
1453,23.623,0
1454,23.638,0
1455,23.653,0
1456,23.668,0
1457,23.684,0
1458,23.700,0
1459,23.715,0
1460,23.731,0
1461,23.747,0
1462,23.761,0
1463,23.777,0
1464,23.794,0
1465,23.810,0
1466,23.826,0
1467,23.842,0
1468,23.858,0
1469,23.871,0
1470,23.888,0
1471,23.905,0
1472,23.922,0
1473,23.938,0
1474,23.952,0
1475,23.967,0
1476,23.986,0
1477,24.002,0
1478,24.018,0
1479,24.035,0
1480,24.052,0
1481,24.068,0
1482,24.085,0
1483,24.102,0
1484,24.118,0
1485,24.135,0
1486,24.152,0
1487,24.168,0
1488,24.186,0
1489,24.201,0
1490,24.218,0
1491,24.234,0
1492,24.250,0
1493,24.266,0
1494,24.281,0
1495,24.296,0
1496,24.313,0
1497,24.329,0
1498,24.345,0
1499,24.361,0
1500,24.378,0
1501,24.394,0
1502,24.411,0
1503,24.427,0
1504,24.443,0
1505,24.458,0
1506,24.473,0
1507,24.489,0
1508,24.505,0
1509,24.521,0
1510,24.536,0
1511,24.553,0
1512,24.569,0
1513,24.585,0
1514,24.602,0
1515,24.621,0
1516,24.636,0
1517,24.652,0
1518,24.667,0
1519,24.684,0
1520,24.701,0
1521,24.716,0
1522,24.732,0
1523,24.746,0
1524,24.763,0
1525,24.780,0
1526,24.796,0
1527,24.812,0
1528,24.828,0
1529,24.844,0
1530,24.860,0
1531,24.874,0
1532,24.890,0
1533,24.906,0
1534,24.923,0
1535,24.937,0
1536,24.953,0
1537,24.970,0
1538,24.990,0
1539,25.007,0
1540,25.024,0
1541,25.041,0
1542,25.059,0
1543,25.074,0
1544,25.091,0
1545,25.106,0
1546,25.123,0
1547,25.142,0
1548,25.160,0
1549,25.176,0
1550,25.191,0
1551,25.208,0
1552,25.224,0
1553,25.241,0
1554,25.258,0
1555,25.275,0
1556,25.293,0
1557,25.309,0
1558,25.324,0
1559,25.339,0
1560,25.354,0
1561,25.369,0
1562,25.384,0
1563,25.401,0
1564,25.417,0
1565,25.433,0
1566,25.449,0
1567,25.465,0
1568,25.482,0
1569,25.499,0
1570,25.515,0
1571,25.534,0
1572,25.550,0
1573,25.567,0
1574,25.582,0
1575,25.598,0
1576,25.614,0
1577,25.630,0
1578,25.645,0
1579,25.661,0
1580,25.678,0
1581,25.694,0
1582,25.710,0
1583,25.726,0
1584,25.744,0
1585,25.762,0
1586,25.779,0
1587,25.795,0
1588,25.811,0
1589,25.827,0
1590,25.841,0
1591,25.856,0
1592,25.872,0
1593,25.887,0
1594,25.903,0
1595,25.919,0
1596,25.935,0
1597,25.951,0
1598,25.968,0
1599,25.984,0
1600,26.008,0
1601,26.027,0
1602,26.042,0
1603,26.058,0
1604,26.075,0
1605,26.089,0
1606,26.105,0
1607,26.121,0
1608,26.135,0
1609,26.151,0
1610,26.167,0
1611,26.185,0
1612,26.202,0
1613,26.218,0
1614,26.235,0
1615,26.252,0
1616,26.267,0
1617,26.283,0
1618,26.300,0
1619,26.318,0
1620,26.334,0
1621,26.350,0
1622,26.366,0
1623,26.384,0
1624,26.400,0
1625,26.415,0
1626,26.431,0
1627,26.447,0
1628,26.465,0
1629,26.481,0
1630,26.496,0
1631,26.512,0
1632,26.529,0
1633,26.546,0
1634,26.562,0
1635,26.578,0
1636,26.594,0
1637,26.608,0
1638,26.623,0
1639,26.638,0
1640,26.656,0
1641,26.671,0
1642,26.688,0
1643,26.705,0
1644,26.720,0
1645,26.736,0
1646,26.753,0
1647,26.769,0
1648,26.783,0
1649,26.799,0
1650,26.817,0
1651,26.833,0
1652,26.849,0
1653,26.863,0
1654,26.879,0
1655,26.895,0
1656,26.911,0
1657,26.928,0
1658,26.946,0
1659,26.962,0
1660,26.978,0
1661,26.995,0
