frame_idx,elapsed_s,dropped
1662,27.017,0
1663,27.043,0
1664,27.059,0
1665,27.075,0
1666,27.091,0
1667,27.107,0
1668,27.123,0
1669,27.139,0
1670,27.157,0
1671,27.173,0
1672,27.191,0
1673,27.207,0
1674,27.223,0
1675,27.239,0
1676,27.256,0
1677,27.272,0
1678,27.290,0
1679,27.307,0
1680,27.322,0
1681,27.338,0
1682,27.354,0
1683,27.369,0
1684,27.385,0
1685,27.402,0
1686,27.420,0
1687,27.437,0
1688,27.453,0
1689,27.469,0
1690,27.483,0
1691,27.498,0
1692,27.513,0
1693,27.529,0
1694,27.546,0
1695,27.562,0
1696,27.578,0
1697,27.595,0
1698,27.611,0
1699,27.626,0
1700,27.643,0
1701,27.660,0
1702,27.677,0
1703,27.693,0
1704,27.710,0
1705,27.727,0
1706,27.744,0
1707,27.759,0
1708,27.775,0
1709,27.793,0
1710,27.807,0
1711,27.824,0
1712,27.840,0
1713,27.854,0
1714,27.870,0
1715,27.884,0
1716,27.900,0
1717,27.917,0
1718,27.932,0
1719,27.948,0
1720,27.964,0
1721,27.981,0
1722,27.998,0
1723,28.014,0
1724,28.030,0
1725,28.047,0
1726,28.062,0
1727,28.079,0
1728,28.094,0
1729,28.110,0
1730,28.125,0
1731,28.142,0
1732,28.158,0
1733,28.174,0
1734,28.191,0
1735,28.206,0
1736,28.224,0
1737,28.241,0
1738,28.257,0
1739,28.274,0
1740,28.288,0
1741,28.302,0
1742,28.318,0
1743,28.334,0
1744,28.349,0
1745,28.364,0
1746,28.379,0
1747,28.397,0
1748,28.413,0
1749,28.430,0
1750,28.447,0
1751,28.464,0
1752,28.481,0
1753,28.503,0
1754,28.520,0
1755,28.537,0
1756,28.554,0
1757,28.571,0
1758,28.587,0
1759,28.603,0
1760,28.619,0
1761,28.635,0
1762,28.651,0
1763,28.666,0
1764,28.683,0
1765,28.699,0
1766,28.715,0
1767,28.732,0
1768,28.750,0
1769,28.767,0
1770,28.783,0
1771,28.799,0
1772,28.817,0
1773,28.833,0
1774,28.849,0
1775,28.865,0
1776,28.880,0
1777,28.895,0
1778,28.911,0
1779,28.927,0
1780,28.944,0
1781,28.959,0
1782,28.975,0
1783,28.994,0
1784,29.010,0
1785,29.027,0
1786,29.043,0
1787,29.061,0
1788,29.077,0
1789,29.091,0
1790,29.106,0
1791,29.122,0
1792,29.137,0
1793,29.154,0
1794,29.170,0
1795,29.186,0
1796,29.201,0
1797,29.216,0
1798,29.232,0
1799,29.249,0
1800,29.265,0
1801,29.282,0
1802,29.299,0
1803,29.314,0
1804,29.331,0
1805,29.348,0
1806,29.363,0
1807,29.380,0
1808,29.396,0
1809,29.413,0
1810,29.430,0
1811,29.447,0
1812,29.466,0
1813,29.483,0
1814,29.501,0
1815,29.518,0
1816,29.534,0
1817,29.552,0
1818,29.567,0
1819,29.584,0
1820,29.601,0
1821,29.619,0
1822,29.637,0
1823,29.654,0
1824,29.672,0
1825,29.693,0
1826,29.709,0
1827,29.728,0
1828,29.746,0
1829,29.763,0
1830,29.782,0
1831,29.799,0
1832,29.820,0
1833,29.836,0
1834,29.852,0
1835,29.869,0
1836,29.886,0
1837,29.903,0
1838,29.919,0
1839,29.938,0
1840,29.955,0
1841,29.972,0
1842,29.991,0
1843,30.010,0
1844,30.026,0
1845,30.043,0
1846,30.060,0
1847,30.076,0
1848,30.092,0
1849,30.109,0
1850,30.125,0
1851,30.142,0
1852,30.159,0
1853,30.176,0
1854,30.193,0
1855,30.209,0
1856,30.227,0
1857,30.245,0
1858,30.265,0
1859,30.283,0
1860,30.299,0
1861,30.315,0
1862,30.332,0
1863,30.348,0
1864,30.363,0
1865,30.379,0
1866,30.397,0
1867,30.415,0
1868,30.432,0
1869,30.450,0
1870,30.469,0
1871,30.487,0
1872,30.504,0
1873,30.519,0
1874,30.536,0
1875,30.551,0
1876,30.567,0
1877,30.582,0
1878,30.600,0
1879,30.615,0
1880,30.631,0
1881,30.648,0
1882,30.666,0
1883,30.682,0
1884,30.700,0
1885,30.716,0
1886,30.733,0
1887,30.751,0
1888,30.769,0
1889,30.788,0
1890,30.804,0
1891,30.820,0
1892,30.837,0
1893,30.853,0
1894,30.869,0
1895,30.886,0
1896,30.904,0
1897,30.921,0
1898,30.938,0
1899,30.955,0
1900,30.972,0
1901,30.993,0
1902,31.017,0
1903,31.036,0
1904,31.053,0
1905,31.068,0
1906,31.088,0
1907,31.105,0
1908,31.122,0
1909,31.141,0
1910,31.158,0
1911,31.177,0
1912,31.194,0
1913,31.211,0
1914,31.229,0
1915,31.246,0
1916,31.263,0
1917,31.280,0
1918,31.296,0
1919,31.314,0
1920,31.329,0
1921,31.345,0
1922,31.363,0
1923,31.383,0
1924,31.400,0
1925,31.418,0
1926,31.435,0
1927,31.454,0
1928,31.471,0
1929,31.489,0
1930,31.508,0
1931,31.525,0
1932,31.544,0
1933,31.560,0
1934,31.577,0
1935,31.595,0
1936,31.611,0
1937,31.627,0
1938,31.645,0
1939,31.663,0
1940,31.681,0
1941,31.697,0
1942,31.716,0
1943,31.734,0
1944,31.752,0
1945,31.768,0
1946,31.787,0
1947,31.804,0
1948,31.821,0
1949,31.838,0
1950,31.855,0
1951,31.872,0
1952,31.892,0
1953,31.911,0
1954,31.928,0
1955,31.948,0
1956,31.967,0
1957,31.989,0
1958,32.009,0
1959,32.036,0
1960,32.054,0
1961,32.069,0
1962,32.087,0
1963,32.104,0
1964,32.122,0
1965,32.138,0
1966,32.155,0
1967,32.173,0
1968,32.192,0
1969,32.210,0
1970,32.226,0
1971,32.242,0
1972,32.258,0
1973,32.277,0
1974,32.293,0
1975,32.309,0
1976,32.327,0
1977,32.344,0
1978,32.361,0
1979,32.378,0
1980,32.396,0
1981,32.413,0
1982,32.432,0
1983,32.450,0
1984,32.468,0
1985,32.488,0
1986,32.506,0
1987,32.522,0
1988,32.538,0
1989,32.555,0
1990,32.571,0
1991,32.587,0
1992,32.602,0
1993,32.619,0
1994,32.635,0
1995,32.653,0
1996,32.670,0
1997,32.687,0
1998,32.704,0
1999,32.722,0
2000,32.739,0
2001,32.755,0
2002,32.774,0
2003,32.791,0
2004,32.809,0
2005,32.824,0
2006,32.840,0
2007,32.856,0
2008,32.873,0
2009,32.890,0
2010,32.910,0
2011,32.928,0
2012,32.946,0
2013,32.962,0
2014,32.978,0
2015,32.996,0
2016,33.014,0
2017,33.030,0
2018,33.049,0
2019,33.066,0
2020,33.083,0
2021,33.100,0
2022,33.116,0
2023,33.131,0
2024,33.148,0
2025,33.164,0
2026,33.181,0
2027,33.198,0
2028,33.215,0
2029,33.233,0
2030,33.249,0
2031,33.267,0
2032,33.284,0
2033,33.300,0
2034,33.316,0
2035,33.330,0
2036,33.345,0
2037,33.360,0
2038,33.375,0
2039,33.391,0
2040,33.407,0
2041,33.425,0
2042,33.441,0
2043,33.456,0
2044,33.474,0
2045,33.490,0
2046,33.507,0
2047,33.524,0
2048,33.540,0
2049,33.556,0
2050,33.571,0
2051,33.587,0
2052,33.603,0
2053,33.618,0
2054,33.634,0
2055,33.652,0
2056,33.670,0
2057,33.688,0
2058,33.703,0
2059,33.720,0
2060,33.736,0
2061,33.752,0
2062,33.772,0
2063,33.789,0
2064,33.805,0
2065,33.820,0
2066,33.835,0
2067,33.851,0
2068,33.867,0
2069,33.883,0
2070,33.901,0
2071,33.917,0
2072,33.935,0
2073,33.951,0
2074,33.968,0
2075,33.986,0
2076,34.003,0
2077,34.019,0
2078,34.037,0
2079,34.052,0
2080,34.067,0
2081,34.083,0
2082,34.099,0
2083,34.116,0
2084,34.133,0
2085,34.147,0
2086,34.164,0
2087,34.185,0
2088,34.202,0
2089,34.220,0
2090,34.237,0
2091,34.254,0
2092,34.273,0
2093,34.289,0
2094,34.306,0
2095,34.321,0
2096,34.337,0
2097,34.353,0
2098,34.367,0
2099,34.384,0
2100,34.401,0
2101,34.418,0
2102,34.434,0
2103,34.450,0
2104,34.466,0
2105,34.483,0
2106,34.501,0
2107,34.517,0
2108,34.533,0
2109,34.548,0
2110,34.564,0
2111,34.579,0
2112,34.595,0
2113,34.612,0
2114,34.628,0
2115,34.644,0
2116,34.661,0
2117,34.678,0
2118,34.693,0
2119,34.709,0
2120,34.726,0
2121,34.742,0
2122,34.757,0
2123,34.773,0
2124,34.789,0
2125,34.805,0
2126,34.821,0
2127,34.835,0
2128,34.851,0
2129,34.866,0
2130,34.882,0
2131,34.899,0
2132,34.915,0
2133,34.930,0
2134,34.946,0
2135,34.965,0
2136,34.982,0
2137,34.998,0
2138,35.015,0
2139,35.032,0
2140,35.049,0
2141,35.066,0
2142,35.080,0
2143,35.094,0
2144,35.111,0
2145,35.126,0
2146,35.143,0
2147,35.160,0
2148,35.179,0
2149,35.195,0
2150,35.211,0
2151,35.230,0
2152,35.246,0
2153,35.264,0
2154,35.280,0
2155,35.298,0
2156,35.313,0
2157,35.329,0
2158,35.345,0
2159,35.360,0
2160,35.377,0
2161,35.393,0
2162,35.410,0
2163,35.427,0
2164,35.445,0
2165,35.463,0
2166,35.479,0
2167,35.496,0
2168,35.513,0
2169,35.530,0
2170,35.546,0
2171,35.561,0
2172,35.576,0
2173,35.591,0
2174,35.608,0
2175,35.624,0
2176,35.641,0
2177,35.657,0
2178,35.674,0
2179,35.691,0
2180,35.706,0
2181,35.722,0
2182,35.737,0
2183,35.754,0
2184,35.769,0
2185,35.786,0
2186,35.802,0
2187,35.819,0
2188,35.833,0
2189,35.848,0
2190,35.861,0
2191,35.880,0
2192,35.896,0
2193,35.911,0
2194,35.928,0
2195,35.944,0
2196,35.959,0
2197,35.975,0
2198,35.996,0
2199,36.018,0
2200,36.036,0
2201,36.051,0
2202,36.067,0
2203,36.082,0
2204,36.098,0
2205,36.113,0
2206,36.129,0
2207,36.148,0
2208,36.164,0
2209,36.180,0
2210,36.196,0
2211,36.212,0
2212,36.227,0
2213,36.242,0
2214,36.260,0
2215,36.275,0
2216,36.290,0
2217,36.306,0
2218,36.321,0
2219,36.335,0
2220,36.352,0
2221,36.368,0
2222,36.384,0
2223,36.399,0
2224,36.415,0
2225,36.432,0
2226,36.448,0
2227,36.465,0
2228,36.481,0
2229,36.498,0
2230,36.514,0
2231,36.531,0
2232,36.548,0
2233,36.563,0
2234,36.580,0
2235,36.597,0
2236,36.612,0
2237,36.629,0
2238,36.645,0
2239,36.662,0
2240,36.679,0
2241,36.695,0
2242,36.713,0
2243,36.731,0
2244,36.748,0
2245,36.764,0
2246,36.781,0
2247,36.797,0
2248,36.813,0
2249,36.829,0
2250,36.847,0
2251,36.862,0
2252,36.877,0
2253,36.893,0
2254,36.911,0
2255,36.927,0
2256,36.944,0
2257,36.964,0
2258,36.983,0
2259,37.003,0
2260,37.028,0
2261,37.053,0
2262,37.070,0
2263,37.087,0
2264,37.104,0
2265,37.120,0
2266,37.138,0
2267,37.155,0
2268,37.171,0
2269,37.188,0
2270,37.204,0
2271,37.220,0
2272,37.238,0
2273,37.254,0
2274,37.272,0
2275,37.289,0
2276,37.305,0
2277,37.322,0
2278,37.339,0
2279,37.355,0
2280,37.371,0
2281,37.388,0
2282,37.406,0
2283,37.423,0
2284,37.441,0
2285,37.458,0
2286,37.474,0
2287,37.491,0
2288,37.508,0
2289,37.527,0
2290,37.546,0
2291,37.563,0
2292,37.580,0
2293,37.597,0
2294,37.615,0
2295,37.633,0
2296,37.650,0
2297,37.667,0
2298,37.684,0
2299,37.701,0
2300,37.718,0
2301,37.735,0
2302,37.752,0
2303,37.770,0
2304,37.787,0
2305,37.805,0
2306,37.822,0
2307,37.839,0
2308,37.855,0
2309,37.875,0
2310,37.891,0
2311,37.908,0
2312,37.925,0
2313,37.945,0
2314,37.963,0
2315,37.982,0
2316,38.002,0
2317,38.020,0
2318,38.038,0
2319,38.057,0
2320,38.074,0
2321,38.093,0
2322,38.110,0
2323,38.128,0
2324,38.148,0
2325,38.166,0
2326,38.184,0
2327,38.202,0
2328,38.220,0
2329,38.239,0
2330,38.256,0
2331,38.275,0
2332,38.293,0
2333,38.312,0
2334,38.329,0
2335,38.346,0
2336,38.363,0
2337,38.381,0
2338,38.399,0
2339,38.417,0
2340,38.435,0
2341,38.454,0
2342,38.473,0
2343,38.491,0
2344,38.511,0
2345,38.530,0
2346,38.548,0
2347,38.565,0
2348,38.581,0
2349,38.597,0
2350,38.614,0
2351,38.633,0
2352,38.651,0
2353,38.668,0
2354,38.686,0
2355,38.703,0
2356,38.720,0
2357,38.738,0
2358,38.759,0
2359,38.777,0
2360,38.794,0
2361,38.810,0
2362,38.828,0
2363,38.846,0
2364,38.864,0
2365,38.881,0
2366,38.897,0
2367,38.917,0
2368,38.936,0
2369,38.953,0
2370,38.970,0
2371,38.990,0
2372,39.008,0
2373,39.027,0
2374,39.043,0
2375,39.060,0
2376,39.078,0
2377,39.093,0
2378,39.109,0
2379,39.126,0
2380,39.145,0
2381,39.161,0
2382,39.178,0
2383,39.196,0
2384,39.213,0
2385,39.228,0
2386,39.244,0
2387,39.263,0
2388,39.282,0
2389,39.298,0
2390,39.314,0
2391,39.331,0
2392,39.346,0
2393,39.363,0
2394,39.379,0
2395,39.395,0
2396,39.412,0
2397,39.428,0
2398,39.444,0
2399,39.460,0
2400,39.477,0
2401,39.494,0
2402,39.512,0
2403,39.527,0
2404,39.542,0
2405,39.558,0
2406,39.574,0
2407,39.590,0
2408,39.605,0
2409,39.620,0
2410,39.637,0
2411,39.654,0
2412,39.672,0
2413,39.691,0
2414,39.710,0
2415,39.726,0
2416,39.744,0
2417,39.762,0
2418,39.778,0
2419,39.795,0
2420,39.813,0
2421,39.829,0
2422,39.845,0
2423,39.863,0
2424,39.879,0
2425,39.896,0
2426,39.912,0
2427,39.929,0
2428,39.945,0
2429,39.964,0
2430,39.982,0
2431,39.999,0
2432,40.017,0
2433,40.034,0
2434,40.051,0
2435,40.067,0
2436,40.084,0
2437,40.099,0
2438,40.115,0
2439,40.133,0
2440,40.151,0
2441,40.170,0
2442,40.191,0
2443,40.209,0
2444,40.225,0
2445,40.243,0
2446,40.261,0
2447,40.277,0
2448,40.294,0
2449,40.313,0
2450,40.329,0
2451,40.345,0
2452,40.362,0
2453,40.379,0
2454,40.397,0
2455,40.415,0
2456,40.433,0
2457,40.451,0
2458,40.469,0
2459,40.486,0
2460,40.502,0
2461,40.518,0
2462,40.535,0
2463,40.551,0
2464,40.570,0
2465,40.588,0
2466,40.606,0
2467,40.623,0
2468,40.644,0
2469,40.660,0
2470,40.678,0
2471,40.696,0
2472,40.715,0
2473,40.733,0
2474,40.750,0
2475,40.768,0
2476,40.785,0
2477,40.801,0
2478,40.818,0
2479,40.833,0
2480,40.852,0
2481,40.869,0
2482,40.887,0
2483,40.903,0
2484,40.920,0
2485,40.937,0
2486,40.956,0
2487,40.976,0
2488,40.996,0
2489,41.017,0
2490,41.035,0
2491,41.051,0
2492,41.069,0
2493,41.087,0
2494,41.104,0
2495,41.119,0
2496,41.137,0
2497,41.154,0
2498,41.172,0
2499,41.189,0
2500,41.206,0
2501,41.222,0
2502,41.239,0
2503,41.255,0
2504,41.272,0
2505,41.290,0
2506,41.307,0
2507,41.322,0
2508,41.338,0
2509,41.353,0
2510,41.370,0
2511,41.387,0
2512,41.405,0
2513,41.422,0
2514,41.438,0
2515,41.456,0
2516,41.473,0
2517,41.488,0
2518,41.505,0
2519,41.522,0
2520,41.538,0
2521,41.553,0
2522,41.568,0
2523,41.584,0
2524,41.599,0
2525,41.614,0
2526,41.629,0
2527,41.650,0
2528,41.667,0
2529,41.684,0
2530,41.702,0
2531,41.718,0
2532,41.736,0
2533,41.752,0
2534,41.771,0
2535,41.789,0
2536,41.804,0
2537,41.819,0
2538,41.835,0
2539,41.852,0
2540,41.869,0
2541,41.888,0
2542,41.905,0
2543,41.924,0
2544,41.942,0
2545,41.960,0
2546,41.979,0
2547,41.999,0
2548,42.022,0
2549,42.044,0
2550,42.064,0
2551,42.082,0
2552,42.101,0
2553,42.123,0
2554,42.142,0
2555,42.159,0
2556,42.177,0
2557,42.194,0
2558,42.213,0
2559,42.231,0
2560,42.248,0
2561,42.266,0
2562,42.282,0
2563,42.301,0
2564,42.320,0
2565,42.338,0
2566,42.357,0
2567,42.379,0
2568,42.399,0
2569,42.418,0
2570,42.436,0
2571,42.457,0
2572,42.480,0
2573,42.500,0
2574,42.520,0
2575,42.539,0
2576,42.557,0
2577,42.575,0
2578,42.595,0
2579,42.614,0
2580,42.634,0
2581,42.654,0
2582,42.673,0
2583,42.692,0
2584,42.709,0
2585,42.727,0
2586,42.748,0
2587,42.767,0
2588,42.784,0
2589,42.803,0
2590,42.825,0
2591,42.844,0
2592,42.865,0
2593,42.883,0
2594,42.905,0
2595,42.928,0
2596,42.950,0
2597,42.969,0
2598,42.990,0
2599,43.010,0
2600,43.032,0
2601,43.054,0
2602,43.075,0
2603,43.098,0
2604,43.124,0
2605,43.145,0
2606,43.165,0
2607,43.182,0
2608,43.202,0
2609,43.225,0
2610,43.245,0
2611,43.263,0
2612,43.283,0
2613,43.303,0
2614,43.323,0
2615,43.343,0
2616,43.364,0
2617,43.384,0
2618,43.403,0
2619,43.425,0
2620,43.448,0
2621,43.472,0
2622,43.494,0
2623,43.516,0
2624,43.536,0
2625,43.558,0
2626,43.578,0
2627,43.598,0
2628,43.619,0
2629,43.639,0
2630,43.659,0
2631,43.679,0
2632,43.697,0
2633,43.720,0
2634,43.740,0
2635,43.758,0
2636,43.777,0
2637,43.797,0
2638,43.815,0
2639,43.834,0
2640,43.852,0
2641,43.872,0
2642,43.892,0
2643,43.911,0
2644,43.930,0
2645,43.950,0
2646,43.967,0
2647,43.988,0
2648,44.008,0
2649,44.027,0
2650,44.045,0
2651,44.063,0
2652,44.080,0
2653,44.097,0
2654,44.119,0
2655,44.138,0
2656,44.159,0
2657,44.176,0
2658,44.195,0
2659,44.212,0
2660,44.230,0
2661,44.247,0
2662,44.264,0
2663,44.281,0
2664,44.297,0
2665,44.313,0
2666,44.329,0
2667,44.347,0
2668,44.363,0
2669,44.381,0
2670,44.398,0
2671,44.416,0
2672,44.434,0
2673,44.452,0
2674,44.470,0
2675,44.490,0
2676,44.509,0
2677,44.525,0
2678,44.541,0
2679,44.556,0
2680,44.573,0
2681,44.590,0
2682,44.606,0
2683,44.623,0
2684,44.640,0
2685,44.655,0
2686,44.672,0
2687,44.688,0
2688,44.703,0
2689,44.719,0
2690,44.737,0
2691,44.756,0
2692,44.772,0
2693,44.787,0
2694,44.804,0
2695,44.818,0
2696,44.833,0
2697,44.848,0
2698,44.866,0
2699,44.882,0
2700,44.897,0
2701,44.913,0
2702,44.929,0
2703,44.946,0
2704,44.963,0
2705,44.979,0
2706,44.997,0
2707,45.014,0
2708,45.032,0
2709,45.050,0
2710,45.067,0
2711,45.083,0
2712,45.098,0
2713,45.116,0
2714,45.135,0
2715,45.154,0
2716,45.175,0
2717,45.192,0
2718,45.211,0
2719,45.233,0
2720,45.251,0
2721,45.271,0
2722,45.290,0
2723,45.309,0
2724,45.328,0
2725,45.346,0
2726,45.364,0
2727,45.383,0
2728,45.401,0
2729,45.419,0
2730,45.440,0
2731,45.458,0
2732,45.479,0
2733,45.496,0
2734,45.515,0
2735,45.532,0
2736,45.550,0
2737,45.569,0
2738,45.589,0
2739,45.607,0
2740,45.626,0
2741,45.645,0
2742,45.663,0
2743,45.683,0
2744,45.702,0
2745,45.719,0
2746,45.738,0
2747,45.758,0
2748,45.778,0
2749,45.796,0
2750,45.814,0
2751,45.832,0
2752,45.850,0
2753,45.868,0
2754,45.885,0
2755,45.905,0
2756,45.924,0
2757,45.942,0
2758,45.961,0
2759,45.980,0
2760,46.000,0
2761,46.019,0
2762,46.039,0
2763,46.057,0
2764,46.074,0
2765,46.092,0
2766,46.109,0
2767,46.126,0
2768,46.144,0
2769,46.162,0
2770,46.181,0
2771,46.201,0
2772,46.219,0
2773,46.239,0
2774,46.257,0
2775,46.275,0
2776,46.294,0
2777,46.312,0
2778,46.328,0
2779,46.345,0
2780,46.363,0
2781,46.381,0
2782,46.401,0
2783,46.421,0
2784,46.440,0
2785,46.458,0
2786,46.476,0
2787,46.496,0
2788,46.514,0
2789,46.534,0
2790,46.555,0
2791,46.574,0
2792,46.592,0
2793,46.612,0
2794,46.632,0
2795,46.653,0
2796,46.672,0
2797,46.691,0
2798,46.710,0
2799,46.730,0
2800,46.751,0
2801,46.770,0
2802,46.789,0
2803,46.808,0
2804,46.826,0
2805,46.845,0
2806,46.864,0
2807,46.881,0
2808,46.901,0
2809,46.919,0
2810,46.938,0
2811,46.960,0
2812,46.979,0
2813,47.001,0
2814,47.027,0
2815,47.049,0
2816,47.069,0
2817,47.087,0
2818,47.104,0
2819,47.122,0
2820,47.142,0
2821,47.158,0
2822,47.177,0
2823,47.196,0
2824,47.214,0
2825,47.232,0
2826,47.251,0
2827,47.271,0
2828,47.288,0
2829,47.305,0
2830,47.321,0
2831,47.338,0
2832,47.354,0
2833,47.371,0
2834,47.387,0
2835,47.404,0
2836,47.420,0
2837,47.437,0
2838,47.455,0
2839,47.471,0
2840,47.488,0
2841,47.505,0
2842,47.522,0
2843,47.537,0
2844,47.554,0
2845,47.571,0
2846,47.586,0
2847,47.601,0
2848,47.616,0
2849,47.633,0
2850,47.650,0
2851,47.667,0
2852,47.684,0
2853,47.700,0
2854,47.716,0
2855,47.733,0
2856,47.748,0
2857,47.764,0
2858,47.779,0
2859,47.795,0
2860,47.812,0
2861,47.829,0
2862,47.845,0
2863,47.862,0
2864,47.879,0
2865,47.897,0
2866,47.917,0
2867,47.937,0
2868,47.955,0
2869,47.974,0
2870,47.994,0
2871,48.013,0
2872,48.032,0
2873,48.051,0
2874,48.069,0
2875,48.091,0
2876,48.111,0
2877,48.130,0
2878,48.151,0
2879,48.169,0
2880,48.187,0
2881,48.206,0
2882,48.228,0
2883,48.249,0
2884,48.270,0
2885,48.288,0
2886,48.308,0
2887,48.328,0
2888,48.350,0
2889,48.371,0
2890,48.392,0
2891,48.412,0
2892,48.434,0
2893,48.454,0
2894,48.474,0
2895,48.495,0
2896,48.513,0
2897,48.534,0
2898,48.555,0
2899,48.575,0
2900,48.595,0
2901,48.614,0
2902,48.635,0
2903,48.655,0
2904,48.675,0
2905,48.694,0
2906,48.715,0
2907,48.737,0
2908,48.758,0
2909,48.779,0
2910,48.801,0
2911,48.823,0
2912,48.843,0
2913,48.867,0
2914,48.887,0
2915,48.908,0
2916,48.930,0
2917,48.951,0
2918,48.972,0
2919,48.996,0
2920,49.022,0
2921,49.043,0
2922,49.063,0
2923,49.085,0
2924,49.106,0
2925,49.127,0
2926,49.148,0
2927,49.172,0
2928,49.193,0
2929,49.215,0
2930,49.236,0
2931,49.257,0
2932,49.277,0
2933,49.298,0
2934,49.317,0
2935,49.338,0
2936,49.357,0
2937,49.377,0
2938,49.398,0
2939,49.417,0
2940,49.439,0
2941,49.461,0
2942,49.485,0
2943,49.506,0
2944,49.526,0
2945,49.546,0
2946,49.568,0
2947,49.589,0
2948,49.609,0
2949,49.632,0
2950,49.654,0
2951,49.675,0
2952,49.700,0
2953,49.722,0
2954,49.742,0
2955,49.765,0
2956,49.787,0
2957,49.807,0
2958,49.825,0
2959,49.844,0
2960,49.864,0
2961,49.886,0
2962,49.905,0
2963,49.926,0
2964,49.945,0
2965,49.965,0
2966,49.986,0
2967,50.009,0
2968,50.027,0
2969,50.045,0
2970,50.067,0
2971,50.086,0
2972,50.107,0
2973,50.130,0
2974,50.152,0
2975,50.172,0
2976,50.193,0
2977,50.217,0
2978,50.238,0
2979,50.260,0
2980,50.279,0
2981,50.302,0
2982,50.322,0
2983,50.341,0
2984,50.360,0
2985,50.379,0
2986,50.399,0
2987,50.421,0
2988,50.440,0
2989,50.458,0
2990,50.478,0
2991,50.496,0
2992,50.516,0
2993,50.532,0
2994,50.548,0
2995,50.566,0
2996,50.586,0
2997,50.604,0
2998,50.625,0
2999,50.644,0
3000,50.663,0
3001,50.679,0
3002,50.696,0
3003,50.715,0
3004,50.735,0
3005,50.756,0
3006,50.773,0
3007,50.789,0
3008,50.807,0
3009,50.824,0
3010,50.841,0
3011,50.858,0
3012,50.875,0
3013,50.894,0
3014,50.911,0
3015,50.929,0
3016,50.946,0
3017,50.965,0
3018,50.984,0
3019,51.002,0
3020,51.020,0
3021,51.036,0
3022,51.052,0
3023,51.067,0
3024,51.084,0
3025,51.100,0
3026,51.116,0
3027,51.134,0
3028,51.149,0
3029,51.167,0
3030,51.182,0
3031,51.199,0
3032,51.216,0
3033,51.231,0
3034,51.248,0
3035,51.263,0
3036,51.280,0
3037,51.295,0
3038,51.310,0
3039,51.324,0
3040,51.339,0
3041,51.355,0
3042,51.370,0
3043,51.386,0
3044,51.401,0
3045,51.418,0
3046,51.436,0
3047,51.452,0
3048,51.470,0
3049,51.485,0
3050,51.502,0
3051,51.517,0
3052,51.535,0
3053,51.551,0
3054,51.568,0
3055,51.584,0
3056,51.600,0
3057,51.617,0
3058,51.632,0
3059,51.649,0
3060,51.666,0
3061,51.684,0
3062,51.701,0
3063,51.718,0
3064,51.736,0
3065,51.754,0
3066,51.770,0
3067,51.787,0
3068,51.803,0
3069,51.821,0
3070,51.838,0
3071,51.856,0
3072,51.875,0
3073,51.894,0
3074,51.913,0
3075,51.934,0
3076,51.952,0
3077,51.969,0
3078,51.990,0
3079,52.013,0
3080,52.037,0
3081,52.056,0
3082,52.075,0
3083,52.093,0
3084,52.113,0
3085,52.136,0
3086,52.154,0
3087,52.173,0
3088,52.192,0
3089,52.211,0
3090,52.231,0
3091,52.249,0
3092,52.270,0
3093,52.288,0
3094,52.305,0
3095,52.322,0
3096,52.340,0
3097,52.358,0
3098,52.378,0
3099,52.396,0
3100,52.415,0
3101,52.433,0
3102,52.451,0
3103,52.468,0
3104,52.486,0
3105,52.506,0
3106,52.523,0
3107,52.542,0
3108,52.559,0
3109,52.575,0
3110,52.594,0
3111,52.612,0
3112,52.629,0
3113,52.649,0
3114,52.669,0
3115,52.689,0
3116,52.709,0
3117,52.728,0
3118,52.750,0
3119,52.771,0
3120,52.792,0
3121,52.809,0
3122,52.825,0
3123,52.845,0
3124,52.863,0
3125,52.881,0
3126,52.901,0
3127,52.918,0
3128,52.938,0
3129,52.959,0
3130,52.979,0
3131,52.999,0
3132,53.019,0
3133,53.036,0
3134,53.055,0
3135,53.074,0
3136,53.091,0
3137,53.108,0
3138,53.125,0
3139,53.144,0
3140,53.164,0
3141,53.182,0
3142,53.200,0
3143,53.218,0
3144,53.235,0
3145,53.253,0
3146,53.273,0
3147,53.291,0
3148,53.312,0
3149,53.330,0
3150,53.349,0
3151,53.366,0
3152,53.385,0
3153,53.404,0
3154,53.424,0
3155,53.444,0
3156,53.463,0
3157,53.482,0
3158,53.501,0
3159,53.519,0
3160,53.537,0
3161,53.555,0
3162,53.572,0
3163,53.589,0
3164,53.607,0
3165,53.625,0
3166,53.645,0
3167,53.665,0
3168,53.682,0
3169,53.699,0
3170,53.717,0
3171,53.735,0
3172,53.754,0
3173,53.771,0
3174,53.787,0
3175,53.805,0
3176,53.823,0
3177,53.838,0
3178,53.856,0
3179,53.874,0
3180,53.891,0
3181,53.907,0
3182,53.924,0
3183,53.944,0
3184,53.961,0
3185,53.978,0
3186,53.999,0
3187,54.015,0
3188,54.032,0
3189,54.048,0
3190,54.066,0
3191,54.082,0
3192,54.098,0
3193,54.112,0
3194,54.130,0
3195,54.149,0
3196,54.166,0
3197,54.183,0
3198,54.200,0
3199,54.215,0
3200,54.232,0
3201,54.249,0
3202,54.267,0
3203,54.283,0
3204,54.300,0
3205,54.314,0
3206,54.329,0
3207,54.345,0
3208,54.361,0
3209,54.379,0
3210,54.396,0
3211,54.414,0
3212,54.431,0
3213,54.447,0
3214,54.464,0
