attempt,align_time_s,total_abs_err_px,rms_vib
1,21.55,120736,9.0497
2,2.35,18635,8.8843
3,0.87,4945,9.3360
4,8.87,76241,9.1945
5,0.55,7177,8.8343
6,0.43,5398,8.8270
7,1.60,8718,8.6269
8,0.62,5544,9.3472
9,0.46,5595,8.3592
10,0.43,5807,8.3416
11,11.88,78229,8.8734
12,0.65,9559,9.2821
13,1.04,6198,9.4206
14,0.02,0,9.8629
15,0.03,155,9.8629
16,0.02,0,9.8629
17,0.80,11278,8.9581
18,2.65,12194,9.5501
