elapsed_s,err_x_px,err_pitch_px,target_roll_us,target_pitch_us,actual_roll_deg,actual_pitch_deg,vib_x,vib_y,vib_z,aligned
0.000,-163,-20,1400,1436,0.10,1.69,1.8296,2.5248,5.7057,0
0.017,-161,-20,1400,1466,0.10,1.69,1.8296,2.5248,5.7057,0
0.034,-161,-20,1400,1481,0.10,1.69,1.8296,2.5248,5.7057,0
0.052,-160,-20,1412,1489,0.10,1.69,1.8296,2.5248,5.7057,0
0.069,-160,-20,1440,1493,0.10,1.69,1.8296,2.5248,5.7057,0
0.086,-159,-20,1457,1495,0.10,1.69,1.8296,2.5248,5.7057,0
0.103,-158,-20,1466,1496,0.10,1.69,1.8296,2.5248,5.7057,0
0.120,-158,-20,1467,1496,0.10,1.69,1.8296,2.5248,5.7057,0
0.138,-155,-20,1477,1496,-0.77,1.67,1.8296,2.5248,5.7057,0
0.155,-155,-20,1473,1496,-0.77,1.67,1.8296,2.5248,5.7057,0
0.172,-154,-21,1475,1493,-0.77,1.67,1.8296,2.5248,5.7057,0
0.190,-153,-21,1475,1495,-0.77,1.67,1.8296,2.5248,5.7057,0
0.207,-152,-21,1475,1496,-0.77,1.67,2.7865,1.9471,8.3690,0
0.225,-152,-21,1473,1496,-0.77,1.67,2.7865,1.9471,8.3690,0
0.242,-151,-21,1474,1496,-0.77,1.67,2.7865,1.9471,8.3690,0
0.259,-150,-21,1475,1496,-0.77,1.67,2.7865,1.9471,8.3690,0
0.277,-150,-21,1473,1496,-0.77,1.67,2.7865,1.9471,8.3690,0
0.295,-149,-21,1475,1496,-0.77,1.67,2.7865,1.9471,8.3690,0
0.313,-149,-21,1473,1496,-0.77,1.67,2.7865,1.9471,8.3690,0
0.330,-148,-21,1475,1496,-0.77,1.67,2.7865,1.9471,8.3690,0
0.348,-147,-21,1476,1496,-0.77,1.67,2.7865,1.9471,8.3690,0
0.366,-147,-21,1473,1496,-0.77,1.67,2.7865,1.9471,8.3690,0
0.383,-146,-21,1475,1496,-0.77,1.67,2.7865,1.9471,8.3690,0
0.400,-144,-22,1479,1493,0.84,2.00,2.7865,1.9471,8.3690,0
0.417,-143,-22,1479,1495,0.84,2.00,2.7865,1.9471,8.3690,0
0.438,-143,-22,1475,1495,0.84,2.00,2.7865,1.9471,8.3690,0
0.456,-142,-22,1476,1496,0.84,2.00,2.0387,2.4397,5.9736,0
0.473,-142,-22,1474,1496,0.84,2.00,2.0387,2.4397,5.9736,0
0.490,-141,-21,1476,1499,0.84,2.00,2.0387,2.4397,5.9736,0
0.509,-140,-22,1477,1495,0.84,2.00,2.0387,2.4397,5.9736,0
0.526,-138,-22,1481,1495,0.84,2.00,2.0387,2.4397,5.9736,0
0.544,-137,-22,1480,1496,0.84,2.00,2.0387,2.4397,5.9736,0
0.561,-135,-22,1483,1496,0.84,2.00,2.0387,2.4397,5.9736,0
0.579,-135,-22,1478,1496,0.84,2.00,2.0387,2.4397,5.9736,0
0.597,-134,-22,1479,1496,0.84,2.00,2.0387,2.4397,5.9736,0
0.615,-134,-22,1476,1496,0.84,2.00,2.0387,2.4397,5.9736,0
0.632,-133,-22,1478,1496,0.84,2.00,2.0387,2.4397,5.9736,0
0.649,-132,-22,1479,1496,1.27,2.01,2.0387,2.4397,5.9736,0
0.666,-130,-22,1483,1496,1.27,2.01,2.0387,2.4397,5.9736,0
0.683,-129,-22,1482,1496,1.27,2.01,2.0387,2.4397,5.9736,0
0.701,-128,-22,1481,1496,1.27,2.01,3.1861,2.1152,7.9650,0
0.718,-127,-22,1481,1496,1.27,2.01,3.1861,2.1152,7.9650,0
0.735,-127,-22,1478,1496,1.27,2.01,3.1861,2.1152,7.9650,0
0.752,-125,-22,1483,1496,1.27,2.01,3.1861,2.1152,7.9650,0
0.769,-124,-22,1482,1496,1.27,2.01,3.1861,2.1152,7.9650,0
0.787,-123,-21,1482,1499,1.27,2.01,3.1861,2.1152,7.9650,0
0.804,-122,-21,1482,1498,1.27,2.01,3.1861,2.1152,7.9650,0
0.823,-119,-21,1488,1497,1.27,2.01,3.1861,2.1152,7.9650,0
0.840,-118,-22,1485,1493,1.27,2.01,3.1861,2.1152,7.9650,0
0.857,-117,-22,1484,1495,1.27,2.01,3.1861,2.1152,7.9650,0
0.874,-115,-22,1487,1495,1.27,2.01,3.1861,2.1152,7.9650,0
0.892,-113,-21,1488,1499,1.13,2.18,3.1861,2.1152,7.9650,0
0.909,-112,-21,1486,1497,1.13,2.18,3.1861,2.1152,7.9650,0
0.927,-110,-21,1488,1497,1.13,2.18,3.1861,2.1152,7.9650,0
0.944,-109,-21,1486,1496,1.13,2.18,3.1861,2.1152,7.9650,0
0.961,-106,-21,1492,1496,1.13,2.18,1.9920,2.8060,6.1181,0
0.979,-104,-21,1492,1496,1.13,2.18,1.9920,2.8060,6.1181,0
0.997,-103,-21,1489,1496,1.13,2.18,1.9920,2.8060,6.1181,0
1.014,-102,-21,1487,1496,1.13,2.18,1.9920,2.8060,6.1181,0
1.031,-101,-21,1487,1496,1.13,2.18,1.9920,2.8060,6.1181,0
1.049,-99,-21,1490,1496,1.13,2.18,1.9920,2.8060,6.1181,0
1.067,-98,-21,1488,1496,1.13,2.18,1.9920,2.8060,6.1181,0
1.084,-97,-21,1488,1496,1.13,2.18,1.9920,2.8060,6.1181,0
1.101,-93,-21,1497,1496,1.13,2.18,1.9920,2.8060,6.1181,0
1.118,-92,-21,1492,1496,1.13,2.18,1.9920,2.8060,6.1181,0
1.135,-91,-21,1490,1496,0.69,2.33,1.9920,2.8060,6.1181,0
1.153,-89,-21,1492,1496,0.69,2.33,1.9920,2.8060,6.1181,0
