elapsed_s,err_x_px,err_pitch_px,target_roll_us,target_pitch_us,actual_roll_deg,actual_pitch_deg,vib_x,vib_y,vib_z,aligned
0.000,0,0,1500,1500,-0.98,1.01,3.3501,3.1644,8.4627,0
0.017,0,0,1500,1500,-0.98,1.01,3.3501,3.1644,8.4627,0
0.034,0,0,1500,1500,-0.98,1.01,3.3501,3.1644,8.4627,0
0.051,0,0,1500,1500,-0.98,1.01,3.3501,3.1644,8.4627,0
0.068,0,0,1500,1500,-0.98,1.01,3.3501,3.1644,8.4627,0
0.085,0,0,1500,1500,-0.98,1.01,3.3501,3.1644,8.4627,0
0.102,0,0,1500,1500,-0.98,1.01,3.3501,3.1644,8.4627,0
0.119,0,0,1500,1500,-0.98,1.01,3.3501,3.1644,8.4627,0
0.136,0,0,1500,1500,-0.98,1.01,3.3501,3.1644,8.4627,0
0.153,0,0,1500,1500,-0.98,1.01,3.3501,3.1644,8.4627,0
0.170,0,0,1500,1500,-1.30,1.07,3.3501,3.1644,8.4627,0
0.187,62,-27,1600,1400,-1.30,1.07,3.3501,3.1644,8.4627,0
0.204,0,0,1500,1500,-1.30,1.07,3.3501,3.1644,8.4627,0
0.221,63,-27,1522,1478,-1.30,1.07,3.3501,3.1644,8.4627,0
0.238,63,-27,1522,1478,-1.30,1.07,2.7267,3.2908,7.0705,0
0.255,0,0,1500,1500,-1.30,1.07,2.7267,3.2908,7.0705,0
0.272,0,0,1500,1500,-1.30,1.07,2.7267,3.2908,7.0705,0
0.289,0,0,1500,1500,-1.30,1.07,2.7267,3.2908,7.0705,0
0.306,0,0,1500,1500,-1.30,1.07,2.7267,3.2908,7.0705,0
0.323,0,0,1500,1500,-1.30,1.07,2.7267,3.2908,7.0705,0
0.340,0,0,1500,1500,-1.30,1.07,2.7267,3.2908,7.0705,0
0.357,0,0,1500,1500,-1.30,1.07,2.7267,3.2908,7.0705,0
0.374,0,0,1500,1500,-1.30,1.07,2.7267,3.2908,7.0705,0
0.391,0,0,1500,1500,-1.30,1.07,2.7267,3.2908,7.0705,0
0.408,0,0,1500,1500,-1.03,1.00,2.7267,3.2908,7.0705,0
0.425,0,0,1500,1500,-1.03,1.00,2.7267,3.2908,7.0705,0
0.442,67,-26,1553,1500,-1.03,1.00,2.7267,3.2908,7.0705,0
0.459,0,0,1500,1500,-1.03,1.00,2.7267,3.2908,7.0705,0
0.477,0,0,1500,1500,-1.03,1.00,2.9062,3.4504,7.9768,0
0.494,0,0,1500,1500,-1.03,1.00,2.9062,3.4504,7.9768,0
0.511,0,0,1500,1500,-1.03,1.00,2.9062,3.4504,7.9768,0
0.528,0,0,1500,1500,-1.03,1.00,2.9062,3.4504,7.9768,0
0.545,0,0,1500,1500,-1.03,1.00,2.9062,3.4504,7.9768,0
0.563,0,0,1500,1500,-1.03,1.00,2.9062,3.4504,7.9768,0
0.580,0,0,1500,1500,-1.03,1.00,2.9062,3.4504,7.9768,0
0.597,0,0,1500,1500,-1.03,1.00,2.9062,3.4504,7.9768,0
0.614,0,0,1500,1500,-1.03,1.00,2.9062,3.4504,7.9768,0
0.631,0,0,1500,1500,-1.03,1.00,2.9062,3.4504,7.9768,0
0.648,0,0,1500,1500,-1.03,1.00,2.9062,3.4504,7.9768,0
0.665,73,-26,1575,1478,-0.50,1.29,2.9062,3.4504,7.9768,0
0.682,0,0,1500,1500,-0.50,1.29,2.9062,3.4504,7.9768,0
0.699,0,0,1500,1500,-0.50,1.29,2.9062,3.4504,7.9768,0
0.716,0,0,1500,1500,-0.50,1.29,2.9062,3.4504,7.9768,0
0.733,0,0,1500,1500,-0.50,1.29,3.0705,3.7835,8.3866,0
0.750,0,0,1500,1500,-0.50,1.29,3.0705,3.7835,8.3866,0
0.767,0,0,1500,1500,-0.50,1.29,3.0705,3.7835,8.3866,0
0.784,0,0,1500,1500,-0.50,1.29,3.0705,3.7835,8.3866,0
0.801,78,-26,1565,1478,-0.50,1.29,3.0705,3.7835,8.3866,0
0.819,0,0,1500,1500,-0.50,1.29,3.0705,3.7835,8.3866,0
0.836,0,0,1500,1500,-0.50,1.29,3.0705,3.7835,8.3866,0
0.852,0,0,1500,1500,-0.50,1.29,3.0705,3.7835,8.3866,0
0.869,0,0,1500,1500,-0.50,1.29,3.0705,3.7835,8.3866,0
0.886,0,0,1500,1500,-0.50,1.29,3.0705,3.7835,8.3866,0
0.903,0,0,1500,1500,-0.50,1.29,3.0705,3.7835,8.3866,0
0.920,0,0,1500,1500,-0.08,1.55,3.0705,3.7835,8.3866,0
0.938,0,0,1500,1500,-0.08,1.55,3.0705,3.7835,8.3866,0
0.955,0,0,1500,1500,-0.08,1.55,3.0705,3.7835,8.3866,0
0.972,0,0,1500,1500,-0.08,1.55,2.8266,3.3112,8.1701,0
0.989,0,0,1500,1500,-0.08,1.55,2.8266,3.3112,8.1701,0
1.006,0,0,1500,1500,-0.08,1.55,2.8266,3.3112,8.1701,0
1.023,0,0,1500,1500,-0.08,1.55,2.8266,3.3112,8.1701,0
1.040,0,0,1500,1500,-0.08,1.55,2.8266,3.3112,8.1701,0
1.057,0,0,1500,1500,-0.08,1.55,2.8266,3.3112,8.1701,0
1.074,0,0,1500,1500,-0.08,1.55,2.8266,3.3112,8.1701,0
1.091,83,-26,1566,1478,-0.08,1.55,2.8266,3.3112,8.1701,0
1.109,0,0,1500,1500,-0.08,1.55,2.8266,3.3112,8.1701,0
1.126,0,0,1500,1500,-0.08,1.55,2.8266,3.3112,8.1701,0
1.143,0,0,1500,1500,-0.08,1.55,2.8266,3.3112,8.1701,0
1.160,0,0,1500,1500,-0.08,1.55,2.8266,3.3112,8.1701,0
1.177,0,0,1500,1500,-0.03,1.82,2.8266,3.3112,8.1701,0
1.194,0,0,1500,1500,-0.03,1.82,2.8266,3.3112,8.1701,0
1.211,0,0,1500,1500,-0.03,1.82,2.8266,3.3112,8.1701,0
1.228,0,0,1500,1500,-0.03,1.82,2.2256,3.4820,7.2887,0
1.246,84,-25,1523,1500,-0.03,1.82,2.2256,3.4820,7.2887,0
1.262,0,0,1500,1500,-0.03,1.82,2.2256,3.4820,7.2887,0
1.279,0,0,1500,1500,-0.03,1.82,2.2256,3.4820,7.2887,0
1.296,0,0,1500,1500,-0.03,1.82,2.2256,3.4820,7.2887,0
1.313,0,0,1500,1500,-0.03,1.82,2.2256,3.4820,7.2887,0
1.330,0,0,1500,1500,-0.03,1.82,2.2256,3.4820,7.2887,0
1.347,0,0,1500,1500,-0.03,1.82,2.2256,3.4820,7.2887,0
1.364,0,0,1500,1500,-0.03,1.82,2.2256,3.4820,7.2887,0
1.381,0,0,1500,1500,-0.03,1.82,2.2256,3.4820,7.2887,0
1.398,0,0,1500,1500,-0.03,1.82,2.2256,3.4820,7.2887,0
1.415,84,-25,1522,1478,-0.35,2.20,2.2256,3.4820,7.2887,0
1.432,0,0,1500,1500,-0.35,2.20,2.2256,3.4820,7.2887,0
1.449,83,-25,1522,1478,-0.35,2.20,2.2256,3.4820,7.2887,0
1.466,0,0,1500,1500,-0.35,2.20,2.2256,3.4820,7.2887,0
1.483,0,0,1500,1500,-0.35,2.20,2.5153,3.3884,7.6542,0
1.500,0,0,1500,1500,-0.35,2.20,2.5153,3.3884,7.6542,0
1.517,0,0,1500,1500,-0.35,2.20,2.5153,3.3884,7.6542,0
1.534,0,0,1500,1500,-0.35,2.20,2.5153,3.3884,7.6542,0
1.551,0,0,1500,1500,-0.35,2.20,2.5153,3.3884,7.6542,0
1.568,0,0,1500,1500,-0.35,2.20,2.5153,3.3884,7.6542,0
1.585,82,-25,1522,1478,-0.35,2.20,2.5153,3.3884,7.6542,0
1.602,81,-25,1522,1478,-0.35,2.20,2.5153,3.3884,7.6542,0
1.618,0,0,1500,1500,-0.35,2.20,2.5153,3.3884,7.6542,0
1.635,0,0,1500,1500,-0.35,2.20,2.5153,3.3884,7.6542,0
1.652,0,0,1500,1500,-0.35,2.20,2.5153,3.3884,7.6542,0
1.669,0,0,1500,1500,-0.73,1.90,2.5153,3.3884,7.6542,0
1.686,0,0,1500,1500,-0.73,1.90,2.5153,3.3884,7.6542,0
1.703,0,0,1500,1500,-0.73,1.90,2.5153,3.3884,7.6542,0
1.720,0,0,1500,1500,-0.73,1.90,2.5438,3.6246,7.9556,0
1.737,0,0,1500,1500,-0.73,1.90,2.5438,3.6246,7.9556,0
1.754,79,-26,1478,1478,-0.73,1.90,2.5438,3.6246,7.9556,0
1.771,0,0,1500,1500,-0.73,1.90,2.5438,3.6246,7.9556,0
1.788,0,0,1500,1500,-0.73,1.90,2.5438,3.6246,7.9556,0
1.805,0,0,1500,1500,-0.73,1.90,2.5438,3.6246,7.9556,0
1.822,0,0,1500,1500,-0.73,1.90,2.5438,3.6246,7.9556,0
1.839,0,0,1500,1500,-0.73,1.90,2.5438,3.6246,7.9556,0
1.856,0,0,1500,1500,-0.73,1.90,2.5438,3.6246,7.9556,0
1.873,0,0,1500,1500,-0.73,1.90,2.5438,3.6246,7.9556,0
1.890,0,0,1500,1500,-0.73,1.90,2.5438,3.6246,7.9556,0
1.907,0,0,1500,1500,-0.73,1.90,2.5438,3.6246,7.9556,0
1.924,0,0,1500,1500,-0.81,1.34,2.5438,3.6246,7.9556,0
1.941,0,0,1500,1500,-0.81,1.34,2.5438,3.6246,7.9556,0
1.958,77,-26,1478,1478,-0.81,1.34,2.5438,3.6246,7.9556,0
1.976,0,0,1500,1500,-0.81,1.34,2.3793,3.4943,7.7674,0
1.993,0,0,1500,1500,-0.81,1.34,2.3793,3.4943,7.7674,0
2.010,0,0,1500,1500,-0.81,1.34,2.3793,3.4943,7.7674,0
2.027,0,0,1500,1500,-0.81,1.34,2.3793,3.4943,7.7674,0
2.044,0,0,1500,1500,-0.81,1.34,2.3793,3.4943,7.7674,0
2.061,78,-26,1522,1478,-0.81,1.34,2.3793,3.4943,7.7674,0
2.078,0,0,1500,1500,-0.81,1.34,2.3793,3.4943,7.7674,0
2.095,0,0,1500,1500,-0.81,1.34,2.3793,3.4943,7.7674,0
2.112,0,0,1500,1500,-0.81,1.34,2.3793,3.4943,7.7674,0
2.129,0,0,1500,1500,-0.81,1.34,2.3793,3.4943,7.7674,0
2.146,78,-26,1522,1478,-0.81,1.34,2.3793,3.4943,7.7674,0
2.163,0,0,1500,1500,-0.72,0.90,2.3793,3.4943,7.7674,0
2.180,0,0,1500,1500,-0.72,0.90,2.3793,3.4943,7.7674,0
2.197,0,0,1500,1500,-0.72,0.90,2.3793,3.4943,7.7674,0
2.214,0,0,1500,1500,-0.72,0.90,2.3793,3.4943,7.7674,0
2.231,79,-26,1522,1478,-0.72,0.90,2.6517,3.4883,8.1634,0
2.248,0,0,1500,1500,-0.72,0.90,2.6517,3.4883,8.1634,0
2.265,0,0,1500,1500,-0.72,0.90,2.6517,3.4883,8.1634,0
2.282,0,0,1500,1500,-0.72,0.90,2.6517,3.4883,8.1634,0
2.299,0,0,1500,1500,-0.72,0.90,2.6517,3.4883,8.1634,0
2.316,0,0,1500,1500,-0.72,0.90,2.6517,3.4883,8.1634,0
2.333,80,-26,1522,1478,-0.72,0.90,2.6517,3.4883,8.1634,0
2.350,0,0,1500,1500,-0.72,0.90,2.6517,3.4883,8.1634,0
