elapsed_s,err_x_px,err_pitch_px,marker_px,err_x_cm,distance_cm,lateral_thr_px,target_roll_us,target_pitch_us,actual_roll_deg,actual_pitch_deg,vib_x,vib_y,vib_z,aligned
44.689,0,0,0,0.00,-1.00,0.0,1600,1522,1.33,0.14,2.4024,2.9763,7.3180,0
44.706,0,0,0,0.00,-1.00,0.0,1600,1522,1.33,0.14,3.2948,2.9833,8.2032,0
44.723,0,0,0,0.00,-1.00,0.0,1600,1522,1.33,0.14,3.2948,2.9833,8.2032,0
44.740,0,0,0,0.00,-1.00,0.0,1600,1522,1.33,0.14,3.2948,2.9833,8.2032,0
44.757,0,0,0,0.00,-1.00,0.0,1600,1522,1.33,0.14,3.2948,2.9833,8.2032,0
44.774,0,0,0,0.00,-1.00,0.0,1600,1522,1.33,0.14,3.2948,2.9833,8.2032,0
44.791,0,0,0,0.00,-1.00,0.0,1600,1522,1.33,0.14,3.2948,2.9833,8.2032,0
44.808,0,0,0,0.00,-1.00,0.0,1600,1522,1.33,0.14,3.2948,2.9833,8.2032,0
44.825,0,0,0,0.00,-1.00,0.0,1600,1522,1.33,0.14,3.2948,2.9833,8.2032,0
44.842,0,0,0,0.00,-1.00,0.0,1600,1522,1.33,0.14,3.2948,2.9833,8.2032,0
44.859,0,0,0,0.00,-1.00,0.0,1600,1522,1.33,0.14,3.2948,2.9833,8.2032,0
44.876,0,0,0,0.00,-1.00,0.0,1600,1522,1.33,0.14,3.2948,2.9833,8.2032,0
44.893,0,0,0,0.00,-1.00,0.0,1600,1522,2.54,-0.47,3.2948,2.9833,8.2032,0
44.910,0,0,0,0.00,-1.00,0.0,1600,1522,2.54,-0.47,3.2948,2.9833,8.2032,0
44.927,0,0,0,0.00,-1.00,0.0,1600,1522,2.54,-0.47,3.2948,2.9833,8.2032,0
44.944,0,0,0,0.00,-1.00,0.0,1600,1522,2.54,-0.47,3.2948,2.9833,8.2032,0
44.961,0,0,0,0.00,-1.00,0.0,1600,1522,2.54,-0.47,2.7721,2.7140,7.2056,0
44.978,0,0,0,0.00,-1.00,0.0,1500,1500,2.54,-0.47,2.7721,2.7140,7.2056,0
44.995,0,0,0,0.00,-1.00,0.0,1500,1500,2.54,-0.47,2.7721,2.7140,7.2056,0
45.012,0,0,0,0.00,-1.00,0.0,1500,1500,2.54,-0.47,2.7721,2.7140,7.2056,0
45.028,0,0,0,0.00,-1.00,0.0,1500,1500,2.54,-0.47,2.7721,2.7140,7.2056,0
45.045,0,0,0,0.00,-1.00,0.0,1500,1500,2.54,-0.47,2.7721,2.7140,7.2056,0
45.062,0,0,0,0.00,-1.00,0.0,1500,1500,2.54,-0.47,2.7721,2.7140,7.2056,0
45.079,0,0,0,0.00,-1.00,0.0,1500,1500,2.54,-0.47,2.7721,2.7140,7.2056,0
45.096,0,0,0,0.00,-1.00,0.0,1500,1500,2.54,-0.47,2.7721,2.7140,7.2056,0
45.113,0,0,0,0.00,-1.00,0.0,1500,1500,2.54,-0.47,2.7721,2.7140,7.2056,0
45.130,0,0,0,0.00,-1.00,0.0,1500,1500,2.54,-0.47,2.7721,2.7140,7.2056,0
45.147,0,0,0,0.00,-1.00,0.0,1500,1500,1.60,-0.70,2.7721,2.7140,7.2056,0
45.164,0,0,0,0.00,-1.00,0.0,1500,1500,1.60,-0.70,2.7721,2.7140,7.2056,0
45.181,0,0,0,0.00,-1.00,0.0,1500,1500,1.60,-0.70,2.7721,2.7140,7.2056,0
45.198,0,0,0,0.00,-1.00,0.0,1500,1500,1.60,-0.70,2.9259,4.1826,7.8842,0
45.216,0,0,0,0.00,-1.00,0.0,1500,1500,1.60,-0.70,2.9259,4.1826,7.8842,0
45.233,0,0,0,0.00,-1.00,0.0,1500,1500,1.60,-0.70,2.9259,4.1826,7.8842,0
45.251,0,0,0,0.00,-1.00,0.0,1500,1500,1.60,-0.70,2.9259,4.1826,7.8842,0
45.268,0,0,0,0.00,-1.00,0.0,1500,1500,1.60,-0.70,2.9259,4.1826,7.8842,0
45.285,0,0,0,0.00,-1.00,0.0,1500,1500,1.60,-0.70,2.9259,4.1826,7.8842,0
45.304,0,0,0,0.00,-1.00,0.0,1500,1500,1.60,-0.70,2.9259,4.1826,7.8842,0
45.321,0,0,0,0.00,-1.00,0.0,1500,1500,1.60,-0.70,2.9259,4.1826,7.8842,0
45.338,0,0,0,0.00,-1.00,0.0,1500,1500,1.60,-0.70,2.9259,4.1826,7.8842,0
45.355,0,0,0,0.00,-1.00,0.0,1500,1500,1.60,-0.70,2.9259,4.1826,7.8842,0
45.372,0,0,0,0.00,-1.00,0.0,1500,1500,1.60,-0.70,2.9259,4.1826,7.8842,0
45.389,0,0,0,0.00,-1.00,0.0,1500,1500,0.14,-1.40,2.9259,4.1826,7.8842,0
45.406,0,0,0,0.00,-1.00,0.0,1500,1500,0.14,-1.40,2.9259,4.1826,7.8842,0
45.423,0,0,0,0.00,-1.00,0.0,1500,1500,0.14,-1.40,2.9259,4.1826,7.8842,0
45.440,0,0,0,0.00,-1.00,0.0,1500,1500,0.14,-1.40,2.9259,4.1826,7.8842,0
45.457,0,0,0,0.00,-1.00,0.0,1500,1500,0.14,-1.40,2.0872,4.2358,7.0850,0
45.474,0,0,0,0.00,-1.00,0.0,1500,1500,0.14,-1.40,2.0872,4.2358,7.0850,0
45.491,284,-12,59,14.44,48.32,203.3,1571,1478,0.14,-1.40,2.0872,4.2358,7.0850,0
45.508,280,-12,59,14.24,48.32,203.3,1555,1478,0.14,-1.40,2.0872,4.2358,7.0850,0
45.525,276,-12,59,14.03,48.32,203.3,1547,1478,0.14,-1.40,2.0872,4.2358,7.0850,0
45.542,269,-12,59,13.68,48.32,203.3,1531,1478,0.14,-1.40,2.0872,4.2358,7.0850,0
45.559,266,-13,58,13.76,49.15,203.7,1538,1478,0.14,-1.40,2.0872,4.2358,7.0850,0
45.576,263,-13,58,13.60,49.15,203.7,1541,1478,0.14,-1.40,2.0872,4.2358,7.0850,0
45.592,261,-13,58,13.50,49.15,203.7,1545,1478,0.14,-1.40,2.0872,4.2358,7.0850,0
45.609,258,-13,58,13.34,49.15,203.7,1544,1478,0.14,-1.40,2.0872,4.2358,7.0850,0
45.626,255,-13,58,13.19,49.15,203.7,1543,1478,0.14,-1.40,2.0872,4.2358,7.0850,0
45.644,253,-14,57,13.32,50.02,204.0,1545,1478,-0.57,-1.85,2.0872,4.2358,7.0850,0
45.661,250,-14,57,13.16,50.02,204.0,1543,1478,-0.57,-1.85,2.0872,4.2358,7.0850,0
45.677,248,-14,57,13.05,50.02,204.0,1545,1478,-0.57,-1.85,2.0872,4.2358,7.0850,0
45.694,246,-14,57,12.95,50.02,204.0,1546,1478,-0.57,-1.85,2.0872,4.2358,7.0850,0
45.711,244,-15,56,13.07,50.91,204.4,1546,1478,-0.57,-1.85,1.6717,2.8660,6.8470,0
45.728,242,-15,56,12.96,50.91,204.4,1546,1478,-0.57,-1.85,1.6717,2.8660,6.8470,0
45.745,237,-15,56,12.70,50.91,204.4,1534,1478,-0.57,-1.85,1.6717,2.8660,6.8470,0
45.762,235,-16,55,12.82,51.83,204.8,1539,1478,-0.57,-1.85,1.6717,2.8660,6.8470,0
45.779,232,-16,55,12.65,51.83,204.8,1537,1478,-0.57,-1.85,1.6717,2.8660,6.8470,0
45.796,230,-16,55,12.55,51.83,204.8,1540,1478,-0.57,-1.85,1.6717,2.8660,6.8470,0
45.813,226,-16,55,12.33,51.83,204.8,1533,1478,-0.57,-1.85,1.6717,2.8660,6.8470,0
45.830,224,-16,55,12.22,51.83,204.8,1537,1478,-0.57,-1.85,1.6717,2.8660,6.8470,0
45.847,220,-17,54,12.22,52.79,205.1,1531,1478,-0.57,-1.85,1.6717,2.8660,6.8470,0
45.864,217,-17,54,12.06,52.79,205.1,1532,1478,-0.57,-1.85,1.6717,2.8660,6.8470,0
45.881,214,-17,54,11.89,52.79,205.1,1531,1478,-0.57,-1.85,1.6717,2.8660,6.8470,0
45.899,211,-17,54,11.72,52.79,205.1,1531,1478,-0.43,-2.52,1.6717,2.8660,6.8470,0
45.916,208,-17,54,11.56,52.79,205.1,1530,1478,-0.43,-2.52,1.6717,2.8660,6.8470,0
45.933,206,-17,54,11.44,52.79,205.1,1534,1478,-0.43,-2.52,1.6717,2.8660,6.8470,0
45.950,201,-18,53,11.38,53.79,205.4,1522,1478,-0.43,-2.52,2.8172,2.9262,8.5047,1
45.968,198,-18,53,11.21,53.79,205.4,1522,1478,-0.43,-2.52,2.8172,2.9262,8.5047,1
45.985,195,-18,53,11.04,53.79,205.4,1522,1478,-0.43,-2.52,2.8172,2.9262,8.5047,1
46.002,192,-19,52,11.08,54.83,205.8,1522,1478,-0.43,-2.52,2.8172,2.9262,8.5047,1
46.019,189,-19,52,10.90,54.83,205.8,1522,1478,-0.43,-2.52,2.8172,2.9262,8.5047,1
46.037,185,-19,52,10.67,54.83,205.8,1522,1478,-0.43,-2.52,2.8172,2.9262,8.5047,1
46.054,183,-19,52,10.56,54.83,205.8,1522,1478,-0.43,-2.52,2.8172,2.9262,8.5047,1
46.071,181,-19,52,10.44,54.83,205.8,1522,1478,-0.43,-2.52,2.8172,2.9262,8.5047,1
46.088,179,-19,52,10.33,54.83,205.8,1522,1478,-0.43,-2.52,2.8172,2.9262,8.5047,1
46.105,177,-19,52,10.21,54.83,205.8,1522,1478,-0.43,-2.52,2.8172,2.9262,8.5047,1
46.122,175,-19,52,10.10,54.83,205.8,1522,1478,-0.43,-2.52,2.8172,2.9262,8.5047,1
46.139,171,-21,50,10.26,57.02,206.5,1522,1478,-0.85,-2.07,2.8172,2.9262,8.5047,0
46.156,170,-20,51,10.00,55.90,206.1,1528,1478,-0.85,-2.07,2.8172,2.9262,8.5047,0
46.173,167,-21,50,10.02,57.02,206.5,1524,1478,-0.85,-2.07,2.8172,2.9262,8.5047,0
46.190,166,-21,50,9.96,57.02,206.5,1529,1478,-0.85,-2.07,2.8172,2.9262,8.5047,0
46.207,164,-21,50,9.84,57.02,206.5,1527,1478,-0.85,-2.07,2.9854,2.9619,8.6678,0
46.224,162,-21,50,9.72,57.02,206.5,1526,1478,-0.85,-2.07,2.9854,2.9619,8.6678,0
46.241,160,-21,50,9.60,57.02,206.5,1526,1478,-0.85,-2.07,2.9854,2.9619,8.6678,0
46.258,158,-21,50,9.48,57.02,206.5,1525,1478,-0.85,-2.07,2.9854,2.9619,8.6678,0
46.275,156,-21,50,9.36,57.02,206.5,1525,1478,-0.85,-2.07,2.9854,2.9619,8.6678,0
46.292,154,-21,50,9.24,57.02,206.5,1524,1478,-0.85,-2.07,2.9854,2.9619,8.6678,0
46.309,151,-21,50,9.06,57.02,206.5,1522,1478,-0.85,-2.07,2.9854,2.9619,8.6678,0
46.326,150,-21,50,9.00,57.02,206.5,1525,1478,-0.85,-2.07,2.9854,2.9619,8.6678,0
46.343,149,-20,51,8.76,55.90,206.1,1527,1478,-0.85,-2.07,2.9854,2.9619,8.6678,0
46.360,147,-20,51,8.65,55.90,206.1,1524,1478,-0.85,-2.07,2.9854,2.9619,8.6678,0
46.377,146,-20,51,8.59,55.90,206.1,1527,1478,-0.85,-2.07,2.9854,2.9619,8.6678,0
46.394,144,-20,51,8.47,55.90,206.1,1524,1478,-0.66,-1.79,2.9854,2.9619,8.6678,0
46.411,143,-20,51,8.41,55.90,206.1,1526,1478,-0.66,-1.79,2.9854,2.9619,8.6678,0
46.428,141,-20,51,8.29,55.90,206.1,1523,1478,-0.66,-1.79,2.9854,2.9619,8.6678,0
46.445,140,-20,51,8.24,55.90,206.1,1525,1478,-0.66,-1.79,2.9854,2.9619,8.6678,0
46.462,138,-20,51,8.12,55.90,206.1,1522,1478,-0.66,-1.79,3.4166,3.1728,7.6163,0
46.479,137,-20,51,8.06,55.90,206.1,1524,1478,-0.66,-1.79,3.4166,3.1728,7.6163,0
46.496,135,-20,51,7.94,55.90,206.1,1522,1478,-0.66,-1.79,3.4166,3.1728,7.6163,0
46.513,133,-20,51,7.82,55.90,206.1,1522,1478,-0.66,-1.79,3.4166,3.1728,7.6163,0
46.530,131,-20,51,7.71,55.90,206.1,1522,1478,-0.66,-1.79,3.4166,3.1728,7.6163,0
46.547,130,-20,51,7.65,55.90,206.1,1522,1478,-0.66,-1.79,3.4166,3.1728,7.6163,0
46.564,127,-20,51,7.47,55.90,206.1,1522,1478,-0.66,-1.79,3.4166,3.1728,7.6163,0
46.581,125,-20,51,7.35,55.90,206.1,1522,1478,-0.66,-1.79,3.4166,3.1728,7.6163,0
46.598,122,-20,51,7.18,55.90,206.1,1522,1478,-0.66,-1.79,3.4166,3.1728,7.6163,0
46.615,120,-20,51,7.06,55.90,206.1,1522,1478,-0.66,-1.79,3.4166,3.1728,7.6163,0
46.632,118,-20,51,6.94,55.90,206.1,1522,1478,-0.66,-1.79,3.4166,3.1728,7.6163,0
46.650,115,-20,51,6.76,55.90,206.1,1522,1478,-0.66,-1.45,3.4166,3.1728,7.6163,0
46.669,111,-20,51,6.53,55.90,206.1,1522,1478,-0.66,-1.45,3.4166,3.1728,7.6163,0
46.687,109,-20,51,6.41,55.90,206.1,1522,1478,-0.66,-1.45,3.4166,3.1728,7.6163,0
46.704,107,-20,51,6.29,55.90,206.1,1522,1478,-0.66,-1.45,3.6048,3.8089,8.0639,0
46.721,105,-20,51,6.18,55.90,206.1,1522,1478,-0.66,-1.45,3.6048,3.8089,8.0639,0
46.738,103,-20,51,6.06,55.90,206.1,1522,1478,-0.66,-1.45,3.6048,3.8089,8.0639,0
46.755,101,-19,52,5.83,54.83,205.8,1522,1478,-0.66,-1.45,3.6048,3.8089,8.0639,1
46.772,99,-19,52,5.71,54.83,205.8,1522,1478,-0.66,-1.45,3.6048,3.8089,8.0639,1
46.789,97,-19,52,5.60,54.83,205.8,1522,1478,-0.66,-1.45,3.6048,3.8089,8.0639,1
46.806,94,-19,52,5.42,54.83,205.8,1522,1478,-0.66,-1.45,3.6048,3.8089,8.0639,1
46.823,91,-19,52,5.25,54.83,205.8,1522,1478,-0.66,-1.45,3.6048,3.8089,8.0639,1
46.840,88,-19,52,5.08,54.83,205.8,1500,1478,-0.66,-1.45,3.6048,3.8089,8.0639,1
46.857,85,-19,52,4.90,54.83,205.8,1500,1478,-0.66,-1.45,3.6048,3.8089,8.0639,1
46.874,82,-19,52,4.73,54.83,205.8,1500,1478,-0.66,-1.45,3.6048,3.8089,8.0639,1
46.891,79,-19,52,4.56,54.83,205.8,1500,1478,-1.13,-1.75,3.6048,3.8089,8.0639,1
46.908,76,-19,52,4.38,54.83,205.8,1478,1478,-1.13,-1.75,3.6048,3.8089,8.0639,1
46.925,73,-19,52,4.21,54.83,205.8,1478,1478,-1.13,-1.75,3.6048,3.8089,8.0639,1
46.942,70,-19,52,4.04,54.83,205.8,1478,1478,-1.13,-1.75,3.6048,3.8089,8.0639,1
46.959,67,-19,52,3.87,54.83,205.8,1478,1478,-1.13,-1.75,3.8383,2.9937,8.7286,1
46.976,65,-18,53,3.68,53.79,205.4,1500,1478,-1.13,-1.75,3.8383,2.9937,8.7286,1
46.993,62,-18,53,3.51,53.79,205.4,1478,1478,-1.13,-1.75,3.8383,2.9937,8.7286,1
47.010,60,-18,53,3.40,53.79,205.4,1500,1478,-1.13,-1.75,3.8383,2.9937,8.7286,1
47.027,58,-18,53,3.28,53.79,205.4,1500,1478,-1.13,-1.75,3.8383,2.9937,8.7286,1
47.044,56,-18,53,3.17,53.79,205.4,1500,1478,-1.13,-1.75,3.8383,2.9937,8.7286,1
47.061,54,-18,53,3.06,53.79,205.4,1500,1478,-1.13,-1.75,3.8383,2.9937,8.7286,1
47.078,52,-18,53,2.94,53.79,205.4,1500,1478,-1.13,-1.75,3.8383,2.9937,8.7286,1
47.095,50,-18,53,2.83,53.79,205.4,1500,1478,-1.13,-1.75,3.8383,2.9937,8.7286,1
47.112,48,-18,53,2.72,53.79,205.4,1500,1478,-1.13,-1.75,3.8383,2.9937,8.7286,1
47.129,46,-17,54,2.56,52.79,205.1,1478,1478,-1.13,-1.75,3.8383,2.9937,8.7286,1
47.146,44,-17,54,2.44,52.79,205.1,1478,1478,-1.35,-1.17,3.8383,2.9937,8.7286,1
47.163,41,-17,54,2.28,52.79,205.1,1478,1478,-1.35,-1.17,3.8383,2.9937,8.7286,1
47.180,39,-17,54,2.17,52.79,205.1,1478,1478,-1.35,-1.17,3.8383,2.9937,8.7286,1
47.197,36,-17,54,2.00,52.79,205.1,1478,1478,-1.35,-1.17,3.1671,3.3059,8.1437,1
47.214,34,-17,54,1.89,52.79,205.1,1478,1478,-1.35,-1.17,3.1671,3.3059,8.1437,1
47.231,31,-17,54,1.72,52.79,205.1,1478,1478,-1.35,-1.17,3.1671,3.3059,8.1437,1
47.248,29,-17,54,1.61,52.79,205.1,1478,1478,-1.35,-1.17,3.1671,3.3059,8.1437,1
47.265,26,-17,54,1.44,52.79,205.1,1478,1478,-1.35,-1.17,3.1671,3.3059,8.1437,1
47.282,24,-17,54,1.33,52.79,205.1,1478,1478,-1.35,-1.17,3.1671,3.3059,8.1437,1
47.300,21,-17,54,1.17,52.79,205.1,1478,1478,-1.35,-1.17,3.1671,3.3059,8.1437,1
47.317,19,-17,54,1.06,52.79,205.1,1478,1478,-1.35,-1.17,3.1671,3.3059,8.1437,1
47.336,17,-17,54,0.94,52.79,205.1,1478,1478,-1.35,-1.17,3.1671,3.3059,8.1437,1
47.353,13,-17,54,0.72,52.79,205.1,1478,1478,-1.35,-1.17,3.1671,3.3059,8.1437,1
47.370,11,-17,54,0.61,52.79,205.1,1478,1478,-1.35,-1.17,3.1671,3.3059,8.1437,1
47.387,10,-17,54,0.56,52.79,205.1,1478,1478,-2.09,-1.45,3.1671,3.3059,8.1437,1
47.404,9,-16,55,0.49,51.83,204.8,1478,1478,-2.09,-1.45,3.1671,3.3059,8.1437,1
47.421,9,-16,55,0.49,51.83,204.8,1478,1478,-2.09,-1.45,3.1671,3.3059,8.1437,1
47.438,8,-16,55,0.44,51.83,204.8,1478,1478,-2.09,-1.45,3.1671,3.3059,8.1437,1
47.455,8,-16,55,0.44,51.83,204.8,1500,1478,-2.09,-1.45,4.0381,2.8229,8.4251,1
47.472,7,-16,55,0.38,51.83,204.8,1478,1478,-2.09,-1.45,4.0381,2.8229,8.4251,1
47.489,7,-16,55,0.38,51.83,204.8,1500,1478,-2.09,-1.45,4.0381,2.8229,8.4251,1
47.506,7,-16,55,0.38,51.83,204.8,1500,1478,-2.09,-1.45,4.0381,2.8229,8.4251,1
47.523,7,-16,55,0.38,51.83,204.8,1500,1478,-2.09,-1.45,4.0381,2.8229,8.4251,1
47.540,8,-15,56,0.43,50.91,204.4,1522,1500,-2.09,-1.45,4.0381,2.8229,8.4251,1
47.557,8,-15,56,0.43,50.91,204.4,1522,1478,-2.09,-1.45,4.0381,2.8229,8.4251,1
47.574,8,-15,56,0.43,50.91,204.4,1522,1478,-2.09,-1.45,4.0381,2.8229,8.4251,1
47.591,8,-15,56,0.43,50.91,204.4,1522,1478,-2.09,-1.45,4.0381,2.8229,8.4251,1
47.608,8,-15,56,0.43,50.91,204.4,1522,1478,-2.09,-1.45,4.0381,2.8229,8.4251,1
47.625,8,-15,56,0.43,50.91,204.4,1522,1478,-2.09,-1.45,4.0381,2.8229,8.4251,1
47.642,8,-15,56,0.43,50.91,204.4,1522,1478,-1.88,-1.77,4.0381,2.8229,8.4251,1
47.659,8,-15,56,0.43,50.91,204.4,1522,1478,-1.88,-1.77,4.0381,2.8229,8.4251,1
47.676,9,-14,57,0.47,50.02,204.0,1522,1500,-1.88,-1.77,4.0381,2.8229,8.4251,1
47.693,9,-14,57,0.47,50.02,204.0,1522,1478,-1.88,-1.77,3.4052,3.1500,7.6305,1
47.710,10,-14,57,0.53,50.02,204.0,1522,1478,-1.88,-1.77,3.4052,3.1500,7.6305,1
47.727,10,-14,57,0.53,50.02,204.0,1522,1478,-1.88,-1.77,3.4052,3.1500,7.6305,1
47.744,12,-14,57,0.63,50.02,204.0,1522,1478,-1.88,-1.77,3.4052,3.1500,7.6305,1
47.761,13,-14,57,0.68,50.02,204.0,1522,1478,-1.88,-1.77,3.4052,3.1500,7.6305,1
47.778,14,-14,57,0.74,50.02,204.0,1522,1478,-1.88,-1.77,3.4052,3.1500,7.6305,1
47.795,15,-13,58,0.78,49.15,203.7,1522,1500,-1.88,-1.77,3.4052,3.1500,7.6305,1
47.812,17,-13,58,0.88,49.15,203.7,1522,1478,-1.88,-1.77,3.4052,3.1500,7.6305,1
47.830,18,-13,58,0.93,49.15,203.7,1522,1478,-1.88,-1.77,3.4052,3.1500,7.6305,1
47.847,20,-13,58,1.03,49.15,203.7,1522,1478,-1.88,-1.77,3.4052,3.1500,7.6305,1
47.864,22,-13,58,1.14,49.15,203.7,1522,1478,-1.88,-1.77,3.4052,3.1500,7.6305,1
47.881,24,-13,58,1.24,49.15,203.7,1522,1478,-1.88,-1.77,3.4052,3.1500,7.6305,1
47.899,26,-12,59,1.32,48.32,203.3,1522,1500,-1.40,-1.47,3.4052,3.1500,7.6305,1
47.917,28,-12,59,1.42,48.32,203.3,1522,1478,-1.40,-1.47,3.4052,3.1500,7.6305,1
47.935,30,-12,59,1.53,48.32,203.3,1522,1478,-1.40,-1.47,3.4052,3.1500,7.6305,1
47.952,31,-12,59,1.58,48.32,203.3,1522,1478,-1.40,-1.47,2.5302,3.0963,7.7624,1
47.969,32,-12,59,1.63,48.32,203.3,1522,1478,-1.40,-1.47,2.5302,3.0963,7.7624,1
47.986,33,-12,59,1.68,48.32,203.3,1522,1478,-1.40,-1.47,2.5302,3.0963,7.7624,1
48.003,34,-11,60,1.70,47.52,203.0,1522,1500,-1.40,-1.47,2.5302,3.0963,7.7624,1
48.020,34,-11,60,1.70,47.52,203.0,1522,1478,-1.40,-1.47,2.5302,3.0963,7.7624,1
48.037,34,-11,60,1.70,47.52,203.0,1522,1478,-1.40,-1.47,2.5302,3.0963,7.7624,1
48.054,35,-11,60,1.75,47.52,203.0,1522,1478,-1.40,-1.47,2.5302,3.0963,7.7624,1
48.071,35,-11,60,1.75,47.52,203.0,1522,1478,-1.40,-1.47,2.5302,3.0963,7.7624,1
48.088,36,-10,61,1.77,46.74,202.6,1522,1500,-1.40,-1.47,2.5302,3.0963,7.7624,1
48.105,36,-10,61,1.77,46.74,202.6,1522,1500,-1.40,-1.47,2.5302,3.0963,7.7624,1
48.122,36,-10,61,1.77,46.74,202.6,1522,1478,-1.40,-1.47,2.5302,3.0963,7.7624,1
48.139,37,-10,61,1.82,46.74,202.6,1522,1478,-1.30,-0.78,2.5302,3.0963,7.7624,1
48.156,37,-10,61,1.82,46.74,202.6,1522,1478,-1.30,-0.78,2.5302,3.0963,7.7624,1
48.173,37,-10,61,1.82,46.74,202.6,1522,1478,-1.30,-0.78,2.5302,3.0963,7.7624,1
48.190,37,-10,61,1.82,46.74,202.6,1522,1478,-1.30,-0.78,2.5302,3.0963,7.7624,1
48.207,37,-10,61,1.82,46.74,202.6,1522,1478,-1.30,-0.78,1.7736,2.5977,7.9426,1
48.224,37,-9,62,1.79,45.98,202.3,1522,1500,-1.30,-0.78,1.7736,2.5977,7.9426,1
48.241,37,-10,61,1.82,46.74,202.6,1522,1478,-1.30,-0.78,1.7736,2.5977,7.9426,1
48.258,38,-9,62,1.84,45.98,202.3,1522,1500,-1.30,-0.78,1.7736,2.5977,7.9426,1
48.275,39,-9,62,1.89,45.98,202.3,1522,1478,-1.30,-0.78,1.7736,2.5977,7.9426,1
48.292,39,-9,62,1.89,45.98,202.3,1522,1478,-1.30,-0.78,1.7736,2.5977,7.9426,1
48.309,40,-9,62,1.94,45.98,202.3,1522,1478,-1.30,-0.78,1.7736,2.5977,7.9426,1
48.326,41,-9,62,1.98,45.98,202.3,1522,1478,-1.30,-0.78,1.7736,2.5977,7.9426,1
48.343,42,-9,62,2.03,45.98,202.3,1522,1478,-1.30,-0.78,1.7736,2.5977,7.9426,1
48.360,42,-9,62,2.03,45.98,202.3,1522,1478,-1.30,-0.78,1.7736,2.5977,7.9426,1
48.377,43,-9,62,2.08,45.98,202.3,1522,1478,-1.30,-0.78,1.7736,2.5977,7.9426,1
48.394,45,-8,63,2.14,45.25,201.9,1522,1500,-0.81,-0.74,1.7736,2.5977,7.9426,1
48.411,46,-8,63,2.19,45.25,201.9,1522,1500,-0.81,-0.74,1.7736,2.5977,7.9426,1
48.428,48,-8,63,2.29,45.25,201.9,1522,1478,-0.81,-0.74,1.7736,2.5977,7.9426,1
48.445,51,-8,63,2.43,45.25,201.9,1522,1478,-0.81,-0.74,1.7736,2.5977,7.9426,1
48.462,53,-8,63,2.52,45.25,201.9,1522,1478,-0.81,-0.74,3.8930,2.7232,8.6436,1
48.479,56,-8,63,2.67,45.25,201.9,1522,1478,-0.81,-0.74,3.8930,2.7232,8.6436,1
48.496,59,-8,63,2.81,45.25,201.9,1522,1478,-0.81,-0.74,3.8930,2.7232,8.6436,1
48.513,59,-8,63,2.81,45.25,201.9,1522,1478,-0.81,-0.74,3.8930,2.7232,8.6436,1
48.530,65,-8,63,3.10,45.25,201.9,1525,1478,-0.81,-0.74,3.8930,2.7232,8.6436,1
48.547,69,-8,63,3.29,45.25,201.9,1526,1478,-0.81,-0.74,3.8930,2.7232,8.6436,1
48.564,72,-8,63,3.43,45.25,201.9,1525,1478,-0.81,-0.74,3.8930,2.7232,8.6436,1
48.584,79,-7,64,3.70,44.55,201.6,1531,1500,-0.81,-0.74,3.8930,2.7232,8.6436,1
48.601,83,-7,64,3.89,44.55,201.6,1530,1500,-0.81,-0.74,3.8930,2.7232,8.6436,1
48.618,87,-7,64,4.08,44.55,201.6,1530,1500,-0.81,-0.74,3.8930,2.7232,8.6436,1
48.635,91,-7,64,4.27,44.55,201.6,1530,1478,-0.36,-0.76,3.8930,2.7232,8.6436,1
48.652,95,-7,64,4.45,44.55,201.6,1531,1478,-0.36,-0.76,3.8930,2.7232,8.6436,1
48.669,99,-7,64,4.64,44.55,201.6,1531,1478,-0.36,-0.76,3.8930,2.7232,8.6436,1
48.686,103,-7,64,4.83,44.55,201.6,1532,1478,-0.36,-0.76,3.8930,2.7232,8.6436,1
48.703,108,-7,64,5.06,44.55,201.6,1534,1478,-0.36,-0.76,4.0985,2.9003,8.3654,1
48.720,112,-7,64,5.25,44.55,201.6,1534,1478,-0.36,-0.76,4.0985,2.9003,8.3654,1
48.737,117,-7,64,5.48,44.55,201.6,1537,1478,-0.36,-0.76,4.0985,2.9003,8.3654,1
48.754,121,-7,64,5.67,44.55,201.6,1536,1478,-0.36,-0.76,4.0985,2.9003,8.3654,1
48.771,126,-7,64,5.91,44.55,201.6,1538,1478,-0.36,-0.76,4.0985,2.9003,8.3654,1
48.788,131,-6,65,6.05,43.86,201.2,1539,1500,-0.36,-0.76,4.0985,2.9003,8.3654,1
48.805,135,-6,65,6.23,43.86,201.2,1539,1500,-0.36,-0.76,4.0985,2.9003,8.3654,1
48.822,140,-6,65,6.46,43.86,201.2,1540,1500,-0.36,-0.76,4.0985,2.9003,8.3654,1
48.839,144,-7,64,6.75,44.55,201.6,1539,1478,-0.36,-0.76,4.0985,2.9003,8.3654,1
48.856,148,-7,64,6.94,44.55,201.6,1539,1478,-0.36,-0.76,4.0985,2.9003,8.3654,1
48.873,153,-6,65,7.06,43.86,201.2,1542,1500,-0.36,-0.76,4.0985,2.9003,8.3654,1
48.890,157,-6,65,7.25,43.86,201.2,1541,1500,0.46,-0.79,4.0985,2.9003,8.3654,1
48.907,161,-6,65,7.43,43.86,201.2,1541,1500,0.46,-0.79,4.0985,2.9003,8.3654,1
48.924,164,-6,65,7.57,43.86,201.2,1539,1500,0.46,-0.79,4.0985,2.9003,8.3654,1
