elapsed_s,err_x_px,err_pitch_px,marker_px,err_x_cm,distance_cm,lateral_thr_px,target_roll_us,target_pitch_us,actual_roll_deg,actual_pitch_deg,vib_x,vib_y,vib_z,aligned
0.000,22,-32,39,1.69,73.10,210.3,1584,1400,-0.36,-0.38,2.4654,3.4523,7.0836,0
0.017,22,-32,39,1.69,73.10,210.3,1545,1432,-0.36,-0.38,2.4654,3.4523,7.0836,0
0.035,25,-32,39,1.92,73.10,210.3,1536,1460,-0.36,-0.38,2.4654,3.4523,7.0836,0
0.052,26,-32,39,2.00,73.10,210.3,1525,1475,-0.36,-0.38,2.4654,3.4523,7.0836,0
0.069,27,-33,38,2.13,75.02,210.7,1522,1478,-0.36,-0.38,2.4654,3.4523,7.0836,0
0.086,29,-33,38,2.29,75.02,210.7,1522,1478,-0.36,-0.38,2.4654,3.4523,7.0836,0
0.103,30,-33,38,2.37,75.02,210.7,1522,1478,-0.36,-0.38,2.4654,3.4523,7.0836,0
0.120,31,-33,38,2.45,75.02,210.7,1522,1478,-0.36,-0.38,2.4654,3.4523,7.0836,0
0.137,32,-33,38,2.53,75.02,210.7,1522,1478,-0.36,-0.38,2.4654,3.4523,7.0836,0
0.154,32,-33,38,2.53,75.02,210.7,1522,1478,-0.36,-0.38,2.4654,3.4523,7.0836,0
0.171,32,-33,38,2.53,75.02,210.7,1522,1478,0.07,-0.99,2.4654,3.4523,7.0836,0
0.188,32,-33,38,2.53,75.02,210.7,1522,1478,0.07,-0.99,2.4654,3.4523,7.0836,0
0.205,31,-33,38,2.45,75.02,210.7,1522,1478,0.07,-0.99,2.4654,3.4523,7.0836,0
0.222,30,-33,38,2.37,75.02,210.7,1522,1478,0.07,-0.99,2.4654,3.4523,7.0836,0
0.239,29,-33,38,2.29,75.02,210.7,1522,1478,0.07,-0.99,2.4654,3.4523,7.0836,0
0.256,28,-33,38,2.21,75.02,210.7,1500,1478,0.07,-0.99,2.4654,3.4523,7.0836,0
0.273,27,-33,38,2.13,75.02,210.7,1500,1478,0.07,-0.99,2.4654,3.4523,7.0836,0
0.290,26,-33,38,2.05,75.02,210.7,1500,1478,0.07,-0.99,2.4654,3.4523,7.0836,0
0.307,25,-33,38,1.97,75.02,210.7,1500,1478,0.07,-0.99,2.4654,3.4523,7.0836,0
0.324,23,-33,38,1.82,75.02,210.7,1478,1478,0.07,-0.99,2.4654,3.4523,7.0836,0
0.341,21,-33,38,1.66,75.02,210.7,1478,1478,0.07,-0.99,2.4654,3.4523,7.0836,0
0.359,20,-33,38,1.58,75.02,210.7,1478,1478,0.07,-0.99,2.4654,3.4523,7.0836,0
0.376,18,-33,38,1.42,75.02,210.7,1478,1478,0.07,-0.99,2.4654,3.4523,7.0836,0
0.393,16,-34,37,1.30,77.05,211.0,1478,1478,0.07,-0.99,2.4654,3.4523,7.0836,0
0.410,15,-34,37,1.22,77.05,211.0,1478,1478,0.07,-0.99,2.4654,3.4523,7.0836,0
0.427,13,-34,37,1.05,77.05,211.0,1478,1478,0.07,-0.99,2.4654,3.4523,7.0836,0
0.444,11,-34,37,0.89,77.05,211.0,1478,1478,0.07,-0.99,2.4654,3.4523,7.0836,0
0.461,9,-34,37,0.73,77.05,211.0,1478,1478,0.07,-0.99,2.4654,3.4523,7.0836,0
0.478,8,-34,37,0.65,77.05,211.0,1478,1478,0.07,-0.99,2.5172,3.1093,8.5780,0
0.495,7,-34,37,0.57,77.05,211.0,1478,1478,-0.12,-0.49,2.5172,3.1093,8.5780,0
0.512,5,-34,37,0.41,77.05,211.0,1478,1478,-0.12,-0.49,2.5172,3.1093,8.5780,0
0.530,4,-34,37,0.32,77.05,211.0,1478,1478,-0.12,-0.49,2.5172,3.1093,8.5780,0
0.547,3,-34,37,0.24,77.05,211.0,1478,1478,-0.12,-0.49,2.5172,3.1093,8.5780,0
0.564,2,-34,37,0.16,77.05,211.0,1478,1478,-0.12,-0.49,2.5172,3.1093,8.5780,0
0.581,0,-34,37,0.00,77.05,211.0,1478,1478,-0.12,-0.49,2.5172,3.1093,8.5780,0
0.599,-2,-34,37,-0.16,77.05,211.0,1478,1478,-0.12,-0.49,2.5172,3.1093,8.5780,0
0.616,-3,-34,37,-0.24,77.05,211.0,1478,1478,-0.12,-0.49,2.5172,3.1093,8.5780,0
0.633,-4,-34,37,-0.32,77.05,211.0,1478,1478,-0.12,-0.49,2.5172,3.1093,8.5780,0
0.650,-5,-34,37,-0.41,77.05,211.0,1478,1478,-0.12,-0.49,2.5172,3.1093,8.5780,0
0.667,-6,-34,37,-0.49,77.05,211.0,1478,1478,-0.12,-0.49,2.5172,3.1093,8.5780,0
0.684,-7,-34,37,-0.57,77.05,211.0,1478,1478,-0.72,0.14,2.5172,3.1093,8.5780,0
0.701,-8,-34,37,-0.65,77.05,211.0,1478,1478,-0.72,0.14,2.5172,3.1093,8.5780,0
0.718,-10,-35,36,-0.83,79.19,211.4,1478,1478,-0.72,0.14,2.5172,3.1093,8.5780,0
0.735,-11,-35,36,-0.92,79.19,211.4,1478,1478,-0.72,0.14,2.5172,3.1093,8.5780,0
0.752,-12,-35,36,-1.00,79.19,211.4,1478,1478,-0.72,0.14,2.5172,3.1093,8.5780,0
0.769,-13,-35,36,-1.08,79.19,211.4,1478,1478,-0.72,0.14,2.5172,3.1093,8.5780,0
0.786,-15,-35,36,-1.25,79.19,211.4,1478,1478,-0.72,0.14,2.5172,3.1093,8.5780,0
0.803,-16,-35,36,-1.33,79.19,211.4,1478,1478,-0.72,0.14,2.5172,3.1093,8.5780,0
0.820,-18,-35,36,-1.50,79.19,211.4,1478,1478,-0.72,0.14,2.5172,3.1093,8.5780,0
0.837,-19,-35,36,-1.58,79.19,211.4,1478,1478,-0.72,0.14,2.5172,3.1093,8.5780,0
0.854,-20,-35,36,-1.67,79.19,211.4,1478,1478,-0.72,0.14,2.5172,3.1093,8.5780,0
0.871,-21,-35,36,-1.75,79.19,211.4,1478,1478,-0.72,0.14,2.5172,3.1093,8.5780,0
0.888,-21,-35,36,-1.75,79.19,211.4,1478,1478,-0.72,0.14,2.5172,3.1093,8.5780,0
0.905,-21,-35,36,-1.75,79.19,211.4,1478,1478,-0.72,0.14,2.5172,3.1093,8.5780,0
0.922,-25,-35,36,-2.08,79.19,211.4,1478,1478,-0.72,0.14,2.5172,3.1093,8.5780,0
0.939,-27,-34,37,-2.19,77.05,211.0,1478,1478,-0.72,0.14,2.5172,3.1093,8.5780,0
0.956,-28,-34,37,-2.27,77.05,211.0,1478,1478,-0.72,0.14,2.5172,3.1093,8.5780,0
0.973,-29,-35,36,-2.42,79.19,211.4,1478,1478,-0.72,0.14,1.6457,3.5101,6.4768,0
0.990,-31,-35,36,-2.58,79.19,211.4,1478,1478,-0.91,0.42,1.6457,3.5101,6.4768,0
1.007,-32,-35,36,-2.67,79.19,211.4,1478,1478,-0.91,0.42,1.6457,3.5101,6.4768,0
1.024,-34,-35,36,-2.83,79.19,211.4,1478,1478,-0.91,0.42,1.6457,3.5101,6.4768,0
1.041,-35,-35,36,-2.92,79.19,211.4,1478,1478,-0.91,0.42,1.6457,3.5101,6.4768,0
1.058,-36,-35,36,-3.00,79.19,211.4,1478,1478,-0.91,0.42,1.6457,3.5101,6.4768,0
1.075,-38,-35,36,-3.17,79.19,211.4,1478,1478,-0.91,0.42,1.6457,3.5101,6.4768,0
1.092,-40,-35,36,-3.33,79.19,211.4,1478,1478,-0.91,0.42,1.6457,3.5101,6.4768,0
1.109,-41,-35,36,-3.42,79.19,211.4,1478,1478,-0.91,0.42,1.6457,3.5101,6.4768,0
1.126,-43,-35,36,-3.58,79.19,211.4,1478,1478,-0.91,0.42,1.6457,3.5101,6.4768,0
1.143,-45,-35,36,-3.75,79.19,211.4,1476,1478,-0.91,0.42,1.6457,3.5101,6.4768,0
1.160,-46,-35,36,-3.83,79.19,211.4,1478,1478,-0.91,0.42,1.6457,3.5101,6.4768,0
1.178,-48,-35,36,-4.00,79.19,211.4,1476,1478,-0.91,0.22,1.6457,3.5101,6.4768,0
1.195,-49,-35,36,-4.08,79.19,211.4,1478,1478,-0.91,0.22,1.6457,3.5101,6.4768,0
1.213,-50,-35,36,-4.17,79.19,211.4,1478,1478,-0.91,0.22,1.6457,3.5101,6.4768,0
1.230,-51,-35,36,-4.25,79.19,211.4,1478,1478,-0.91,0.22,1.6457,3.5101,6.4768,0
1.248,-54,-35,36,-4.50,79.19,211.4,1473,1478,-0.91,0.22,1.6457,3.5101,6.4768,0
1.265,-56,-35,36,-4.67,79.19,211.4,1472,1478,-0.91,0.22,1.6457,3.5101,6.4768,0
1.282,-58,-35,36,-4.83,79.19,211.4,1472,1478,-0.91,0.22,1.6457,3.5101,6.4768,0
1.299,-60,-36,35,-5.14,81.45,211.8,1471,1478,-0.91,0.22,1.6457,3.5101,6.4768,0
1.316,-62,-36,35,-5.31,81.45,211.8,1471,1478,-0.91,0.22,1.6457,3.5101,6.4768,0
1.333,-63,-35,36,-5.25,79.19,211.4,1474,1478,-0.91,0.22,1.6457,3.5101,6.4768,0
1.350,-66,-35,36,-5.50,79.19,211.4,1468,1478,-0.91,0.22,1.6457,3.5101,6.4768,0
1.367,-67,-35,36,-5.58,79.19,211.4,1472,1478,-0.91,0.22,1.6457,3.5101,6.4768,0
1.384,-69,-36,35,-5.91,81.45,211.8,1470,1478,-0.91,0.22,1.6457,3.5101,6.4768,0
1.401,-70,-36,35,-6.00,81.45,211.8,1473,1478,-0.91,0.22,1.6457,3.5101,6.4768,0
1.418,-71,-36,35,-6.09,81.45,211.8,1474,1478,-0.91,0.22,1.6457,3.5101,6.4768,0
1.435,-72,-36,35,-6.17,81.45,211.8,1475,1478,-0.91,0.22,1.6457,3.5101,6.4768,0
1.452,-73,-36,35,-6.26,81.45,211.8,1475,1478,-0.91,0.22,1.6457,3.5101,6.4768,0
1.469,-73,-36,35,-6.26,81.45,211.8,1478,1478,-0.91,0.22,2.6509,3.4577,9.0683,0
1.486,-74,-36,35,-6.34,81.45,211.8,1477,1478,-0.91,0.22,2.6509,3.4577,9.0683,0
1.503,-74,-36,35,-6.34,81.45,211.8,1478,1478,-1.29,0.46,2.6509,3.4577,9.0683,0
1.520,-73,-36,35,-6.26,81.45,211.8,1478,1478,-1.29,0.46,2.6509,3.4577,9.0683,0
1.537,-73,-36,35,-6.26,81.45,211.8,1478,1478,-1.29,0.46,2.6509,3.4577,9.0683,0
1.554,-73,-36,35,-6.26,81.45,211.8,1478,1478,-1.29,0.46,2.6509,3.4577,9.0683,0
1.571,-73,-36,35,-6.26,81.45,211.8,1478,1478,-1.29,0.46,2.6509,3.4577,9.0683,0
1.588,-72,-36,35,-6.17,81.45,211.8,1478,1478,-1.29,0.46,2.6509,3.4577,9.0683,0
1.605,-72,-36,35,-6.17,81.45,211.8,1478,1478,-1.29,0.46,2.6509,3.4577,9.0683,0
1.622,-72,-36,35,-6.17,81.45,211.8,1478,1478,-1.29,0.46,2.6509,3.4577,9.0683,0
1.639,-72,-36,35,-6.17,81.45,211.8,1478,1478,-1.29,0.46,2.6509,3.4577,9.0683,0
1.656,-72,-36,35,-6.17,81.45,211.8,1478,1478,-1.29,0.46,2.6509,3.4577,9.0683,0
1.673,-71,-37,34,-6.26,83.85,212.1,1478,1478,-1.32,0.41,2.6509,3.4577,9.0683,0
1.690,-70,-37,34,-6.18,83.85,212.1,1478,1478,-1.32,0.41,2.6509,3.4577,9.0683,0
1.707,-70,-37,34,-6.18,83.85,212.1,1478,1478,-1.32,0.41,2.6509,3.4577,9.0683,0
1.724,-71,-37,34,-6.26,83.85,212.1,1478,1478,-1.32,0.41,2.6509,3.4577,9.0683,0
1.741,-71,-37,34,-6.26,83.85,212.1,1478,1478,-1.32,0.41,2.6509,3.4577,9.0683,0
1.758,-71,-37,34,-6.26,83.85,212.1,1478,1478,-1.32,0.41,2.6509,3.4577,9.0683,0
1.775,-71,-37,34,-6.26,83.85,212.1,1478,1478,-1.32,0.41,2.6509,3.4577,9.0683,0
1.792,-71,-37,34,-6.26,83.85,212.1,1478,1478,-1.32,0.41,2.6509,3.4577,9.0683,0
1.809,-72,-37,34,-6.35,83.85,212.1,1478,1478,-1.32,0.41,2.6509,3.4577,9.0683,0
1.826,-72,-37,34,-6.35,83.85,212.1,1478,1478,-1.32,0.41,2.6509,3.4577,9.0683,0
1.843,-72,-37,34,-6.35,83.85,212.1,1478,1478,-1.32,0.41,2.6509,3.4577,9.0683,0
1.860,-73,-37,34,-6.44,83.85,212.1,1478,1478,-1.32,0.41,2.6509,3.4577,9.0683,0
1.878,-73,-37,34,-6.44,83.85,212.1,1478,1478,-1.32,0.41,2.6509,3.4577,9.0683,0
1.896,-74,-38,33,-6.73,86.39,212.4,1478,1478,-1.32,0.41,2.6509,3.4577,9.0683,0
1.914,-75,-38,33,-6.82,86.39,212.4,1476,1478,-1.32,0.41,2.6509,3.4577,9.0683,0
1.931,-75,-38,33,-6.82,86.39,212.4,1478,1478,-1.32,0.41,2.6509,3.4577,9.0683,0
1.948,-75,-38,33,-6.82,86.39,212.4,1478,1478,-1.32,0.41,2.6509,3.4577,9.0683,0
1.965,-75,-38,33,-6.82,86.39,212.4,1478,1478,-1.32,0.41,2.6509,3.4577,9.0683,0
1.982,-75,-38,33,-6.82,86.39,212.4,1478,1478,-1.32,0.41,2.8292,3.2143,8.2184,0
1.999,-75,-38,33,-6.82,86.39,212.4,1478,1478,-1.61,0.30,2.8292,3.2143,8.2184,0
2.016,-75,-38,33,-6.82,86.39,212.4,1478,1478,-1.61,0.30,2.8292,3.2143,8.2184,0
2.033,-74,-38,33,-6.73,86.39,212.4,1478,1478,-1.61,0.30,2.8292,3.2143,8.2184,0
2.050,-74,-38,33,-6.73,86.39,212.4,1478,1478,-1.61,0.30,2.8292,3.2143,8.2184,0
2.067,-74,-38,33,-6.73,86.39,212.4,1478,1478,-1.61,0.30,2.8292,3.2143,8.2184,0
2.084,-73,-39,32,-6.84,89.09,212.8,1478,1478,-1.61,0.30,2.8292,3.2143,8.2184,0
2.101,-73,-39,32,-6.84,89.09,212.8,1478,1478,-1.61,0.30,2.8292,3.2143,8.2184,0
2.118,-73,-39,32,-6.84,89.09,212.8,1478,1478,-1.61,0.30,2.8292,3.2143,8.2184,0
2.135,-72,-39,32,-6.75,89.09,212.8,1478,1478,-1.61,0.30,2.8292,3.2143,8.2184,0
2.152,-72,-39,32,-6.75,89.09,212.8,1478,1478,-1.61,0.30,2.8292,3.2143,8.2184,0
2.169,-71,-39,32,-6.66,89.09,212.8,1478,1478,-0.91,-0.21,2.8292,3.2143,8.2184,0
2.186,-70,-39,32,-6.56,89.09,212.8,1478,1478,-0.91,-0.21,2.8292,3.2143,8.2184,0
2.203,-69,-39,32,-6.47,89.09,212.8,1478,1478,-0.91,-0.21,2.8292,3.2143,8.2184,0
2.220,-68,-39,32,-6.38,89.09,212.8,1478,1478,-0.91,-0.21,2.8292,3.2143,8.2184,0
2.237,-66,-39,32,-6.19,89.09,212.8,1478,1478,-0.91,-0.21,2.8292,3.2143,8.2184,0
2.254,-64,-39,32,-6.00,89.09,212.8,1478,1478,-0.91,-0.21,2.8292,3.2143,8.2184,0
2.271,-63,-40,31,-6.10,91.96,213.1,1478,1478,-0.91,-0.21,2.8292,3.2143,8.2184,0
2.288,-61,-40,31,-5.90,91.96,213.1,1478,1478,-0.91,-0.21,2.8292,3.2143,8.2184,0
2.305,-60,-40,31,-5.81,91.96,213.1,1478,1478,-0.91,-0.21,2.8292,3.2143,8.2184,0
2.322,-58,-40,31,-5.61,91.96,213.1,1478,1478,-0.91,-0.21,2.8292,3.2143,8.2184,0
2.339,-56,-40,31,-5.42,91.96,213.1,1478,1478,-0.91,-0.21,2.8292,3.2143,8.2184,0
2.356,-55,-40,31,-5.32,91.96,213.1,1478,1478,-0.91,-0.21,2.8292,3.2143,8.2184,0
2.373,-53,-40,31,-5.13,91.96,213.1,1478,1478,-0.91,-0.21,2.8292,3.2143,8.2184,0
2.390,-52,-40,31,-5.03,91.96,213.1,1478,1478,-0.91,-0.21,2.8292,3.2143,8.2184,0
2.407,-50,-40,31,-4.84,91.96,213.1,1500,1478,-0.91,-0.21,2.8292,3.2143,8.2184,0
2.424,-49,-40,31,-4.74,91.96,213.1,1478,1478,-0.91,-0.21,2.8292,3.2143,8.2184,0
2.441,-48,-40,31,-4.65,91.96,213.1,1478,1478,-0.91,-0.21,2.8292,3.2143,8.2184,0
2.458,-47,-40,31,-4.55,91.96,213.1,1478,1478,-0.91,-0.21,2.8292,3.2143,8.2184,0
2.475,-46,-40,31,-4.45,91.96,213.1,1478,1478,-0.91,-0.21,2.4319,3.5450,8.5354,0
2.492,-45,-41,30,-4.50,95.03,213.5,1478,1478,-0.24,-0.25,2.4319,3.5450,8.5354,0
2.510,-44,-41,30,-4.40,95.03,213.5,1478,1478,-0.24,-0.25,2.4319,3.5450,8.5354,0
2.527,-44,-41,30,-4.40,95.03,213.5,1478,1478,-0.24,-0.25,2.4319,3.5450,8.5354,0
2.544,-44,-41,30,-4.40,95.03,213.5,1478,1478,-0.24,-0.25,2.4319,3.5450,8.5354,0
2.561,-43,-41,30,-4.30,95.03,213.5,1478,1478,-0.24,-0.25,2.4319,3.5450,8.5354,0
2.578,-43,-41,30,-4.30,95.03,213.5,1478,1478,-0.24,-0.25,2.4319,3.5450,8.5354,0
2.596,-42,-41,30,-4.20,95.03,213.5,1478,1478,-0.24,-0.25,2.4319,3.5450,8.5354,0
2.613,-41,-41,30,-4.10,95.03,213.5,1478,1478,-0.24,-0.25,2.4319,3.5450,8.5354,0
2.630,-41,-41,30,-4.10,95.03,213.5,1478,1478,-0.24,-0.25,2.4319,3.5450,8.5354,0
2.647,-40,-41,30,-4.00,95.03,213.5,1478,1478,-0.24,-0.25,2.4319,3.5450,8.5354,0
2.664,-39,-41,30,-3.90,95.03,213.5,1478,1478,-0.24,-0.25,2.4319,3.5450,8.5354,0
2.681,-39,-41,30,-3.90,95.03,213.5,1478,1478,-0.12,-0.24,2.4319,3.5450,8.5354,0
2.698,-38,-41,30,-3.80,95.03,213.5,1478,1478,-0.12,-0.24,2.4319,3.5450,8.5354,0
2.715,-37,-41,30,-3.70,95.03,213.5,1478,1478,-0.12,-0.24,2.4319,3.5450,8.5354,0
2.732,-36,-42,29,-3.72,98.31,213.8,1478,1478,-0.12,-0.24,2.4319,3.5450,8.5354,0
2.749,-35,-42,29,-3.62,98.31,213.8,1478,1478,-0.12,-0.24,2.4319,3.5450,8.5354,0
2.766,-34,-42,29,-3.52,98.31,213.8,1478,1478,-0.12,-0.24,2.4319,3.5450,8.5354,0
2.783,-33,-42,29,-3.41,98.31,213.8,1478,1478,-0.12,-0.24,2.4319,3.5450,8.5354,0
2.800,-32,-42,29,-3.31,98.31,213.8,1478,1478,-0.12,-0.24,2.4319,3.5450,8.5354,0
2.817,-31,-42,29,-3.21,98.31,213.8,1500,1478,-0.12,-0.24,2.4319,3.5450,8.5354,0
2.834,-30,-42,29,-3.10,98.31,213.8,1500,1478,-0.12,-0.24,2.4319,3.5450,8.5354,0
2.851,-29,-42,29,-3.00,98.31,213.8,1500,1478,-0.12,-0.24,2.4319,3.5450,8.5354,0
2.868,-28,-42,29,-2.90,98.31,213.8,1500,1478,-0.12,-0.24,2.4319,3.5450,8.5354,0
2.885,-26,-42,29,-2.69,98.31,213.8,1522,1478,-0.12,-0.24,2.4319,3.5450,8.5354,0
2.902,-24,-43,28,-2.57,101.82,214.2,1522,1478,-0.12,-0.24,2.4319,3.5450,8.5354,0
2.919,-23,-43,28,-2.46,101.82,214.2,1522,1478,-0.12,-0.24,2.4319,3.5450,8.5354,0
2.936,-21,-43,28,-2.25,101.82,214.2,1522,1478,-0.12,-0.24,2.4319,3.5450,8.5354,0
2.953,-19,-43,28,-2.04,101.82,214.2,1522,1478,-0.12,-0.24,2.4319,3.5450,8.5354,0
2.970,-18,-43,28,-1.93,101.82,214.2,1522,1478,-0.12,-0.24,1.9605,3.3711,7.4535,0
2.987,-16,-43,28,-1.71,101.82,214.2,1522,1478,-0.40,-0.62,1.9605,3.3711,7.4535,0
3.004,-14,-43,28,-1.50,101.82,214.2,1522,1478,-0.40,-0.62,1.9605,3.3711,7.4535,0
3.021,-12,-43,28,-1.29,101.82,214.2,1522,1478,-0.40,-0.62,1.9605,3.3711,7.4535,0
3.038,-10,-43,28,-1.07,101.82,214.2,1522,1478,-0.40,-0.62,1.9605,3.3711,7.4535,0
3.055,-9,-43,28,-0.96,101.82,214.2,1522,1478,-0.40,-0.62,1.9605,3.3711,7.4535,0
3.072,-7,-44,27,-0.78,105.59,214.5,1522,1478,-0.40,-0.62,1.9605,3.3711,7.4535,0
3.089,-5,-44,27,-0.56,105.59,214.5,1522,1478,-0.40,-0.62,1.9605,3.3711,7.4535,0
3.106,-3,-44,27,-0.33,105.59,214.5,1522,1478,-0.40,-0.62,1.9605,3.3711,7.4535,0
3.123,-1,-44,27,-0.11,105.59,214.5,1522,1478,-0.40,-0.62,1.9605,3.3711,7.4535,0
3.140,1,-44,27,0.11,105.59,214.5,1522,1478,-0.40,-0.62,1.9605,3.3711,7.4535,0
3.157,3,-44,27,0.33,105.59,214.5,1522,1478,-0.40,-0.62,1.9605,3.3711,7.4535,0
3.174,5,-44,27,0.56,105.59,214.5,1522,1478,-0.60,-1.42,1.9605,3.3711,7.4535,0
3.191,6,-44,27,0.67,105.59,214.5,1522,1478,-0.60,-1.42,1.9605,3.3711,7.4535,0
3.208,8,-44,27,0.89,105.59,214.5,1522,1478,-0.60,-1.42,1.9605,3.3711,7.4535,0
3.226,8,-44,27,0.89,105.59,214.5,1522,1478,-0.60,-1.42,1.9605,3.3711,7.4535,0
3.243,8,-44,27,0.89,105.59,214.5,1522,1478,-0.60,-1.42,1.9605,3.3711,7.4535,0
3.261,8,-44,27,0.89,105.59,214.5,1522,1478,-0.60,-1.42,1.9605,3.3711,7.4535,0
3.278,8,-44,27,0.89,105.59,214.5,1522,1478,-0.60,-1.42,1.9605,3.3711,7.4535,0
3.296,5,-44,27,0.56,105.59,214.5,1478,1478,-0.60,-1.42,1.9605,3.3711,7.4535,0
3.313,4,-44,27,0.44,105.59,214.5,1478,1478,-0.60,-1.42,1.9605,3.3711,7.4535,0
3.330,2,-44,27,0.22,105.59,214.5,1478,1478,-0.60,-1.42,1.9605,3.3711,7.4535,0
3.347,2,-44,27,0.22,105.59,214.5,1478,1478,-0.60,-1.42,1.9605,3.3711,7.4535,0
3.364,-2,-44,27,-0.22,105.59,214.5,1478,1478,-0.60,-1.42,1.9605,3.3711,7.4535,0
3.381,-4,-44,27,-0.44,105.59,214.5,1478,1478,-0.60,-1.42,1.9605,3.3711,7.4535,0
3.398,-6,-44,27,-0.67,105.59,214.5,1478,1478,-0.60,-1.42,1.9605,3.3711,7.4535,0
3.415,-8,-44,27,-0.89,105.59,214.5,1478,1478,-0.60,-1.42,1.9605,3.3711,7.4535,0
3.432,-9,-44,27,-1.00,105.59,214.5,1478,1478,-0.60,-1.42,1.9605,3.3711,7.4535,0
3.449,-10,-44,27,-1.11,105.59,214.5,1478,1478,-0.60,-1.42,1.9605,3.3711,7.4535,0
3.466,-11,-44,27,-1.22,105.59,214.5,1478,1478,-0.60,-1.42,3.3824,2.0845,8.4593,0
3.483,-12,-44,27,-1.33,105.59,214.5,1478,1478,-1.26,-1.80,3.3824,2.0845,8.4593,0
3.500,-13,-44,27,-1.44,105.59,214.5,1478,1478,-1.26,-1.80,3.3824,2.0845,8.4593,0
3.517,-13,-44,27,-1.44,105.59,214.5,1478,1478,-1.26,-1.80,3.3824,2.0845,8.4593,0
3.534,-14,-44,27,-1.56,105.59,214.5,1478,1478,-1.26,-1.80,3.3824,2.0845,8.4593,0
3.551,-15,-45,26,-1.73,109.65,214.9,1478,1478,-1.26,-1.80,3.3824,2.0845,8.4593,0
3.568,-16,-44,27,-1.78,105.59,214.5,1478,1478,-1.26,-1.80,3.3824,2.0845,8.4593,0
3.585,-18,-44,27,-2.00,105.59,214.5,1478,1478,-1.26,-1.80,3.3824,2.0845,8.4593,0
3.602,-18,-44,27,-2.00,105.59,214.5,1478,1478,-1.26,-1.80,3.3824,2.0845,8.4593,0
3.619,-19,-44,27,-2.11,105.59,214.5,1478,1478,-1.26,-1.80,3.3824,2.0845,8.4593,0
3.636,-20,-44,27,-2.22,105.59,214.5,1478,1478,-1.26,-1.80,3.3824,2.0845,8.4593,0
3.653,-20,-44,27,-2.22,105.59,214.5,1478,1478,-1.26,-1.80,3.3824,2.0845,8.4593,0
3.670,-20,-44,27,-2.22,105.59,214.5,1478,1478,-1.99,-1.83,3.3824,2.0845,8.4593,0
3.687,-20,-44,27,-2.22,105.59,214.5,1478,1478,-1.99,-1.83,3.3824,2.0845,8.4593,0
3.704,-19,-44,27,-2.11,105.59,214.5,1478,1478,-1.99,-1.83,3.3824,2.0845,8.4593,0
3.721,0,0,0,0.00,-1.00,0.0,1478,1478,-1.99,-1.83,3.3824,2.0845,8.4593,0
3.738,-18,-44,27,-2.00,105.59,214.5,1478,1478,-1.99,-1.83,3.3824,2.0845,8.4593,0
3.755,-17,-44,27,-1.89,105.59,214.5,1500,1478,-1.99,-1.83,3.3824,2.0845,8.4593,0
3.772,-16,-44,27,-1.78,105.59,214.5,1522,1478,-1.99,-1.83,3.3824,2.0845,8.4593,0
3.789,-14,-45,26,-1.62,109.65,214.9,1522,1478,-1.99,-1.83,3.3824,2.0845,8.4593,0
3.806,-13,-44,27,-1.44,105.59,214.5,1522,1478,-1.99,-1.83,3.3824,2.0845,8.4593,0
3.823,-12,-45,26,-1.38,109.65,214.9,1522,1478,-1.99,-1.83,3.3824,2.0845,8.4593,0
3.840,-11,-45,26,-1.27,109.65,214.9,1522,1478,-1.99,-1.83,3.3824,2.0845,8.4593,0
3.857,-10,-44,27,-1.11,105.59,214.5,1522,1478,-1.99,-1.83,3.3824,2.0845,8.4593,0
3.874,-9,-45,26,-1.04,109.65,214.9,1522,1478,-1.99,-1.83,3.3824,2.0845,8.4593,0
3.891,-8,-45,26,-0.92,109.65,214.9,1522,1478,-1.99,-1.83,3.3824,2.0845,8.4593,0
3.908,-8,-45,26,-0.92,109.65,214.9,1522,1478,-1.99,-1.83,3.3824,2.0845,8.4593,0
3.925,-8,-45,26,-0.92,109.65,214.9,1500,1478,-1.99,-1.83,3.3824,2.0845,8.4593,0
3.942,-8,-45,26,-0.92,109.65,214.9,1478,1478,-1.99,-1.83,3.3824,2.0845,8.4593,0
3.959,-8,-45,26,-0.92,109.65,214.9,1478,1478,-1.99,-1.83,3.3824,2.0845,8.4593,0
3.976,-8,-45,26,-0.92,109.65,214.9,1478,1478,-1.99,-1.83,2.5260,2.5946,8.4024,0
3.993,-8,-45,26,-0.92,109.65,214.9,1478,1478,-2.37,-1.42,2.5260,2.5946,8.4024,0
4.011,-8,-44,27,-0.89,105.59,214.5,1478,1478,-2.37,-1.42,2.5260,2.5946,8.4024,0
4.028,-9,-44,27,-1.00,105.59,214.5,1478,1478,-2.37,-1.42,2.5260,2.5946,8.4024,0
4.045,-9,-45,26,-1.04,109.65,214.9,1478,1478,-2.37,-1.42,2.5260,2.5946,8.4024,0
4.062,-9,-44,27,-1.00,105.59,214.5,1478,1478,-2.37,-1.42,2.5260,2.5946,8.4024,0
4.079,-10,-44,27,-1.11,105.59,214.5,1478,1478,-2.37,-1.42,2.5260,2.5946,8.4024,0
4.096,-10,-44,27,-1.11,105.59,214.5,1478,1478,-2.37,-1.42,2.5260,2.5946,8.4024,0
4.113,-11,-44,27,-1.22,105.59,214.5,1478,1478,-2.37,-1.42,2.5260,2.5946,8.4024,0
4.131,-12,-44,27,-1.33,105.59,214.5,1478,1478,-2.37,-1.42,2.5260,2.5946,8.4024,0
