attempt,align_time_s,total_abs_err_px,rms_vib
1,0.00,0,7.8389
2,2.51,14035,7.6370
3,2.89,24140,7.4787
4,2.60,21166,8.3283
5,2.85,28223,8.7312
6,2.48,18613,8.3916
7,3.48,21851,8.5976
8,3.49,11462,8.4910
9,2.92,28950,8.5789
10,4.03,9177,7.6264
11,1.80,15364,7.9366
12,4.23,33669,8.2124
13,3.54,8330,8.5460
14,0.71,4662,8.0025
15,3.20,12536,8.2705
16,1.08,6271,8.1947
17,3.02,26056,8.2116
18,3.45,15367,8.6156
19,1.76,12086,8.8185
