elapsed_s,err_x_px,err_pitch_px,target_roll_us,target_pitch_us,actual_roll_deg,actual_pitch_deg,vib_x,vib_y,vib_z,aligned
0.000,6,-16,1522,1470,-0.30,2.13,3.3988,1.6770,8.4491,1
0.017,6,-16,1522,1478,-0.30,2.13,3.3988,1.6770,8.4491,1
0.034,7,-16,1522,1478,-0.30,2.13,3.3988,1.6770,8.4491,1
0.052,8,-16,1522,1478,-0.30,2.13,3.3988,1.6770,8.4491,1
0.069,9,-16,1522,1478,-0.30,2.13,3.3988,1.6770,8.4491,1
0.086,10,-16,1522,1478,-0.30,2.13,3.3988,1.6770,8.4491,1
0.103,11,-16,1522,1478,-0.30,2.13,3.3988,1.6770,8.4491,1
0.121,11,-16,1522,1478,-0.30,2.13,3.3988,1.6770,8.4491,1
0.138,12,-16,1522,1478,-0.49,2.50,3.3988,1.6770,8.4491,1
0.155,12,-16,1522,1478,-0.49,2.50,3.3988,1.6770,8.4491,1
0.172,13,-16,1522,1478,-0.49,2.50,3.3988,1.6770,8.4491,1
0.191,14,-16,1522,1478,-0.49,2.50,3.3988,1.6770,8.4491,1
0.208,15,-16,1522,1478,-0.49,2.50,1.6529,2.4478,4.8556,1
0.225,16,-16,1522,1478,-0.49,2.50,1.6529,2.4478,4.8556,1
0.244,17,-16,1522,1478,-0.49,2.50,1.6529,2.4478,4.8556,1
0.261,18,-16,1522,1478,-0.49,2.50,1.6529,2.4478,4.8556,1
0.278,19,-16,1522,1478,-0.49,2.50,1.6529,2.4478,4.8556,1
0.295,19,-16,1522,1478,-0.49,2.50,1.6529,2.4478,4.8556,1
0.313,20,-16,1522,1478,-0.49,2.50,1.6529,2.4478,4.8556,1
0.330,21,-16,1522,1478,-0.49,2.50,1.6529,2.4478,4.8556,1
0.347,21,-16,1522,1478,-0.49,2.50,1.6529,2.4478,4.8556,1
0.365,22,-16,1522,1478,-0.49,2.50,1.6529,2.4478,4.8556,1
0.382,23,-16,1522,1478,-0.49,2.50,1.6529,2.4478,4.8556,1
0.399,23,-16,1522,1478,-0.68,2.85,1.6529,2.4478,4.8556,1
0.417,24,-16,1522,1478,-0.68,2.85,1.6529,2.4478,4.8556,1
0.434,25,-16,1522,1478,-0.68,2.85,1.6529,2.4478,4.8556,1
0.451,25,-16,1522,1478,-0.68,2.85,2.3203,2.2360,5.5934,1
0.468,26,-16,1522,1478,-0.68,2.85,2.3203,2.2360,5.5934,1
0.485,27,-16,1522,1478,-0.68,2.85,2.3203,2.2360,5.5934,1
0.502,28,-16,1522,1478,-0.68,2.85,2.3203,2.2360,5.5934,1
0.521,29,-16,1522,1478,-0.68,2.85,2.3203,2.2360,5.5934,1
0.538,29,-16,1522,1478,-0.68,2.85,2.3203,2.2360,5.5934,1
0.556,30,-16,1522,1478,-0.68,2.85,2.3203,2.2360,5.5934,1
0.573,31,-16,1522,1478,-0.68,2.85,2.3203,2.2360,5.5934,1
0.590,32,-16,1522,1478,-0.68,2.85,2.3203,2.2360,5.5934,1
0.607,32,-16,1522,1478,-0.68,2.85,2.3203,2.2360,5.5934,1
0.626,33,-16,1522,1478,-0.68,2.85,2.3203,2.2360,5.5934,1
0.643,33,-16,1522,1478,-0.68,2.93,2.3203,2.2360,5.5934,1
0.661,34,-15,1522,1500,-0.68,2.93,2.3203,2.2360,5.5934,1
0.678,34,-16,1522,1478,-0.68,2.93,2.3203,2.2360,5.5934,1
0.695,35,-15,1522,1500,-0.68,2.93,2.5120,1.7280,7.4161,1
0.713,35,-15,1522,1478,-0.68,2.93,2.5120,1.7280,7.4161,1
0.730,36,-15,1522,1478,-0.68,2.93,2.5120,1.7280,7.4161,1
0.747,37,-15,1522,1478,-0.68,2.93,2.5120,1.7280,7.4161,1
0.765,37,-15,1522,1478,-0.68,2.93,2.5120,1.7280,7.4161,1
0.782,38,-15,1522,1478,-0.68,2.93,2.5120,1.7280,7.4161,1
0.800,39,-15,1522,1478,-0.68,2.93,2.5120,1.7280,7.4161,1
0.817,39,-15,1522,1478,-0.68,2.93,2.5120,1.7280,7.4161,1
0.837,39,-15,1522,1478,-0.68,2.93,2.5120,1.7280,7.4161,1
0.854,40,-15,1522,1478,-0.68,2.93,2.5120,1.7280,7.4161,1
0.871,40,-15,1522,1478,-0.68,2.93,2.5120,1.7280,7.4161,1
0.888,41,-14,1522,1500,-0.67,2.78,2.5120,1.7280,7.4161,1
0.905,42,-14,1522,1500,-0.67,2.78,2.5120,1.7280,7.4161,1
0.922,43,-14,1522,1478,-0.67,2.78,2.5120,1.7280,7.4161,1
0.939,43,-14,1522,1478,-0.67,2.78,2.5120,1.7280,7.4161,1
0.958,44,-14,1522,1478,-0.67,2.78,2.3062,1.8007,7.2643,1
0.977,44,-14,1522,1478,-0.67,2.78,2.3062,1.8007,7.2643,1
0.994,45,-13,1522,1500,-0.67,2.78,2.3062,1.8007,7.2643,1
1.011,45,-13,1522,1500,-0.67,2.78,2.3062,1.8007,7.2643,1
1.029,45,-13,1522,1478,-0.67,2.78,2.3062,1.8007,7.2643,1
1.046,45,-13,1522,1478,-0.67,2.78,2.3062,1.8007,7.2643,1
1.064,46,-13,1522,1478,-0.67,2.78,2.3062,1.8007,7.2643,1
1.081,46,-13,1522,1478,-0.67,2.78,2.3062,1.8007,7.2643,1
1.098,47,-12,1522,1500,-0.67,2.78,2.3062,1.8007,7.2643,1
1.115,47,-12,1522,1500,-0.67,2.78,2.3062,1.8007,7.2643,1
1.132,47,-12,1522,1500,-0.50,2.55,2.3062,1.8007,7.2643,1
1.149,47,-12,1522,1478,-0.50,2.55,2.3062,1.8007,7.2643,1
1.167,46,-11,1522,1500,-0.50,2.55,2.3062,1.8007,7.2643,1
1.184,46,-11,1522,1500,-0.50,2.55,2.3062,1.8007,7.2643,1
1.202,46,-12,1522,1478,-0.50,2.55,1.9027,2.2112,6.1638,1
1.220,46,-11,1522,1500,-0.50,2.55,1.9027,2.2112,6.1638,1
1.238,46,-11,1522,1500,-0.50,2.55,1.9027,2.2112,6.1638,1
1.255,46,-11,1522,1500,-0.50,2.55,1.9027,2.2112,6.1638,1
1.273,46,-10,1522,1500,-0.50,2.55,1.9027,2.2112,6.1638,1
1.290,45,-10,1522,1500,-0.50,2.55,1.9027,2.2112,6.1638,1
1.307,45,-10,1522,1500,-0.50,2.55,1.9027,2.2112,6.1638,1
1.324,45,-9,1522,1500,-0.50,2.55,1.9027,2.2112,6.1638,1
1.342,45,-9,1522,1500,-0.50,2.55,1.9027,2.2112,6.1638,1
1.359,45,-9,1522,1500,-0.50,2.55,1.9027,2.2112,6.1638,1
1.377,44,-8,1522,1500,-0.50,2.55,1.9027,2.2112,6.1638,1
1.396,44,-8,1522,1500,-0.31,2.74,1.9027,2.2112,6.1638,1
1.413,44,-8,1522,1500,-0.31,2.74,1.9027,2.2112,6.1638,1
1.431,43,-8,1522,1500,-0.31,2.74,1.9027,2.2112,6.1638,1
1.449,43,-7,1522,1500,-0.31,2.74,2.6954,1.3982,7.9862,1
1.466,43,-7,1522,1500,-0.31,2.74,2.6954,1.3982,7.9862,1
1.484,43,-7,1522,1500,-0.31,2.74,2.6954,1.3982,7.9862,1
1.501,43,-7,1522,1500,-0.31,2.74,2.6954,1.3982,7.9862,1
1.519,42,-6,1522,1500,-0.31,2.74,2.6954,1.3982,7.9862,1
1.536,42,-6,1522,1500,-0.31,2.74,2.6954,1.3982,7.9862,1
1.554,41,-5,1522,1522,-0.31,2.74,2.6954,1.3982,7.9862,1
1.571,41,-5,1522,1500,-0.31,2.74,2.6954,1.3982,7.9862,1
1.589,41,-5,1522,1500,-0.31,2.74,2.6954,1.3982,7.9862,1
1.607,41,-5,1522,1500,-0.31,2.74,2.6954,1.3982,7.9862,1
1.624,41,-5,1522,1500,-0.31,2.74,2.6954,1.3982,7.9862,1
1.641,40,-4,1522,1522,-0.11,2.75,2.6954,1.3982,7.9862,1
1.659,40,-3,1522,1522,-0.11,2.75,2.6954,1.3982,7.9862,1
1.677,40,-3,1522,1500,-0.11,2.75,2.6954,1.3982,7.9862,1
1.694,40,-2,1522,1522,-0.11,2.75,2.2053,2.5687,5.5339,1
1.712,40,-2,1522,1500,-0.11,2.75,2.2053,2.5687,5.5339,1
1.729,40,-2,1522,1500,-0.11,2.75,2.2053,2.5687,5.5339,1
1.748,39,-2,1522,1500,-0.11,2.75,2.2053,2.5687,5.5339,1
1.765,39,-1,1522,1522,-0.11,2.75,2.2053,2.5687,5.5339,1
1.782,39,-1,1522,1500,-0.11,2.75,2.2053,2.5687,5.5339,1
1.799,38,0,1522,1522,-0.11,2.75,2.2053,2.5687,5.5339,1
1.816,38,0,1522,1500,-0.11,2.75,2.2053,2.5687,5.5339,1
1.833,37,0,1522,1500,-0.11,2.75,2.2053,2.5687,5.5339,1
1.850,37,1,1522,1522,-0.11,2.75,2.2053,2.5687,5.5339,1
1.868,36,1,1522,1500,-0.11,2.75,2.2053,2.5687,5.5339,1
1.885,36,1,1522,1500,0.30,2.32,2.2053,2.5687,5.5339,1
1.903,35,2,1522,1522,0.30,2.32,2.2053,2.5687,5.5339,1
1.921,35,2,1522,1500,0.30,2.32,2.2053,2.5687,5.5339,1
1.939,34,3,1522,1522,0.30,2.32,2.2053,2.5687,5.5339,1
1.956,34,3,1522,1522,0.30,2.32,2.8929,1.8181,8.0707,1
