attempt,align_time_s,total_abs_err_px,rms_vib
1,3.03,29166,8.8293
2,1.75,11293,8.9668
3,2.06,22256,8.7855
4,2.78,6115,8.2566
5,2.91,6686,8.4020
6,3.37,9963,8.9067
7,2.82,9119,8.8689
8,1.23,9124,8.1270
9,2.51,12325,8.8879
10,3.38,6059,8.9167
11,2.13,22951,9.0348
