attempt,align_time_s,total_abs_err_px,rms_vib
1,14.98,114092,9.3916
2,8.08,48230,9.4227
3,0.02,0,10.5788
4,9.11,65204,9.4647
5,4.20,18594,9.3219
6,8.57,45502,9.8998
7,4.68,20964,9.5797
8,1.72,4023,9.6456
9,0.44,5613,7.7226
10,0.43,5973,8.9390
11,0.02,0,11.1429
12,0.02,0,11.1429
13,0.02,0,11.1429
14,0.90,7727,10.2919
