elapsed_s,err_x_px,err_pitch_px,target_roll_us,target_pitch_us,actual_roll_deg,actual_pitch_deg,vib_x,vib_y,vib_z,aligned
0.000,0,0,1500,1500,-0.51,1.25,3.8742,2.6745,9.0004,0
0.017,0,0,1500,1500,-0.51,1.25,3.8742,2.6745,9.0004,0
0.034,0,0,1500,1500,-0.51,1.25,3.1007,2.8667,8.3041,0
0.051,0,0,1500,1500,-0.51,1.25,3.1007,2.8667,8.3041,0
0.068,0,0,1500,1500,-0.51,1.25,3.1007,2.8667,8.3041,0
0.085,0,0,1500,1500,-0.51,1.25,3.1007,2.8667,8.3041,0
0.102,0,0,1500,1500,-0.51,1.25,3.1007,2.8667,8.3041,0
0.119,0,0,1500,1500,-0.51,1.25,3.1007,2.8667,8.3041,0
0.136,-5,-26,1446,1400,-0.51,1.25,3.1007,2.8667,8.3041,1
0.254,0,0,1500,1500,-0.47,1.43,3.1007,2.8667,8.3041,0
0.271,0,0,1500,1500,-0.47,1.43,3.1007,2.8667,8.3041,0
0.288,0,0,1500,1500,-0.47,1.43,3.1007,2.8667,8.3041,0
0.305,-5,-26,1455,1420,-0.47,1.43,3.1007,2.8667,8.3041,1
0.323,-5,-26,1500,1478,-0.47,1.43,3.1007,2.8667,8.3041,1
0.340,0,0,1500,1478,-0.47,1.43,3.1007,2.8667,8.3041,0
0.357,0,0,1500,1478,-0.47,1.43,3.1007,2.8667,8.3041,0
0.374,0,0,1500,1478,-0.47,1.43,3.1007,2.8667,8.3041,0
0.391,0,0,1500,1478,-0.47,1.43,3.1007,2.8667,8.3041,0
0.408,0,0,1500,1478,-0.47,1.43,3.1007,2.8667,8.3041,0
0.426,-5,-25,1500,1478,-0.72,-1.37,3.1007,2.8667,8.3041,1
0.443,-5,-25,1500,1478,-0.72,-1.37,3.1007,2.8667,8.3041,1
0.460,-5,-25,1500,1478,-0.72,-1.37,3.1007,2.8667,8.3041,1
0.477,0,0,1500,1478,-0.72,-1.37,3.1007,2.8667,8.3041,0
0.494,0,0,1500,1478,-0.72,-1.37,3.1007,2.8667,8.3041,0
0.511,0,0,1500,1478,-0.72,-1.37,3.1007,2.8667,8.3041,0
