attempt,align_time_s,total_abs_err_px,rms_vib
1,0.14,0,9.5095
2,0.05,0,9.3162
3,0.09,0,9.3162
4,0.07,0,9.2579
5,0.08,0,9.1992
6,0.08,0,9.1992
7,0.09,0,9.1992
8,0.02,0,9.1992
9,0.05,0,9.6334
10,0.07,0,9.6334
11,0.05,0,9.6334
12,0.02,0,9.6334
13,0.03,0,9.6334
14,0.02,0,9.6334
15,0.02,0,9.6334
16,0.02,0,8.5963
17,0.03,0,8.5963
18,0.02,0,8.5963
19,0.02,0,8.5963
20,0.02,0,8.5963
