attempt,align_time_s,total_abs_err_px,rms_vib
1,8.32,43516,8.8244
2,0.02,0,8.5489
3,2.69,9716,8.7447
4,9.80,49826,8.9924
5,0.42,5531,9.3370
6,35.92,200321,9.2597
7,0.49,6540,9.9134
