elapsed_s,err_x_px,err_pitch_px,marker_px,err_x_cm,distance_cm,lateral_thr_px,target_roll_us,target_pitch_us,actual_roll_deg,actual_pitch_deg,actual_yaw_deg,vib_x,vib_y,vib_z,aligned
0.819,-279,-27,44,-19.02,64.79,208.6,1441,1478,-3.09,0.13,-119.63,3.4811,2.0933,8.4372,0
0.836,-277,-27,44,-18.89,64.79,208.6,1443,1478,-3.09,0.13,-119.63,3.4811,2.0933,8.4372,0
0.853,-276,-27,44,-18.82,64.79,208.6,1441,1478,-3.09,0.13,-119.63,3.4811,2.0933,8.4372,0
0.870,-273,-27,44,-18.61,64.79,208.6,1448,1478,-3.09,0.13,-119.63,3.4811,2.0933,8.4372,0
0.887,-272,-26,45,-18.13,63.35,208.2,1444,1478,-3.09,0.13,-119.63,3.4811,2.0933,8.4372,0
0.904,-269,-26,45,-17.93,63.35,208.2,1449,1478,-3.09,0.13,-119.63,3.4811,2.0933,8.4372,0
0.921,-267,-26,45,-17.80,63.35,208.2,1449,1478,-2.55,0.46,-119.94,3.4811,2.0933,8.4372,0
0.938,-265,-26,45,-17.67,63.35,208.2,1449,1478,-2.55,0.46,-119.94,3.4811,2.0933,8.4372,0
0.955,-263,-26,45,-17.53,63.35,208.2,1449,1478,-2.55,0.46,-119.94,3.4811,2.0933,8.4372,0
0.972,-261,-26,45,-17.40,63.35,208.2,1449,1478,-2.55,0.46,-119.94,3.4811,2.0933,8.4372,0
0.990,-259,-26,45,-17.27,63.35,208.2,1450,1478,-2.55,0.46,-119.94,3.1101,3.2075,8.3847,0
1.007,-257,-26,45,-17.13,63.35,208.2,1450,1478,-2.55,0.46,-119.94,3.1101,3.2075,8.3847,0
1.024,-255,-26,45,-17.00,63.35,208.2,1451,1478,-2.55,0.46,-119.94,3.1101,3.2075,8.3847,0
1.041,-253,-25,46,-16.50,61.98,207.9,1451,1478,-2.55,0.46,-119.94,3.1101,3.2075,8.3847,0
1.059,-251,-25,46,-16.37,61.98,207.9,1452,1478,-2.55,0.46,-119.94,3.1101,3.2075,8.3847,0
1.076,-248,-25,46,-16.17,61.98,207.9,1456,1478,-2.55,0.46,-119.94,3.1101,3.2075,8.3847,0
1.093,-246,-25,46,-16.04,61.98,207.9,1454,1478,-2.55,0.46,-119.94,3.1101,3.2075,8.3847,0
1.111,-241,-25,46,-15.72,61.98,207.9,1465,1478,-2.55,0.46,-119.94,3.1101,3.2075,8.3847,0
1.128,-238,-25,46,-15.52,61.98,207.9,1464,1478,-2.55,0.46,-119.94,3.1101,3.2075,8.3847,0
1.145,-235,-25,46,-15.33,61.98,207.9,1464,1478,-2.55,0.46,-119.94,3.1101,3.2075,8.3847,0
1.162,-233,-25,46,-15.20,61.98,207.9,1460,1478,-2.55,0.46,-119.94,3.1101,3.2075,8.3847,0
1.179,-230,-24,47,-14.68,60.66,207.5,1463,1478,-2.30,0.90,-120.57,3.1101,3.2075,8.3847,0
1.196,-227,-24,47,-14.49,60.66,207.5,1464,1478,-2.30,0.90,-120.57,3.1101,3.2075,8.3847,0
1.213,-225,-24,47,-14.36,60.66,207.5,1461,1478,-2.30,0.90,-120.57,3.1101,3.2075,8.3847,0
1.230,-222,-24,47,-14.17,60.66,207.5,1464,1478,-2.30,0.90,-120.57,3.1101,3.2075,8.3847,0
1.247,-220,-24,47,-14.04,60.66,207.5,1462,1478,-2.30,0.90,-120.57,2.9777,3.2164,8.2005,0
1.264,-218,-24,47,-13.91,60.66,207.5,1461,1478,-2.30,0.90,-120.57,2.9777,3.2164,8.2005,0
1.281,-216,-24,47,-13.79,60.66,207.5,1461,1478,-2.30,0.90,-120.57,2.9777,3.2164,8.2005,0
1.298,-213,-24,47,-13.60,60.66,207.5,1465,1478,-2.30,0.90,-120.57,2.9777,3.2164,8.2005,0
1.315,-211,-23,48,-13.19,59.39,207.2,1464,1478,-2.30,0.90,-120.57,2.9777,3.2164,8.2005,0
1.332,-208,-23,48,-13.00,59.39,207.2,1467,1478,-2.30,0.90,-120.57,2.9777,3.2164,8.2005,0
1.349,-205,-23,48,-12.81,59.39,207.2,1469,1478,-2.30,0.90,-120.57,2.9777,3.2164,8.2005,0
1.366,-203,-23,48,-12.69,59.39,207.2,1467,1478,-2.30,0.90,-120.57,2.9777,3.2164,8.2005,0
1.383,-200,-23,48,-12.50,59.39,207.2,1470,1478,-2.30,0.90,-120.57,2.9777,3.2164,8.2005,0
1.400,-197,-23,48,-12.31,59.39,207.2,1471,1478,-2.30,0.90,-120.57,2.9777,3.2164,8.2005,0
1.417,-193,-23,48,-12.06,59.39,207.2,1476,1478,-1.83,1.44,-120.77,2.9777,3.2164,8.2005,0
1.434,-190,-23,48,-11.88,59.39,207.2,1476,1478,-1.83,1.44,-120.77,2.9777,3.2164,8.2005,0
1.451,-186,-23,48,-11.62,59.39,207.2,1478,1478,-1.83,1.44,-120.77,2.9777,3.2164,8.2005,0
1.468,-183,-23,48,-11.44,59.39,207.2,1478,1478,-1.83,1.44,-120.77,2.9777,3.2164,8.2005,0
1.485,-180,-23,48,-11.25,59.39,207.2,1478,1478,-1.83,1.44,-120.77,2.4496,3.0478,8.4285,0
1.502,-177,-23,48,-11.06,59.39,207.2,1478,1478,-1.83,1.44,-120.77,2.4496,3.0478,8.4285,0
1.519,-174,-23,48,-10.88,59.39,207.2,1478,1478,-1.83,1.44,-120.77,2.4496,3.0478,8.4285,0
1.536,-171,-23,48,-10.69,59.39,207.2,1478,1478,-1.83,1.44,-120.77,2.4496,3.0478,8.4285,0
1.553,-169,-23,48,-10.56,59.39,207.2,1476,1478,-1.83,1.44,-120.77,2.4496,3.0478,8.4285,0
1.570,-166,-23,48,-10.38,59.39,207.2,1478,1478,-1.83,1.44,-120.77,2.4496,3.0478,8.4285,0
1.587,-163,-23,48,-10.19,59.39,207.2,1478,1478,-1.83,1.44,-120.77,2.4496,3.0478,8.4285,0
1.604,-160,-23,48,-10.00,59.39,207.2,1478,1478,-1.83,1.44,-120.77,2.4496,3.0478,8.4285,0
1.621,-157,-23,48,-9.81,59.39,207.2,1478,1478,-1.83,1.44,-120.77,2.4496,3.0478,8.4285,0
1.639,-153,-23,48,-9.56,59.39,207.2,1478,1478,-1.83,1.44,-120.77,2.4496,3.0478,8.4285,0
1.656,-150,-23,48,-9.38,59.39,207.2,1478,1478,-1.83,1.44,-120.77,2.4496,3.0478,8.4285,0
1.673,-147,-23,48,-9.19,59.39,207.2,1478,1478,-1.31,1.48,-120.63,2.4496,3.0478,8.4285,0
1.690,-144,-23,48,-9.00,59.39,207.2,1478,1478,-1.31,1.48,-120.63,2.4496,3.0478,8.4285,0
1.707,-140,-24,47,-8.94,60.66,207.5,1478,1478,-1.31,1.48,-120.63,2.4496,3.0478,8.4285,0
1.726,-135,-25,46,-8.80,61.98,207.9,1478,1475,-1.31,1.48,-120.63,2.4496,3.0478,8.4285,0
1.743,-129,-25,46,-8.41,61.98,207.9,1478,1478,-1.31,1.48,-120.63,2.5306,2.8300,8.4080,0
1.761,-126,-25,46,-8.22,61.98,207.9,1522,1477,-1.31,1.48,-120.63,2.5306,2.8300,8.4080,0
1.778,-121,-25,46,-7.89,61.98,207.9,1522,1478,-1.31,1.48,-120.63,2.5306,2.8300,8.4080,0
1.795,-118,-25,46,-7.70,61.98,207.9,1478,1478,-1.31,1.48,-120.63,2.5306,2.8300,8.4080,0
1.812,-114,-25,46,-7.43,61.98,207.9,1500,1478,-1.31,1.48,-120.63,2.5306,2.8300,8.4080,0
1.829,-110,-25,46,-7.17,61.98,207.9,1500,1478,-1.31,1.48,-120.63,2.5306,2.8300,8.4080,0
1.846,-105,-25,46,-6.85,61.98,207.9,1522,1478,-1.31,1.48,-120.63,2.5306,2.8300,8.4080,0
1.863,-101,-25,46,-6.59,61.98,207.9,1522,1478,-1.31,1.48,-120.63,2.5306,2.8300,8.4080,0
1.880,-97,-25,46,-6.33,61.98,207.9,1522,1478,-1.31,1.48,-120.63,2.5306,2.8300,8.4080,0
1.897,-93,-25,46,-6.07,61.98,207.9,1522,1478,-1.31,1.48,-120.63,2.5306,2.8300,8.4080,0
1.914,-90,-25,46,-5.87,61.98,207.9,1522,1478,-1.31,1.48,-120.63,2.5306,2.8300,8.4080,0
1.930,-86,-25,46,-5.61,61.98,207.9,1522,1478,-0.73,1.18,-120.88,2.5306,2.8300,8.4080,0
1.947,-83,-25,46,-5.41,61.98,207.9,1522,1478,-0.73,1.18,-120.88,2.5306,2.8300,8.4080,0
1.964,-79,-25,46,-5.15,61.98,207.9,1522,1478,-0.73,1.18,-120.88,2.5306,2.8300,8.4080,0
1.982,-76,-25,46,-4.96,61.98,207.9,1522,1478,-0.73,1.18,-120.88,2.9257,2.1651,8.9056,0
1.999,-73,-26,45,-4.87,63.35,208.2,1522,1476,-0.73,1.18,-120.88,2.9257,2.1651,8.9056,0
2.016,-69,-26,45,-4.60,63.35,208.2,1522,1478,-0.73,1.18,-120.88,2.9257,2.1651,8.9056,0
2.032,-67,-27,44,-4.57,64.79,208.6,1522,1474,-0.73,1.18,-120.88,2.9257,2.1651,8.9056,0
2.050,-63,-27,44,-4.30,64.79,208.6,1522,1476,-0.73,1.18,-120.88,2.9257,2.1651,8.9056,0
2.067,-61,-27,44,-4.16,64.79,208.6,1522,1478,-0.73,1.18,-120.88,2.9257,2.1651,8.9056,0
2.083,-58,-27,44,-3.95,64.79,208.6,1522,1478,-0.73,1.18,-120.88,2.9257,2.1651,8.9056,0
2.100,-56,-27,44,-3.82,64.79,208.6,1522,1478,-0.73,1.18,-120.88,2.9257,2.1651,8.9056,0
2.117,-54,-26,45,-3.60,63.35,208.2,1522,1478,-0.73,1.18,-120.88,2.9257,2.1651,8.9056,0
2.134,-51,-26,45,-3.40,63.35,208.2,1522,1478,-0.73,1.18,-120.88,2.9257,2.1651,8.9056,0
2.151,-49,-26,45,-3.27,63.35,208.2,1522,1478,-0.73,1.18,-120.88,2.9257,2.1651,8.9056,0
2.168,-47,-27,44,-3.20,64.79,208.6,1522,1476,-0.73,1.18,-120.88,2.9257,2.1651,8.9056,0
2.185,-45,-27,44,-3.07,64.79,208.6,1522,1477,-0.54,0.55,-120.97,2.9257,2.1651,8.9056,0
2.202,-43,-27,44,-2.93,64.79,208.6,1522,1478,-0.54,0.55,-120.97,2.9257,2.1651,8.9056,0
2.219,-40,-27,44,-2.73,64.79,208.6,1522,1478,-0.54,0.55,-120.97,2.9257,2.1651,8.9056,0
2.236,-38,-27,44,-2.59,64.79,208.6,1522,1478,-0.54,0.55,-120.97,3.2785,2.1311,9.1741,0
2.253,-36,-28,43,-2.51,66.30,208.9,1522,1474,-0.54,0.55,-120.97,3.2785,2.1311,9.1741,0
2.270,-35,-28,43,-2.44,66.30,208.9,1522,1476,-0.54,0.55,-120.97,3.2785,2.1311,9.1741,0
2.287,-33,-28,43,-2.30,66.30,208.9,1522,1477,-0.54,0.55,-120.97,3.2785,2.1311,9.1741,0
2.304,-32,-28,43,-2.23,66.30,208.9,1522,1477,-0.54,0.55,-120.97,3.2785,2.1311,9.1741,0
2.321,-31,-28,43,-2.16,66.30,208.9,1500,1478,-0.54,0.55,-120.97,3.2785,2.1311,9.1741,0
2.338,-29,-28,43,-2.02,66.30,208.9,1522,1478,-0.54,0.55,-120.97,3.2785,2.1311,9.1741,0
2.355,-28,-29,42,-2.00,67.88,209.3,1522,1474,-0.54,0.55,-120.97,3.2785,2.1311,9.1741,0
2.373,-28,-29,42,-2.00,67.88,209.3,1478,1475,-0.54,0.55,-120.97,3.2785,2.1311,9.1741,0
2.390,-27,-29,42,-1.93,67.88,209.3,1478,1476,-0.54,0.55,-120.97,3.2785,2.1311,9.1741,0
2.407,-26,-29,42,-1.86,67.88,209.3,1500,1477,-0.54,0.55,-120.97,3.2785,2.1311,9.1741,0
2.425,-26,-29,42,-1.86,67.88,209.3,1478,1477,-0.85,0.22,-120.83,3.2785,2.1311,9.1741,0
2.442,-26,-29,42,-1.86,67.88,209.3,1478,1477,-0.85,0.22,-120.83,3.2785,2.1311,9.1741,0
2.459,-26,-29,42,-1.86,67.88,209.3,1478,1477,-0.85,0.22,-120.83,3.2785,2.1311,9.1741,0
2.476,-26,-30,41,-1.90,69.53,209.6,1478,1473,-0.85,0.22,-120.83,3.2785,2.1311,9.1741,0
2.494,-26,-30,41,-1.90,69.53,209.6,1478,1475,-0.85,0.22,-120.83,3.2385,2.0986,8.0328,0
2.511,-27,-30,41,-1.98,69.53,209.6,1478,1475,-0.85,0.22,-120.83,3.2385,2.0986,8.0328,0
2.528,-28,-30,41,-2.05,69.53,209.6,1478,1476,-0.85,0.22,-120.83,3.2385,2.0986,8.0328,0
2.545,-28,-30,41,-2.05,69.53,209.6,1478,1476,-0.85,0.22,-120.83,3.2385,2.0986,8.0328,0
2.562,-28,-30,41,-2.05,69.53,209.6,1478,1476,-0.85,0.22,-120.83,3.2385,2.0986,8.0328,0
2.579,-28,-30,41,-2.05,69.53,209.6,1478,1476,-0.85,0.22,-120.83,3.2385,2.0986,8.0328,0
2.596,-30,-31,40,-2.25,71.27,210.0,1478,1472,-0.85,0.22,-120.83,3.2385,2.0986,8.0328,0
2.613,-32,-31,40,-2.40,71.27,210.0,1478,1474,-0.85,0.22,-120.83,3.2385,2.0986,8.0328,0
2.630,-33,-31,40,-2.48,71.27,210.0,1478,1475,-0.85,0.22,-120.83,3.2385,2.0986,8.0328,0
2.647,-33,-31,40,-2.48,71.27,210.0,1478,1475,-0.85,0.22,-120.83,3.2385,2.0986,8.0328,0
2.664,-34,-31,40,-2.55,71.27,210.0,1478,1475,-0.85,0.22,-120.83,3.2385,2.0986,8.0328,0
2.681,-34,-32,39,-2.62,73.10,210.3,1478,1471,-1.44,0.27,-120.10,3.2385,2.0986,8.0328,0
2.698,-35,-32,39,-2.69,73.10,210.3,1478,1473,-1.44,0.27,-120.10,3.2385,2.0986,8.0328,0
2.715,-35,-32,39,-2.69,73.10,210.3,1478,1474,-1.44,0.27,-120.10,3.2385,2.0986,8.0328,0
2.732,-35,-32,39,-2.69,73.10,210.3,1478,1474,-1.44,0.27,-120.10,3.5521,1.6626,8.5158,0
2.749,-35,-32,39,-2.69,73.10,210.3,1478,1474,-1.44,0.27,-120.10,3.5521,1.6626,8.5158,0
2.766,-35,-32,39,-2.69,73.10,210.3,1478,1475,-1.44,0.27,-120.10,3.5521,1.6626,8.5158,0
2.783,-35,-32,39,-2.69,73.10,210.3,1478,1475,-1.44,0.27,-120.10,3.5521,1.6626,8.5158,0
2.800,-34,-32,39,-2.62,73.10,210.3,1478,1475,-1.44,0.27,-120.10,3.5521,1.6626,8.5158,0
2.817,-34,-33,38,-2.68,75.02,210.7,1478,1470,-1.44,0.27,-120.10,3.5521,1.6626,8.5158,0
2.834,-34,-33,38,-2.68,75.02,210.7,1478,1472,-1.44,0.27,-120.10,3.5521,1.6626,8.5158,0
2.851,-33,-33,38,-2.61,75.02,210.7,1478,1473,-1.44,0.27,-120.10,3.5521,1.6626,8.5158,0
2.868,-32,-33,38,-2.53,75.02,210.7,1478,1473,-1.44,0.27,-120.10,3.5521,1.6626,8.5158,0
2.885,-32,-33,38,-2.53,75.02,210.7,1478,1474,-1.44,0.27,-120.10,3.5521,1.6626,8.5158,0
2.902,-31,-33,38,-2.45,75.02,210.7,1478,1474,-1.44,0.27,-120.10,3.5521,1.6626,8.5158,0
2.919,-31,-33,38,-2.45,75.02,210.7,1478,1474,-2.23,-0.00,-120.37,3.5521,1.6626,8.5158,0
2.936,-30,-33,38,-2.37,75.02,210.7,1478,1474,-2.23,-0.00,-120.37,3.5521,1.6626,8.5158,0
2.953,-30,-33,38,-2.37,75.02,210.7,1478,1474,-2.23,-0.00,-120.37,3.5521,1.6626,8.5158,0
2.970,-30,-33,38,-2.37,75.02,210.7,1478,1474,-2.23,-0.00,-120.37,3.5521,1.6626,8.5158,0
2.987,-30,-34,37,-2.43,77.05,211.0,1478,1470,-2.23,-0.00,-120.37,3.1552,2.1459,7.8713,0
3.004,-30,-34,37,-2.43,77.05,211.0,1478,1471,-2.23,-0.00,-120.37,3.1552,2.1459,7.8713,0
3.021,-29,-34,37,-2.35,77.05,211.0,1478,1472,-2.23,-0.00,-120.37,3.1552,2.1459,7.8713,0
3.038,-28,-34,37,-2.27,77.05,211.0,1478,1473,-2.23,-0.00,-120.37,3.1552,2.1459,7.8713,0
3.055,-27,-34,37,-2.19,77.05,211.0,1500,1473,-2.23,-0.00,-120.37,3.1552,2.1459,7.8713,0
3.073,-26,-34,37,-2.11,77.05,211.0,1500,1473,-2.23,-0.00,-120.37,3.1552,2.1459,7.8713,0
3.092,-25,-34,37,-2.03,77.05,211.0,1500,1473,-2.23,-0.00,-120.37,3.1552,2.1459,7.8713,0
3.109,-22,-35,36,-1.83,79.19,211.4,1522,1469,-2.23,-0.00,-120.37,3.1552,2.1459,7.8713,0
3.126,-22,-35,36,-1.83,79.19,211.4,1522,1471,-2.23,-0.00,-120.37,3.1552,2.1459,7.8713,0
3.143,-19,-35,36,-1.58,79.19,211.4,1522,1471,-2.23,-0.00,-120.37,3.1552,2.1459,7.8713,0
3.160,-17,-35,36,-1.42,79.19,211.4,1522,1472,-2.23,-0.00,-120.37,3.1552,2.1459,7.8713,0
3.177,-15,-35,36,-1.25,79.19,211.4,1522,1472,-2.93,-1.18,-120.93,3.1552,2.1459,7.8713,0
3.194,-13,-35,36,-1.08,79.19,211.4,1522,1472,-2.93,-1.18,-120.93,3.1552,2.1459,7.8713,0
3.211,-11,-35,36,-0.92,79.19,211.4,1522,1472,-2.93,-1.18,-120.93,3.1552,2.1459,7.8713,0
3.228,-9,-36,35,-0.77,81.45,211.8,1522,1468,-2.93,-1.18,-120.93,3.5612,1.7491,9.1043,0
3.245,-7,-35,36,-0.58,79.19,211.4,1522,1474,-2.93,-1.18,-120.93,3.5612,1.7491,9.1043,0
3.262,-5,-35,36,-0.42,79.19,211.4,1522,1473,-2.93,-1.18,-120.93,3.5612,1.7491,9.1043,0
3.280,-3,-35,36,-0.25,79.19,211.4,1522,1473,-2.93,-1.18,-120.93,3.5612,1.7491,9.1043,0
3.297,-1,-36,35,-0.09,81.45,211.8,1522,1468,-2.93,-1.18,-120.93,3.5612,1.7491,9.1043,0
3.314,1,-36,35,0.09,81.45,211.8,1522,1470,-2.93,-1.18,-120.93,3.5612,1.7491,9.1043,0
3.331,3,-36,35,0.26,81.45,211.8,1522,1471,-2.93,-1.18,-120.93,3.5612,1.7491,9.1043,0
3.348,5,-36,35,0.43,81.45,211.8,1522,1471,-2.93,-1.18,-120.93,3.5612,1.7491,9.1043,0
3.365,6,-36,35,0.51,81.45,211.8,1522,1471,-2.93,-1.18,-120.93,3.5612,1.7491,9.1043,0
3.382,8,-36,35,0.69,81.45,211.8,1522,1471,-2.93,-1.18,-120.93,3.5612,1.7491,9.1043,0
3.399,9,-36,35,0.77,81.45,211.8,1522,1471,-2.93,-1.18,-120.93,3.5612,1.7491,9.1043,0
3.416,11,-36,35,0.94,81.45,211.8,1522,1471,-2.86,-1.03,-121.25,3.5612,1.7491,9.1043,0
3.432,12,-36,35,1.03,81.45,211.8,1522,1471,-2.86,-1.03,-121.25,3.5612,1.7491,9.1043,0
3.449,14,-36,35,1.20,81.45,211.8,1522,1471,-2.86,-1.03,-121.25,3.5612,1.7491,9.1043,0
3.466,16,-37,34,1.41,83.85,212.1,1522,1467,-2.86,-1.03,-121.25,3.5612,1.7491,9.1043,0
3.483,18,-37,34,1.59,83.85,212.1,1522,1469,-2.86,-1.03,-121.25,2.6082,2.2995,9.2460,0
3.500,19,-37,34,1.68,83.85,212.1,1522,1470,-2.86,-1.03,-121.25,2.6082,2.2995,9.2460,0
3.517,21,-37,34,1.85,83.85,212.1,1522,1470,-2.86,-1.03,-121.25,2.6082,2.2995,9.2460,0
3.534,23,-37,34,2.03,83.85,212.1,1522,1470,-2.86,-1.03,-121.25,2.6082,2.2995,9.2460,0
3.551,26,-37,34,2.29,83.85,212.1,1523,1471,-2.86,-1.03,-121.25,2.6082,2.2995,9.2460,0
3.568,28,-37,34,2.47,83.85,212.1,1522,1471,-2.86,-1.03,-121.25,2.6082,2.2995,9.2460,0
3.585,31,-37,34,2.74,83.85,212.1,1526,1471,-2.86,-1.03,-121.25,2.6082,2.2995,9.2460,0
3.602,34,-37,34,3.00,83.85,212.1,1528,1471,-2.86,-1.03,-121.25,2.6082,2.2995,9.2460,0
3.619,36,-37,34,3.18,83.85,212.1,1525,1471,-2.86,-1.03,-121.25,2.6082,2.2995,9.2460,0
3.636,40,-37,34,3.53,83.85,212.1,1532,1471,-2.86,-1.03,-121.25,2.6082,2.2995,9.2460,0
3.653,43,-38,33,3.91,86.39,212.4,1532,1466,-2.86,-1.03,-121.25,2.6082,2.2995,9.2460,0
3.670,43,-38,33,3.91,86.39,212.4,1522,1468,-2.54,-0.42,-121.24,2.6082,2.2995,9.2460,0
3.688,46,-38,33,4.18,86.39,212.4,1527,1469,-2.54,-0.42,-121.24,2.6082,2.2995,9.2460,0
3.705,52,-38,33,4.73,86.39,212.4,1541,1469,-2.54,-0.42,-121.24,2.6082,2.2995,9.2460,0
3.724,55,-37,34,4.85,83.85,212.1,1537,1474,-2.54,-0.42,-121.24,2.6082,2.2995,9.2460,0
3.741,57,-38,33,5.18,86.39,212.4,1533,1468,-2.54,-0.42,-121.24,2.9197,2.6960,8.4548,0
3.759,62,-38,33,5.64,86.39,212.4,1541,1469,-2.54,-0.42,-121.24,2.9197,2.6960,8.4548,0
3.777,64,-38,33,5.82,86.39,212.4,1535,1469,-2.54,-0.42,-121.24,2.9197,2.6960,8.4548,0
