attempt,align_time_s,total_abs_err_px,rms_vib
1,0.00,0,9.2602
2,2.78,24247,8.1704
3,1.45,9455,7.7799
4,2.41,14861,7.4901
5,5.39,45301,8.0242
6,3.94,27924,7.3403
7,2.08,13653,8.6622
8,1.48,8158,9.1609
9,0.85,3847,8.2200
10,0.78,3579,8.9863
11,1.20,5956,8.7327
12,2.89,17681,8.7683
