elapsed_s,err_x_px,err_pitch_px,target_roll_us,target_pitch_us,actual_roll_deg,actual_pitch_deg,vib_x,vib_y,vib_z,aligned
0.000,0,0,1500,1500,0.06,1.17,1.5157,3.7025,5.6955,0
0.017,0,0,1500,1500,0.06,1.17,1.5157,3.7025,5.6955,0
0.035,0,0,1500,1500,0.06,1.17,1.5157,3.7025,5.6955,0
0.052,0,0,1500,1500,0.06,1.17,1.5157,3.7025,5.6955,0
0.069,63,-23,1650,1350,0.06,1.17,1.5157,3.7025,5.6955,0
0.086,0,0,1650,1350,0.06,1.17,1.5157,3.7025,5.6955,0
0.103,63,-23,1522,1478,0.06,1.17,1.5157,3.7025,5.6955,0
0.120,63,-23,1522,1478,0.06,1.17,1.5157,3.7025,5.6955,0
0.137,0,0,1522,1478,0.06,1.17,1.5157,3.7025,5.6955,0
0.154,0,0,1522,1478,0.06,1.17,1.5157,3.7025,5.6955,0
0.171,0,0,1522,1478,0.06,1.17,1.5157,3.7025,5.6955,0
0.189,0,0,1522,1478,1.01,0.12,1.5157,3.7025,5.6955,0
0.206,0,0,1522,1478,1.01,0.12,1.5157,3.7025,5.6955,0
0.223,0,0,1500,1500,1.01,0.12,1.5157,3.7025,5.6955,0
0.240,64,-23,1530,1478,1.01,0.12,3.1581,3.8410,7.2317,0
0.257,0,0,1530,1478,1.01,0.12,3.1581,3.8410,7.2317,0
0.274,0,0,1530,1478,1.01,0.12,3.1581,3.8410,7.2317,0
0.291,0,0,1530,1478,1.01,0.12,3.1581,3.8410,7.2317,0
0.308,62,-23,1522,1478,1.01,0.12,3.1581,3.8410,7.2317,0
0.325,0,0,1522,1478,1.01,0.12,3.1581,3.8410,7.2317,0
0.342,0,0,1522,1478,1.01,0.12,3.1581,3.8410,7.2317,0
0.359,0,0,1522,1478,1.01,0.12,3.1581,3.8410,7.2317,0
0.376,0,0,1522,1478,1.01,0.12,3.1581,3.8410,7.2317,0
0.393,0,0,1522,1478,1.01,0.12,3.1581,3.8410,7.2317,0
0.410,0,0,1500,1500,1.01,0.12,3.1581,3.8410,7.2317,0
0.427,0,0,1500,1500,0.42,1.56,3.1581,3.8410,7.2317,0
0.444,0,0,1500,1500,0.42,1.56,3.1581,3.8410,7.2317,0
0.461,0,0,1500,1500,0.42,1.56,3.1581,3.8410,7.2317,0
0.478,0,0,1500,1500,0.42,1.56,3.1581,3.8410,7.2317,0
0.495,0,0,1500,1500,0.42,1.56,1.8250,3.5936,6.1997,0
0.512,56,-23,1412,1478,0.42,1.56,1.8250,3.5936,6.1997,1
0.629,0,0,1500,1500,0.42,1.56,1.8250,3.5936,6.1997,0
0.646,0,0,1500,1500,0.42,1.56,1.8250,3.5936,6.1997,0
0.663,49,-23,1600,1400,0.42,1.56,1.8250,3.5936,6.1997,1
0.680,0,0,1600,1400,-2.26,0.73,1.8250,3.5936,6.1997,0
0.697,0,0,1600,1400,-2.26,0.73,1.8250,3.5936,6.1997,0
0.714,47,-23,1500,1478,-2.26,0.73,1.8250,3.5936,6.1997,1
0.731,47,-22,1522,1522,-2.26,0.73,1.8250,3.5936,6.1997,1
0.749,0,0,1522,1522,-2.26,0.73,3.1956,3.0844,9.0188,0
0.766,45,-23,1478,1478,-2.26,0.73,3.1956,3.0844,9.0188,1
0.783,0,0,1478,1478,-2.26,0.73,3.1956,3.0844,9.0188,0
0.800,0,0,1478,1478,-2.26,0.73,3.1956,3.0844,9.0188,0
0.818,0,0,1478,1478,-2.26,0.73,3.1956,3.0844,9.0188,0
0.835,46,-22,1522,1478,-2.26,0.73,3.1956,3.0844,9.0188,1
0.852,0,0,1522,1478,-2.26,0.73,3.1956,3.0844,9.0188,0
0.869,0,0,1522,1478,-2.26,0.73,3.1956,3.0844,9.0188,0
0.886,45,-22,1522,1478,-2.26,0.73,3.1956,3.0844,9.0188,1
0.903,44,-23,1478,1478,-2.26,0.73,3.1956,3.0844,9.0188,1
0.920,0,0,1478,1478,-2.26,0.73,3.1956,3.0844,9.0188,0
0.937,43,-22,1500,1478,0.13,-0.44,3.1956,3.0844,9.0188,1
0.955,0,0,1500,1478,0.13,-0.44,3.1956,3.0844,9.0188,0
0.972,0,0,1500,1478,0.13,-0.44,3.1956,3.0844,9.0188,0
0.989,0,0,1500,1478,0.13,-0.44,3.2697,3.0496,9.6892,0
1.006,0,0,1500,1478,0.13,-0.44,3.2697,3.0496,9.6892,0
1.023,40,-22,1500,1478,0.13,-0.44,3.2697,3.0496,9.6892,1
1.040,40,-22,1522,1478,0.13,-0.44,3.2697,3.0496,9.6892,1
1.057,39,-21,1478,1522,0.13,-0.44,3.2697,3.0496,9.6892,1
1.074,38,-21,1478,1478,0.13,-0.44,3.2697,3.0496,9.6892,1
1.091,0,0,1478,1478,0.13,-0.44,3.2697,3.0496,9.6892,0
1.108,0,0,1478,1478,0.13,-0.44,3.2697,3.0496,9.6892,0
1.125,0,0,1478,1478,0.13,-0.44,3.2697,3.0496,9.6892,0
1.142,0,0,1478,1478,0.13,-0.44,3.2697,3.0496,9.6892,0
1.159,0,0,1478,1478,0.13,-0.44,3.2697,3.0496,9.6892,0
1.176,0,0,1500,1500,0.13,-0.44,3.2697,3.0496,9.6892,0
1.193,0,0,1500,1500,0.06,-0.00,3.2697,3.0496,9.6892,0
1.210,34,-21,1458,1478,0.06,-0.00,3.2697,3.0496,9.6892,1
1.227,0,0,1458,1478,0.06,-0.00,3.2697,3.0496,9.6892,0
1.244,33,-21,1500,1478,0.06,-0.00,2.4993,3.2049,7.6101,1
1.261,33,-21,1522,1478,0.06,-0.00,2.4993,3.2049,7.6101,1
1.278,32,-21,1478,1478,0.06,-0.00,2.4993,3.2049,7.6101,1
1.295,32,-21,1522,1478,0.06,-0.00,2.4993,3.2049,7.6101,1
1.312,0,0,1522,1478,0.06,-0.00,2.4993,3.2049,7.6101,0
1.329,0,0,1522,1478,0.06,-0.00,2.4993,3.2049,7.6101,0
1.346,0,0,1522,1478,0.06,-0.00,2.4993,3.2049,7.6101,0
1.363,29,-21,1478,1478,0.06,-0.00,2.4993,3.2049,7.6101,1
1.380,0,0,1478,1478,0.06,-0.00,2.4993,3.2049,7.6101,0
1.397,28,-20,1478,1478,0.06,-0.00,2.4993,3.2049,7.6101,1
1.414,0,0,1478,1478,0.06,-0.00,2.4993,3.2049,7.6101,0
1.431,27,-20,1478,1478,-0.02,0.11,2.4993,3.2049,7.6101,1
1.448,27,-20,1522,1478,-0.02,0.11,2.4993,3.2049,7.6101,1
1.465,0,0,1522,1478,-0.02,0.11,2.4993,3.2049,7.6101,0
1.482,0,0,1522,1478,-0.02,0.11,2.4993,3.2049,7.6101,0
1.500,0,0,1522,1478,-0.02,0.11,3.6442,2.9224,8.6324,0
1.517,0,0,1522,1478,-0.02,0.11,3.6442,2.9224,8.6324,0
1.534,0,0,1522,1478,-0.02,0.11,3.6442,2.9224,8.6324,0
1.551,22,-19,1478,1478,-0.02,0.11,3.6442,2.9224,8.6324,1
1.570,0,0,1478,1478,-0.02,0.11,3.6442,2.9224,8.6324,0
1.587,0,0,1478,1478,-0.02,0.11,3.6442,2.9224,8.6324,0
1.604,0,0,1478,1478,-0.02,0.11,3.6442,2.9224,8.6324,0
1.621,0,0,1478,1478,-0.02,0.11,3.6442,2.9224,8.6324,0
1.638,0,0,1478,1478,-0.02,0.11,3.6442,2.9224,8.6324,0
1.655,0,0,1500,1500,-0.02,0.11,3.6442,2.9224,8.6324,0
1.672,0,0,1500,1500,-0.02,0.11,3.6442,2.9224,8.6324,0
1.689,0,0,1500,1500,-0.07,0.16,3.6442,2.9224,8.6324,0
1.706,16,-17,1431,1522,-0.07,0.16,3.6442,2.9224,8.6324,1
1.724,15,-17,1478,1478,-0.07,0.16,3.6442,2.9224,8.6324,1
