attempt,align_time_s,total_abs_err_px,rms_vib
1,1.47,11857,7.6997
2,2.57,5039,7.6963
3,2.16,16026,7.8670
4,2.09,16074,7.7195
5,0.83,4043,7.4438
6,0.10,387,7.7533
7,8.05,64087,7.5931
8,0.75,1662,7.7203
9,0.02,0,8.4596
