attempt,align_time_s,total_abs_err_px,rms_vib
1,13.28,70354,8.6324
2,0.38,4723,9.3549
3,5.87,47736,8.3971
4,0.22,2701,7.9488
5,0.50,6390,7.6290
6,0.41,5428,8.5501
7,1.13,11181,8.4670
8,0.97,14514,8.0633
9,0.17,0,9.1474
10,0.91,12217,8.4751
11,0.36,4314,8.6480
12,0.58,2524,7.6825
13,2.29,8654,8.9015
14,0.02,0,8.7549
