elapsed_s,err_x_px,err_pitch_px,target_roll_us,target_pitch_us,actual_roll_deg,actual_pitch_deg,vib_x,vib_y,vib_z,aligned
0.002,205,-13,1600,1458,-0.97,-0.35,2.9351,3.3075,6.0865,0
0.021,203,-13,1566,1497,-0.97,-0.35,2.9351,3.3075,6.0865,0
0.039,200,-13,1558,1497,-0.97,-0.35,2.9351,3.3075,6.0865,0
0.057,200,-13,1575,1497,-0.97,-0.35,2.9351,3.3075,6.0865,0
0.074,198,-13,1562,1497,-0.97,-0.35,2.9351,3.3075,6.0865,0
0.091,197,-14,1568,1493,-0.97,-0.35,2.9351,3.3075,6.0865,0
0.110,195,-14,1562,1496,-0.97,-0.35,2.9351,3.3075,6.0865,0
0.127,194,-14,1567,1496,-0.97,-0.35,2.9351,3.3075,6.0865,0
0.147,193,-14,1566,1496,-0.75,-0.68,2.9351,3.3075,6.0865,0
0.165,192,-14,1567,1496,-0.75,-0.68,2.9351,3.3075,6.0865,0
0.182,191,-15,1565,1493,-0.75,-0.68,2.9351,3.3075,6.0865,0
0.200,191,-15,1571,1496,-0.75,-0.68,2.9191,3.0899,6.7376,0
0.218,190,-15,1565,1496,-0.75,-0.68,2.9191,3.0899,6.7376,0
0.236,189,-15,1565,1496,-0.75,-0.68,2.9191,3.0899,6.7376,0
0.253,188,-16,1564,1493,-0.75,-0.68,2.9191,3.0899,6.7376,0
0.272,185,-15,1553,1499,-0.75,-0.68,2.9191,3.0899,6.7376,0
0.289,184,-15,1563,1496,-0.75,-0.68,2.9191,3.0899,6.7376,0
0.306,183,-16,1562,1493,-0.75,-0.68,2.9191,3.0899,6.7376,0
0.323,182,-16,1562,1496,-0.75,-0.68,2.9191,3.0899,6.7376,0
0.341,182,-15,1568,1499,-0.75,-0.68,2.9191,3.0899,6.7376,0
0.360,181,-16,1562,1493,-0.75,-0.68,2.9191,3.0899,6.7376,0
0.378,180,-16,1562,1496,-0.75,-0.68,2.9191,3.0899,6.7376,0
0.395,180,-16,1567,1496,-0.89,-0.39,2.9191,3.0899,6.7376,0
0.415,179,-16,1562,1496,-0.89,-0.39,2.9191,3.0899,6.7376,0
0.436,178,-15,1562,1498,-0.89,-0.39,2.9191,3.0899,6.7376,0
0.453,177,-15,1560,1496,-0.89,-0.39,2.7141,3.2271,5.8359,0
0.472,176,-16,1560,1493,-0.89,-0.39,2.7141,3.2271,5.8359,0
0.489,174,-16,1554,1496,-0.89,-0.39,2.7141,3.2271,5.8359,0
0.507,174,-16,1565,1496,-0.89,-0.39,2.7141,3.2271,5.8359,0
0.524,172,-17,1552,1492,-0.89,-0.39,2.7141,3.2271,5.8359,0
0.542,172,-16,1564,1498,-0.89,-0.39,2.7141,3.2271,5.8359,0
0.559,170,-16,1552,1496,-0.89,-0.39,2.7141,3.2271,5.8359,0
0.577,169,-16,1557,1496,-0.89,-0.39,2.7141,3.2271,5.8359,0
0.595,168,-16,1557,1496,-0.89,-0.39,2.7141,3.2271,5.8359,0
0.613,165,-16,1544,1496,-0.89,-0.39,2.7141,3.2271,5.8359,0
0.637,165,-16,1561,1496,-1.16,-0.36,2.7141,3.2271,5.8359,0
0.656,164,-16,1557,1495,-1.16,-0.36,2.7141,3.2271,5.8359,0
0.674,163,-16,1555,1495,-1.16,-0.36,2.7141,3.2271,5.8359,0
0.692,162,-17,1555,1492,-1.16,-0.36,2.7928,3.1042,6.5143,0
0.709,160,-17,1548,1495,-1.16,-0.36,2.7928,3.1042,6.5143,0
0.727,159,-16,1553,1498,-1.16,-0.36,2.7928,3.1042,6.5143,0
0.744,157,-16,1547,1495,-1.16,-0.36,2.7928,3.1042,6.5143,0
0.761,156,-16,1552,1495,-1.16,-0.36,2.7928,3.1042,6.5143,0
0.778,154,-17,1546,1492,-1.16,-0.36,2.7928,3.1042,6.5143,0
0.797,152,-17,1546,1495,-1.16,-0.36,2.7928,3.1042,6.5143,0
0.814,150,-17,1544,1495,-1.16,-0.36,2.7928,3.1042,6.5143,0
0.835,149,-17,1550,1495,-1.16,-0.36,2.7928,3.1042,6.5143,0
0.855,148,-17,1550,1495,-1.16,-0.36,2.7928,3.1042,6.5143,0
0.873,146,-17,1544,1495,-1.16,-0.36,2.7928,3.1042,6.5143,0
0.891,144,-17,1543,1495,-1.23,-0.66,2.7928,3.1042,6.5143,0
0.909,142,-18,1541,1492,-1.23,-0.66,2.7928,3.1042,6.5143,0
0.926,141,-17,1547,1498,-1.23,-0.66,2.7928,3.1042,6.5143,0
0.944,140,-17,1547,1495,-1.23,-0.66,2.9615,3.3208,6.6970,0
0.962,139,-17,1546,1495,-1.23,-0.66,2.9615,3.3208,6.6970,0
0.980,137,-17,1540,1495,-1.23,-0.66,2.9615,3.3208,6.6970,0
1.000,137,-17,1551,1495,-1.23,-0.66,2.9615,3.3208,6.6970,0
1.017,137,-17,1551,1495,-1.23,-0.66,2.9615,3.3208,6.6970,0
1.035,137,-17,1551,1495,-1.23,-0.66,2.9615,3.3208,6.6970,0
1.053,137,-17,1551,1495,-1.23,-0.66,2.9615,3.3208,6.6970,0
1.072,137,-18,1551,1492,-1.23,-0.66,2.9615,3.3208,6.6970,0
1.090,137,-18,1551,1495,-1.23,-0.66,2.9615,3.3208,6.6970,0
1.107,137,-17,1551,1498,-1.23,-0.66,2.9615,3.3208,6.6970,0
1.124,137,-17,1551,1495,-1.23,-0.66,2.9615,3.3208,6.6970,0
1.142,137,-16,1551,1498,-1.05,-0.49,2.9615,3.3208,6.6970,0
1.159,137,-16,1551,1495,-1.05,-0.49,2.9615,3.3208,6.6970,0
1.179,137,-16,1551,1495,-1.05,-0.49,2.9615,3.3208,6.6970,0
1.199,137,-17,1551,1492,-1.05,-0.49,2.6851,3.4458,5.7328,0
1.217,136,-17,1545,1495,-1.05,-0.49,2.6851,3.4458,5.7328,0
1.234,136,-17,1551,1495,-1.05,-0.49,2.6851,3.4458,5.7328,0
1.253,136,-17,1551,1495,-1.05,-0.49,2.6851,3.4458,5.7328,0
1.270,135,-16,1545,1498,-1.05,-0.49,2.6851,3.4458,5.7328,0
1.287,135,-16,1550,1495,-1.05,-0.49,2.6851,3.4458,5.7328,0
1.304,135,-16,1550,1495,-1.05,-0.49,2.6851,3.4458,5.7328,0
1.322,134,-17,1544,1492,-1.05,-0.49,2.6851,3.4458,5.7328,0
1.341,134,-16,1550,1498,-1.05,-0.49,2.6851,3.4458,5.7328,0
