attempt,align_time_s,total_abs_err_px,rms_vib
1,6.24,48661,8.7173
2,0.02,0,8.9707
3,0.02,0,8.9707
4,2.39,19130,8.6019
5,0.09,264,9.4367
6,37.74,257306,10.8499
7,5.73,41221,8.8739
