elapsed_s,err_x_px,err_y_px,err_pitch_px,target_roll_us,target_pitch_us,actual_roll_deg,actual_pitch_deg,vib_x,vib_y,vib_z,aligned
0.001,89,49,-20,1526,1498,-0.29,-0.36,0.0000,0.0000,0.0000,0
0.019,91,49,-19,1527,1499,-0.29,-0.36,0.0000,0.0000,0.0000,0
0.037,91,49,-20,1527,1498,-0.29,-0.36,0.0000,0.0000,0.0000,0
0.058,93,48,-20,1527,1498,-0.29,-0.36,0.0000,0.0000,0.0000,0
0.078,94,48,-20,1528,1498,-0.29,-0.36,0.0000,0.0000,0.0000,0
0.096,94,47,-19,1528,1499,-0.29,-0.36,0.0000,0.0000,0.0000,0
0.114,95,45,-20,1528,1498,0.35,-0.33,0.0000,0.0000,0.0000,0
0.131,95,45,-20,1528,1498,0.35,-0.33,0.0000,0.0000,0.0000,0
0.151,95,44,-20,1528,1498,0.35,-0.33,0.0000,0.0000,0.0000,0
0.168,96,43,-21,1528,1498,0.35,-0.33,0.0000,0.0000,0.0000,0
0.186,96,42,-20,1528,1498,0.35,-0.33,0.0000,0.0000,0.0000,0
0.204,96,41,-20,1528,1498,0.35,-0.33,0.0000,0.0000,0.0000,0
0.222,95,39,-20,1528,1498,0.35,-0.33,0.0000,0.0000,0.0000,0
0.239,95,38,-20,1528,1498,0.35,-0.33,0.0000,0.0000,0.0000,0
0.256,94,37,-21,1528,1498,0.35,-0.33,0.0000,0.0000,0.0000,0
0.273,94,36,-21,1528,1498,0.35,-0.33,0.0000,0.0000,0.0000,0
0.295,93,35,-21,1527,1498,0.35,-0.33,0.0000,0.0000,0.0000,0
0.313,94,34,-20,1528,1498,0.35,-0.33,0.0000,0.0000,0.0000,0
0.330,94,33,-21,1528,1498,0.35,-0.33,0.0000,0.0000,0.0000,0
0.347,95,32,-20,1528,1498,0.35,-0.33,0.0000,0.0000,0.0000,0
0.364,95,31,-21,1528,1498,1.65,-0.87,0.0000,0.0000,0.0000,0
0.382,95,30,-21,1528,1498,1.65,-0.87,0.0000,0.0000,0.0000,0
0.401,95,29,-21,1528,1498,1.65,-0.87,0.0000,0.0000,0.0000,0
0.418,95,28,-20,1528,1498,1.65,-0.87,0.0000,0.0000,0.0000,0
0.435,95,28,-21,1528,1498,1.65,-0.87,0.0000,0.0000,0.0000,0
0.454,96,27,-21,1528,1498,1.65,-0.87,0.0000,0.0000,0.0000,0
0.471,96,27,-21,1528,1498,1.65,-0.87,0.0000,0.0000,0.0000,0
0.489,96,26,-21,1528,1498,1.65,-0.87,0.0000,0.0000,0.0000,0
0.507,97,26,-21,1529,1498,1.65,-0.87,0.0000,0.0000,0.0000,0
0.524,97,27,-21,1529,1498,1.65,-0.87,0.0000,0.0000,0.0000,0
0.543,98,27,-20,1529,1498,1.65,-0.87,0.0000,0.0000,0.0000,0
0.561,99,27,-21,1529,1498,1.65,-0.87,0.0000,0.0000,0.0000,0
0.580,99,27,-21,1529,1498,1.65,-0.87,0.0000,0.0000,0.0000,0
0.599,100,28,-22,1530,1498,1.65,-0.87,0.0000,0.0000,0.0000,0
0.616,101,28,-21,1530,1498,1.99,-0.76,0.0000,0.0000,0.0000,0
0.636,101,28,-21,1530,1498,1.99,-0.76,0.0000,0.0000,0.0000,0
0.653,102,29,-21,1530,1498,1.99,-0.76,0.0000,0.0000,0.0000,0
0.671,102,30,-21,1530,1498,1.99,-0.76,0.0000,0.0000,0.0000,0
0.689,103,30,-21,1530,1498,1.99,-0.76,0.0000,0.0000,0.0000,0
0.706,102,30,-22,1530,1498,1.99,-0.76,0.0000,0.0000,0.0000,0
0.724,103,30,-21,1530,1498,1.99,-0.76,0.0000,0.0000,0.0000,0
0.742,103,31,-21,1530,1498,1.99,-0.76,0.0000,0.0000,0.0000,0
0.760,103,31,-21,1530,1498,1.99,-0.76,0.0000,0.0000,0.0000,0
0.779,103,31,-21,1530,1498,1.99,-0.76,0.0000,0.0000,0.0000,0
0.797,102,31,-21,1530,1498,1.99,-0.76,0.0000,0.0000,0.0000,0
0.816,102,31,-21,1530,1498,1.99,-0.76,0.0000,0.0000,0.0000,0
0.833,101,31,-21,1530,1498,1.99,-0.76,0.0000,0.0000,0.0000,0
0.851,101,31,-21,1530,1498,1.99,-0.76,0.0000,0.0000,0.0000,0
0.868,101,31,-21,1530,1498,1.57,-0.66,0.0000,0.0000,0.0000,0
0.886,100,31,-21,1530,1498,1.57,-0.66,0.0000,0.0000,0.0000,0
0.903,99,31,-21,1529,1498,1.57,-0.66,0.0000,0.0000,0.0000,0
0.921,99,31,-21,1529,1498,1.57,-0.66,0.0000,0.0000,0.0000,0
0.939,98,32,-22,1529,1498,1.57,-0.66,0.0000,0.0000,0.0000,0
0.956,98,33,-22,1529,1498,1.57,-0.66,0.0000,0.0000,0.0000,0
0.973,98,33,-22,1529,1498,1.57,-0.66,0.0000,0.0000,0.0000,0
0.994,98,34,-22,1529,1498,1.57,-0.66,0.0000,0.0000,0.0000,0
1.012,97,34,-22,1529,1498,1.57,-0.66,0.0000,0.0000,0.0000,0
1.029,97,35,-22,1529,1498,1.57,-0.66,0.0000,0.0000,0.0000,0
1.047,97,34,-22,1529,1498,1.57,-0.66,0.0000,0.0000,0.0000,0
1.064,95,34,-23,1528,1498,1.57,-0.66,0.0000,0.0000,0.0000,0
1.084,93,34,-23,1527,1498,1.57,-0.66,0.0000,0.0000,0.0000,0
1.102,93,33,-23,1527,1498,1.57,-0.66,0.0000,0.0000,0.0000,0
1.120,91,32,-23,1527,1498,0.75,-0.65,0.0000,0.0000,0.0000,0
1.138,90,30,-23,1527,1498,0.75,-0.65,0.0000,0.0000,0.0000,0
1.155,88,29,-23,1526,1498,0.75,-0.65,0.0000,0.0000,0.0000,0
1.172,86,28,-23,1525,1498,0.75,-0.65,0.0000,0.0000,0.0000,0
1.190,85,28,-23,1525,1498,0.75,-0.65,0.0000,0.0000,0.0000,0
1.207,83,27,-23,1524,1498,0.75,-0.65,0.0000,0.0000,0.0000,0
1.225,79,25,-23,1523,1498,0.75,-0.65,0.0000,0.0000,0.0000,0
1.242,77,24,-23,1523,1498,0.75,-0.65,0.0000,0.0000,0.0000,0
1.260,75,23,-24,1522,1498,0.75,-0.65,0.0000,0.0000,0.0000,0
1.278,72,23,-24,1521,1498,0.75,-0.65,0.0000,0.0000,0.0000,0
1.296,71,22,-24,1521,1498,0.75,-0.65,0.0000,0.0000,0.0000,0
1.313,69,20,-24,1520,1498,0.75,-0.65,0.0000,0.0000,0.0000,0
1.331,67,20,-23,1520,1498,0.75,-0.65,0.0000,0.0000,0.0000,0
1.348,66,20,-24,1519,1498,0.75,-0.65,0.0000,0.0000,0.0000,0
