attempt,align_time_s,total_abs_err_px,rms_vib
1,0.00,0,8.0632
2,2.49,18031,7.9409
3,1.97,12403,7.6925
4,4.20,28060,8.9051
5,1.37,6053,7.9922
6,1.94,15665,7.8751
7,2.29,22228,7.5478
8,5.16,16040,8.4316
9,0.05,140,9.1330
10,2.23,19761,8.7035
11,1.99,21184,8.0499
12,7.21,70312,8.7711
13,1.85,13562,7.9111
14,9.26,64735,7.9170
