attempt,align_time_s,total_abs_err_px,rms_vib
1,0.00,0,7.9471
2,1.28,5757,8.7925
3,1.17,7180,9.8193
4,2.37,18102,8.0199
5,0.64,3073,9.3021
6,2.69,22578,9.2441
7,1.01,4751,8.0148
8,2.08,16601,7.9557
9,0.96,4651,9.9884
10,3.44,24225,10.3703
11,0.41,1788,7.4811
12,2.63,19092,9.3906
13,1.11,3963,10.0690
14,4.83,28034,10.1396
15,0.49,2600,10.4967
16,0.82,4007,12.7576
17,0.76,4823,9.2372
18,1.95,15862,8.3550
19,3.36,16750,9.9834
20,1.66,10938,10.0917
