elapsed_s,err_x_px,err_pitch_px,target_roll_us,target_pitch_us,actual_roll_deg,actual_pitch_deg,vib_x,vib_y,vib_z,aligned
0.000,0,0,1500,1500,-0.81,-0.52,2.3200,3.4872,5.2671,0
0.018,0,0,1500,1500,-0.81,-0.52,2.3200,3.4872,5.2671,0
0.035,0,0,1500,1500,-0.81,-0.52,2.3200,3.4872,5.2671,0
0.052,0,0,1500,1500,-0.81,-0.52,2.3200,3.4872,5.2671,0
0.069,0,0,1500,1500,-0.81,-0.52,2.3200,3.4872,5.2671,0
0.087,0,0,1500,1500,-0.81,-0.52,2.3200,3.4872,5.2671,0
0.104,0,0,1500,1500,-0.81,-0.52,2.3200,3.4872,5.2671,0
0.121,0,0,1500,1500,-0.81,-0.52,2.3200,3.4872,5.2671,0
0.138,0,0,1500,1500,-1.08,-0.33,2.3200,3.4872,5.2671,0
0.155,0,0,1500,1500,-1.08,-0.33,2.3200,3.4872,5.2671,0
0.172,0,0,1500,1500,-1.08,-0.33,2.3200,3.4872,5.2671,0
0.189,0,0,1500,1500,-1.08,-0.33,2.3200,3.4872,5.2671,0
0.207,0,0,1500,1500,-1.08,-0.33,2.3200,3.4872,5.2671,0
0.225,0,0,1500,1500,-1.08,-0.33,2.3200,3.4872,5.2671,0
0.243,0,0,1500,1500,-1.08,-0.33,2.3200,3.4872,5.2671,0
0.260,0,0,1500,1500,-1.08,-0.33,2.3200,3.4872,5.2671,0
0.277,0,0,1500,1500,-1.08,-0.33,2.3200,3.4872,5.2671,0
0.295,0,0,1500,1500,-1.08,-0.33,2.3200,3.4872,5.2671,0
0.312,0,0,1500,1500,-1.08,-0.33,2.3200,3.4872,5.2671,0
0.329,0,0,1500,1500,-1.08,-0.33,2.3200,3.4872,5.2671,0
0.346,0,0,1500,1500,-1.08,-0.33,2.3200,3.4872,5.2671,0
0.364,0,0,1500,1500,-1.08,-0.33,2.3200,3.4872,5.2671,0
0.381,0,0,1500,1500,-1.08,-0.33,2.3200,3.4872,5.2671,0
0.398,0,0,1500,1500,-1.08,-0.33,2.3200,3.4872,5.2671,0
0.416,0,0,1500,1500,-1.08,-0.33,2.3200,3.4872,5.2671,0
0.434,0,0,1500,1500,-1.08,-0.33,1.9753,4.0531,4.4483,0
0.452,0,0,1500,1500,-0.81,-0.52,1.9753,4.0531,4.4483,0
0.469,0,0,1500,1500,-0.81,-0.52,1.9753,4.0531,4.4483,0
0.486,0,0,1500,1500,-0.81,-0.52,1.9753,4.0531,4.4483,0
0.504,0,0,1500,1500,-0.81,-0.52,1.9753,4.0531,4.4483,0
0.521,0,0,1500,1500,-0.81,-0.52,1.9753,4.0531,4.4483,0
0.540,0,0,1500,1500,-0.81,-0.52,1.9753,4.0531,4.4483,0
0.558,0,0,1500,1500,-0.81,-0.52,1.9753,4.0531,4.4483,0
0.575,0,0,1500,1500,-0.81,-0.52,1.9753,4.0531,4.4483,0
0.592,0,0,1500,1500,-0.81,-0.52,1.9753,4.0531,4.4483,0
0.609,0,0,1500,1500,-0.81,-0.52,1.9753,4.0531,4.4483,0
0.627,0,0,1500,1500,-0.81,-0.52,1.9753,4.0531,4.4483,0
0.644,0,0,1500,1500,-0.63,-0.47,1.9753,4.0531,4.4483,0
0.661,0,0,1500,1500,-0.63,-0.47,1.9753,4.0531,4.4483,0
0.678,0,0,1500,1500,-0.63,-0.47,1.9753,4.0531,4.4483,0
0.696,0,0,1500,1500,-0.63,-0.47,1.9753,4.0531,4.4483,0
0.713,0,0,1500,1500,-0.63,-0.47,1.9753,4.0531,4.4483,0
0.730,0,0,1500,1500,-0.63,-0.47,1.9753,4.0531,4.4483,0
0.747,0,0,1500,1500,-0.63,-0.47,1.9753,4.0531,4.4483,0
0.765,0,0,1500,1500,-0.63,-0.47,1.9753,4.0531,4.4483,0
0.783,0,0,1500,1500,-0.63,-0.47,1.9753,4.0531,4.4483,0
0.801,0,0,1500,1500,-0.63,-0.47,1.9753,4.0531,4.4483,0
0.818,0,0,1500,1500,-0.63,-0.47,1.9753,4.0531,4.4483,0
0.838,0,0,1500,1500,-0.63,-0.47,1.9753,4.0531,4.4483,0
0.855,0,0,1500,1500,-0.63,-0.47,1.9753,4.0531,4.4483,0
0.872,0,0,1500,1500,-0.63,-0.47,1.9753,4.0531,4.4483,0
0.889,0,0,1500,1500,-0.40,-0.45,1.9753,4.0531,4.4483,0
0.908,0,0,1500,1500,-0.40,-0.45,1.9753,4.0531,4.4483,0
0.926,0,0,1500,1500,-0.40,-0.45,1.9753,4.0531,4.4483,0
0.945,0,0,1500,1500,-0.40,-0.45,2.9506,3.5003,7.4379,0
0.963,0,0,1500,1500,-0.40,-0.45,2.9506,3.5003,7.4379,0
0.981,0,0,1500,1500,-0.40,-0.45,2.9506,3.5003,7.4379,0
0.998,0,0,1500,1500,-0.40,-0.45,2.9506,3.5003,7.4379,0
1.016,0,0,1500,1500,-0.40,-0.45,2.9506,3.5003,7.4379,0
1.033,0,0,1500,1500,-0.40,-0.45,2.9506,3.5003,7.4379,0
1.050,0,0,1500,1500,-0.40,-0.45,2.9506,3.5003,7.4379,0
1.068,0,0,1500,1500,-0.40,-0.45,2.9506,3.5003,7.4379,0
1.087,0,0,1500,1500,-0.40,-0.45,2.9506,3.5003,7.4379,0
1.104,0,0,1500,1500,-0.40,-0.45,2.9506,3.5003,7.4379,0
1.121,0,0,1500,1500,-0.40,-0.45,2.9506,3.5003,7.4379,0
