elapsed_s,err_x_px,err_pitch_px,target_roll_us,target_pitch_us,actual_roll_deg,actual_pitch_deg,vib_x,vib_y,vib_z,aligned
0.000,-38,-7,1400,1478,-1.37,-0.54,2.6204,4.3018,5.6170,1
0.018,-38,-8,1493,1496,-1.37,-0.54,2.6204,4.3018,5.6170,1
0.036,-39,-8,1487,1499,-1.37,-0.54,2.6204,4.3018,5.6170,1
0.054,-40,-7,1487,1501,-1.37,-0.54,2.6204,4.3018,5.6170,1
0.071,-40,-7,1492,1499,-1.37,-0.54,2.6204,4.3018,5.6170,1
0.089,-40,-7,1492,1499,-1.37,-0.54,2.6204,4.3018,5.6170,1
0.106,-40,-7,1492,1499,-1.37,-0.54,2.6204,4.3018,5.6170,1
0.123,-41,-7,1487,1499,-1.37,-0.54,2.6204,4.3018,5.6170,1
0.141,-42,-7,1486,1499,-0.99,-0.66,2.6204,4.3018,5.6170,1
0.158,-44,-8,1480,1496,-0.99,-0.66,2.6204,4.3018,5.6170,1
0.175,-44,-8,1492,1499,-0.99,-0.66,2.6204,4.3018,5.6170,1
0.193,-45,-8,1486,1499,-0.99,-0.66,2.4699,4.7743,4.8662,1
0.212,-45,-8,1491,1499,-0.99,-0.66,2.4699,4.7743,4.8662,1
0.229,-46,-8,1486,1499,-0.99,-0.66,2.4699,4.7743,4.8662,1
0.247,-46,-9,1491,1496,-0.99,-0.66,2.4699,4.7743,4.8662,1
0.264,-46,-8,1491,1501,-0.99,-0.66,2.4699,4.7743,4.8662,1
0.281,-47,-9,1485,1496,-0.99,-0.66,2.4699,4.7743,4.8662,1
0.300,-47,-9,1491,1499,-0.99,-0.66,2.4699,4.7743,4.8662,1
0.318,-48,-9,1486,1499,-0.99,-0.66,2.4699,4.7743,4.8662,1
0.336,-48,-9,1491,1499,-0.99,-0.66,2.4699,4.7743,4.8662,1
0.354,-48,-11,1491,1492,-0.99,-0.66,2.4699,4.7743,4.8662,1
0.371,-48,-11,1491,1498,-0.99,-0.66,2.4699,4.7743,4.8662,1
0.389,-47,-11,1496,1498,-0.51,-1.16,2.4699,4.7743,4.8662,1
0.407,-47,-11,1491,1498,-0.51,-1.16,2.4699,4.7743,4.8662,1
0.424,-46,-11,1497,1498,-0.51,-1.16,2.4699,4.7743,4.8662,1
0.442,-46,-11,1491,1498,-0.51,-1.16,2.4699,4.7743,4.8662,1
0.459,-45,-12,1497,1495,-0.51,-1.16,2.5942,4.5720,7.7678,1
0.478,-44,-11,1497,1500,-0.51,-1.16,2.5942,4.5720,7.7678,1
0.495,-43,-11,1497,1498,-0.51,-1.16,2.5942,4.5720,7.7678,1
0.513,-41,-10,1502,1500,-0.51,-1.16,2.5942,4.5720,7.7678,1
0.530,-40,-10,1498,1498,-0.51,-1.16,2.5942,4.5720,7.7678,1
0.547,-39,-10,1498,1498,-0.51,-1.16,2.5942,4.5720,7.7678,1
0.566,-38,-10,1498,1498,-0.51,-1.16,2.5942,4.5720,7.7678,1
0.584,-37,-10,1499,1498,-0.51,-1.16,2.5942,4.5720,7.7678,1
0.603,-36,-10,1498,1498,-0.51,-1.16,2.5942,4.5720,7.7678,1
0.622,-35,-10,1498,1498,-0.51,-1.16,2.5942,4.5720,7.7678,1
0.640,-35,-10,1493,1498,-0.67,-0.83,2.5942,4.5720,7.7678,1
0.657,-34,-10,1499,1498,-0.67,-0.83,2.5942,4.5720,7.7678,1
0.674,-33,-10,1499,1498,-0.67,-0.83,2.5942,4.5720,7.7678,1
0.695,-32,-11,1499,1496,-0.67,-0.83,2.7086,5.0462,6.1999,1
0.712,-31,-11,1500,1498,-0.67,-0.83,2.7086,5.0462,6.1999,1
0.729,-30,-11,1500,1498,-0.67,-0.83,2.7086,5.0462,6.1999,1
0.746,-29,-11,1500,1498,-0.67,-0.83,2.7086,5.0462,6.1999,1
0.764,-28,-11,1500,1498,-0.67,-0.83,2.7086,5.0462,6.1999,1
0.782,-27,-11,1500,1498,-0.67,-0.83,2.7086,5.0462,6.1999,1
0.799,-26,-11,1500,1498,-0.67,-0.83,2.7086,5.0462,6.1999,1
0.818,-24,-11,1506,1498,-0.67,-0.83,2.7086,5.0462,6.1999,1
0.839,-24,-11,1495,1498,-0.67,-0.83,2.7086,5.0462,6.1999,1
0.857,-22,-11,1504,1498,-0.67,-0.83,2.7086,5.0462,6.1999,1
0.875,-21,-11,1501,1498,-0.67,-0.83,2.7086,5.0462,6.1999,1
0.892,-21,-11,1496,1498,-0.90,-0.79,2.7086,5.0462,6.1999,1
0.910,-21,-11,1496,1498,-0.90,-0.79,2.7086,5.0462,6.1999,1
0.927,-20,-11,1501,1498,-0.90,-0.79,2.7086,5.0462,6.1999,1
0.944,-19,-11,1501,1498,-0.90,-0.79,2.6205,4.6446,6.2822,1
0.962,-16,-12,1514,1495,-0.90,-0.79,2.6205,4.6446,6.2822,1
0.979,-15,-11,1502,1500,-0.90,-0.79,2.6205,4.6446,6.2822,1
0.996,-12,-12,1514,1495,-0.90,-0.79,2.6205,4.6446,6.2822,1
1.013,-10,-11,1509,1500,-0.90,-0.79,2.6205,4.6446,6.2822,1
1.031,-9,-11,1503,1498,-0.90,-0.79,2.6205,4.6446,6.2822,1
1.049,-8,-11,1503,1498,-0.90,-0.79,2.6205,4.6446,6.2822,1
1.067,-7,-11,1503,1498,-0.90,-0.79,2.6205,4.6446,6.2822,1
1.084,-6,-12,1504,1495,-0.90,-0.79,2.6205,4.6446,6.2822,1
1.103,-4,-12,1510,1498,-0.90,-0.79,2.6205,4.6446,6.2822,1
1.120,-2,-12,1509,1498,-0.90,-0.79,2.6205,4.6446,6.2822,1
1.138,-1,-12,1505,1498,-0.62,-1.19,2.6205,4.6446,6.2822,1
1.156,1,-12,1511,1498,-0.62,-1.19,2.6205,4.6446,6.2822,1
1.174,2,-13,1505,1495,-0.62,-1.19,2.6205,4.6446,6.2822,1
1.192,3,-12,1505,1500,-0.62,-1.19,2.7480,3.9946,7.9746,1
1.210,4,-12,1506,1498,-0.62,-1.19,2.7480,3.9946,7.9746,1
1.227,5,-12,1506,1498,-0.62,-1.19,2.7480,3.9946,7.9746,1
1.245,7,-12,1512,1498,-0.62,-1.19,2.7480,3.9946,7.9746,1
1.262,9,-12,1513,1498,-0.62,-1.19,2.7480,3.9946,7.9746,1
1.279,11,-12,1513,1498,-0.62,-1.19,2.7480,3.9946,7.9746,1
1.296,12,-12,1507,1498,-0.62,-1.19,2.7480,3.9946,7.9746,1
1.313,14,-12,1514,1498,-0.62,-1.19,2.7480,3.9946,7.9746,1
1.331,16,-13,1514,1495,-0.62,-1.19,2.7480,3.9946,7.9746,1
1.348,17,-13,1509,1498,-0.62,-1.19,2.7480,3.9946,7.9746,1
1.366,19,-13,1514,1498,-0.62,-1.19,2.7480,3.9946,7.9746,1
1.383,21,-12,1515,1500,-0.44,-1.33,2.7480,3.9946,7.9746,1
1.401,23,-12,1515,1498,-0.44,-1.33,2.7480,3.9946,7.9746,1
1.419,24,-12,1510,1498,-0.44,-1.33,2.7480,3.9946,7.9746,1
1.437,25,-12,1510,1498,-0.44,-1.33,2.7480,3.9946,7.9746,1
1.456,27,-12,1515,1498,-0.44,-1.33,2.7789,4.2223,7.8710,1
1.475,28,-12,1510,1498,-0.44,-1.33,2.7789,4.2223,7.8710,1
1.493,30,-12,1517,1498,-0.44,-1.33,2.7789,4.2223,7.8710,1
