attempt,align_time_s,total_abs_err_x_px,total_abs_err_y_px,total_abs_err_pitch_px,mean_vib_x,mean_vib_y,mean_vib_z
1,0.00,0,0,0,2.4604,3.4231,8.9066
2,0.05,22,70,63,2.5797,3.7748,9.0834
3,0.05,34,80,63,2.5762,3.8462,9.6100
4,0.02,0,0,0,2.5693,3.9888,10.6633
5,1.81,9140,4974,1890,2.5120,3.8882,9.1505
6,4.95,9175,3300,9354,2.3930,3.5082,8.5954
7,0.07,11,6,93,2.2560,3.5083,7.4882
8,0.23,786,352,229,2.1012,4.1092,7.4570
