attempt,align_time_s,total_abs_err_px,rms_vib
1,0.00,0,7.5447
2,0.87,3890,9.4825
3,1.73,11036,10.9243
4,0.91,4493,9.0360
5,0.04,68,9.4022
6,0.02,0,9.4022
7,0.09,213,9.0317
8,0.25,560,9.3594
9,0.02,0,9.4873
10,3.69,9573,8.7393
11,0.77,3875,8.2232
12,3.59,33807,8.7985
13,0.87,2962,14.9923
14,1.90,16688,9.1201
15,3.85,7933,8.9523
16,1.25,6876,7.5921
17,1.65,9216,8.0982
18,0.04,73,10.6391
19,10.99,44240,8.6914
20,3.06,19533,13.7867
21,0.05,170,13.2898
22,0.21,1048,11.2483
