elapsed_s,err_x_px,err_pitch_px,target_roll_us,target_pitch_us,actual_roll_deg,actual_pitch_deg,vib_x,vib_y,vib_z,aligned
0.017,-9,-30,1500,1500,-0.66,0.20,2.4634,3.9624,6.9265,1
0.035,-8,-30,1500,1500,-0.66,0.20,2.4634,3.9624,6.9265,1
0.052,-7,-30,1500,1500,-0.66,0.20,2.4634,3.9624,6.9265,1
0.070,-7,-30,1500,1500,-0.66,0.20,2.4634,3.9624,6.9265,1
0.087,-6,-30,1500,1500,-0.66,0.20,2.4634,3.9624,6.9265,1
0.104,-5,-30,1500,1500,-0.66,0.20,2.4634,3.9624,6.9265,1
0.122,-5,-30,1500,1500,-0.66,0.20,2.4634,3.9624,6.9265,1
0.139,-4,-30,1500,1500,-0.66,0.20,2.4634,3.9624,6.9265,1
0.157,-3,-30,1500,1500,-0.37,0.24,2.4634,3.9624,6.9265,1
0.174,-2,-30,1500,1500,-0.37,0.24,2.4634,3.9624,6.9265,1
0.193,-1,-30,1500,1500,-0.37,0.24,2.4634,3.9624,6.9265,1
0.211,0,-30,1500,1500,-0.37,0.24,2.4634,3.9624,6.9265,1
0.229,0,-30,1500,1500,-0.37,0.24,2.3618,4.3517,5.7887,1
0.248,1,-31,1500,1500,-0.37,0.24,2.3618,4.3517,5.7887,0
0.265,3,-30,1500,1500,-0.37,0.24,2.3618,4.3517,5.7887,1
0.284,3,-30,1500,1500,-0.37,0.24,2.3618,4.3517,5.7887,1
0.301,4,-30,1500,1500,-0.37,0.24,2.3618,4.3517,5.7887,1
0.318,4,-29,1500,1500,-0.37,0.24,2.3618,4.3517,5.7887,1
0.335,4,-30,1500,1500,-0.37,0.24,2.3618,4.3517,5.7887,1
0.353,3,-29,1500,1500,-0.37,0.24,2.3618,4.3517,5.7887,1
0.371,3,-30,1500,1500,-0.37,0.24,2.3618,4.3517,5.7887,1
0.389,2,-29,1500,1500,-0.37,0.24,2.3618,4.3517,5.7887,1
0.406,2,-29,1500,1500,0.19,0.36,2.3618,4.3517,5.7887,1
0.423,2,-29,1500,1500,0.19,0.36,2.3618,4.3517,5.7887,1
0.442,2,-29,1500,1500,0.19,0.36,2.3618,4.3517,5.7887,1
0.459,3,-29,1500,1500,0.19,0.36,2.3618,4.3517,5.7887,1
0.477,4,-29,1500,1500,0.19,0.36,3.0348,3.4899,9.5454,1
0.494,5,-29,1500,1500,0.19,0.36,3.0348,3.4899,9.5454,1
0.512,6,-28,1500,1500,0.19,0.36,3.0348,3.4899,9.5454,1
0.529,9,-29,1500,1500,0.19,0.36,3.0348,3.4899,9.5454,1
0.547,10,-29,1500,1500,0.19,0.36,3.0348,3.4899,9.5454,1
0.565,11,-29,1500,1500,0.19,0.36,3.0348,3.4899,9.5454,1
0.583,12,-30,1500,1500,0.19,0.36,3.0348,3.4899,9.5454,1
0.601,13,-29,1500,1500,0.19,0.36,3.0348,3.4899,9.5454,1
0.618,13,-29,1500,1500,0.19,0.36,3.0348,3.4899,9.5454,1
0.636,14,-29,1500,1500,0.19,0.36,3.0348,3.4899,9.5454,1
0.654,15,-29,1500,1500,-0.06,0.31,3.0348,3.4899,9.5454,1
0.671,15,-29,1500,1500,-0.06,0.31,3.0348,3.4899,9.5454,1
0.688,17,-29,1500,1500,-0.06,0.31,3.0348,3.4899,9.5454,1
0.706,18,-28,1500,1500,-0.06,0.31,3.0348,3.4899,9.5454,1
0.723,20,-27,1500,1500,-0.06,0.31,2.8095,3.8283,9.5919,1
0.740,23,-27,1500,1500,-0.06,0.31,2.8095,3.8283,9.5919,1
0.758,24,-28,1500,1500,-0.06,0.31,2.8095,3.8283,9.5919,1
0.775,25,-27,1500,1500,-0.06,0.31,2.8095,3.8283,9.5919,1
0.793,29,-27,1500,1500,-0.06,0.31,2.8095,3.8283,9.5919,1
0.811,31,-27,1500,1500,-0.06,0.31,2.8095,3.8283,9.5919,1
0.830,32,-27,1500,1500,-0.06,0.31,2.8095,3.8283,9.5919,1
0.848,34,-27,1500,1500,-0.06,0.31,2.8095,3.8283,9.5919,1
0.866,36,-28,1500,1500,-0.06,0.31,2.8095,3.8283,9.5919,1
0.884,38,-28,1500,1500,-0.06,0.31,2.8095,3.8283,9.5919,1
0.902,40,-28,1500,1500,-0.06,0.31,2.8095,3.8283,9.5919,1
0.919,42,-28,1500,1500,0.23,0.23,2.8095,3.8283,9.5919,1
0.936,43,-27,1500,1500,0.23,0.23,2.8095,3.8283,9.5919,1
0.956,45,-26,1500,1500,0.23,0.23,2.8095,3.8283,9.5919,1
0.975,48,-26,1500,1500,0.23,0.23,2.7858,3.6745,8.6884,1
0.993,50,-25,1500,1500,0.23,0.23,2.7858,3.6745,8.6884,1
1.010,53,-26,1500,1500,0.23,0.23,2.7858,3.6745,8.6884,1
1.028,58,-26,1500,1500,0.23,0.23,2.7858,3.6745,8.6884,1
1.045,60,-26,1500,1500,0.23,0.23,2.7858,3.6745,8.6884,1
1.062,63,-26,1500,1500,0.23,0.23,2.7858,3.6745,8.6884,0
1.080,66,-25,1500,1500,0.23,0.23,2.7858,3.6745,8.6884,0
1.097,69,-25,1500,1500,0.23,0.23,2.7858,3.6745,8.6884,0
1.117,69,-25,1500,1500,0.23,0.23,2.7858,3.6745,8.6884,0
1.134,72,-24,1500,1500,0.23,0.23,2.7858,3.6745,8.6884,0
1.152,74,-25,1500,1500,0.23,0.23,2.7858,3.6745,8.6884,0
1.170,75,-24,1500,1500,-0.09,1.77,2.7858,3.6745,8.6884,0
1.187,76,-24,1500,1500,-0.09,1.77,2.7858,3.6745,8.6884,0
1.205,78,-24,1500,1500,-0.09,1.77,2.7858,3.6745,8.6884,0
1.222,78,-24,1500,1500,-0.09,1.77,2.6411,3.4395,6.4090,0
1.240,79,-24,1500,1500,-0.09,1.77,2.6411,3.4395,6.4090,0
1.258,80,-24,1500,1500,-0.09,1.77,2.6411,3.4395,6.4090,0
1.276,81,-24,1500,1500,-0.09,1.77,2.6411,3.4395,6.4090,0
1.293,81,-24,1500,1500,-0.09,1.77,2.6411,3.4395,6.4090,0
1.310,82,-24,1500,1500,-0.09,1.77,2.6411,3.4395,6.4090,0
1.327,83,-24,1500,1500,-0.09,1.77,2.6411,3.4395,6.4090,0
1.345,85,-23,1500,1500,-0.09,1.77,2.6411,3.4395,6.4090,0
1.363,85,-24,1500,1500,-0.09,1.77,2.6411,3.4395,6.4090,0
1.382,86,-24,1500,1500,-0.09,1.77,2.6411,3.4395,6.4090,0
1.400,86,-23,1500,1500,-0.12,1.65,2.6411,3.4395,6.4090,0
1.417,86,-23,1500,1500,-0.12,1.65,2.6411,3.4395,6.4090,0
1.435,86,-23,1500,1500,-0.12,1.65,2.6411,3.4395,6.4090,0
1.452,86,-23,1500,1500,-0.12,1.65,2.6411,3.4395,6.4090,0
1.469,86,-23,1500,1500,-0.12,1.65,2.6492,3.3691,6.1998,0
1.487,85,-23,1500,1500,-0.12,1.65,2.6492,3.3691,6.1998,0
1.504,85,-23,1500,1500,-0.12,1.65,2.6492,3.3691,6.1998,0
1.522,84,-23,1500,1500,-0.12,1.65,2.6492,3.3691,6.1998,0
1.540,84,-23,1500,1500,-0.12,1.65,2.6492,3.3691,6.1998,0
1.558,83,-23,1500,1500,-0.12,1.65,2.6492,3.3691,6.1998,0
1.576,82,-23,1500,1500,-0.12,1.65,2.6492,3.3691,6.1998,0
1.593,80,-23,1500,1500,-0.12,1.65,2.6492,3.3691,6.1998,0
1.611,79,-23,1500,1500,-0.12,1.65,2.6492,3.3691,6.1998,0
1.630,78,-23,1500,1500,-0.12,1.65,2.6492,3.3691,6.1998,0
1.647,78,-23,1500,1500,-0.12,1.65,2.6492,3.3691,6.1998,0
1.669,76,-23,1500,1500,0.19,0.93,2.6492,3.3691,6.1998,0
1.686,75,-23,1500,1500,0.19,0.93,2.6492,3.3691,6.1998,0
1.703,73,-23,1500,1500,0.19,0.93,2.6492,3.3691,6.1998,0
1.722,72,-23,1500,1500,0.19,0.93,2.5250,3.5579,6.1564,0
1.741,71,-23,1500,1500,0.19,0.93,2.5250,3.5579,6.1564,0
1.758,70,-23,1500,1500,0.19,0.93,2.5250,3.5579,6.1564,0
1.777,69,-23,1500,1500,0.19,0.93,2.5250,3.5579,6.1564,0
1.795,66,-22,1500,1500,0.19,0.93,2.5250,3.5579,6.1564,0
1.812,65,-23,1500,1500,0.19,0.93,2.5250,3.5579,6.1564,0
1.830,64,-23,1500,1500,0.19,0.93,2.5250,3.5579,6.1564,0
1.847,64,-23,1500,1500,0.19,0.93,2.5250,3.5579,6.1564,0
1.864,63,-23,1500,1500,0.19,0.93,2.5250,3.5579,6.1564,0
1.881,63,-23,1500,1500,0.19,0.93,2.5250,3.5579,6.1564,0
1.898,62,-23,1500,1500,0.16,0.46,2.5250,3.5579,6.1564,0
1.916,62,-24,1500,1500,0.16,0.46,2.5250,3.5579,6.1564,0
1.934,62,-23,1500,1500,0.16,0.46,2.5250,3.5579,6.1564,0
1.953,62,-23,1500,1500,0.16,0.46,2.5250,3.5579,6.1564,0
1.972,62,-23,1500,1500,0.16,0.46,2.8780,3.4784,7.3135,0
1.989,63,-23,1500,1500,0.16,0.46,2.8780,3.4784,7.3135,0
2.008,63,-23,1500,1500,0.16,0.46,2.8780,3.4784,7.3135,0
2.025,63,-22,1500,1500,0.16,0.46,2.8780,3.4784,7.3135,0
2.043,63,-22,1500,1500,0.16,0.46,2.8780,3.4784,7.3135,0
2.061,62,-23,1500,1500,0.16,0.46,2.8780,3.4784,7.3135,0
2.078,62,-23,1500,1500,0.16,0.46,2.8780,3.4784,7.3135,0
2.095,61,-23,1500,1500,0.16,0.46,2.8780,3.4784,7.3135,0
2.113,60,-22,1500,1500,0.16,0.46,2.8780,3.4784,7.3135,1
2.130,59,-22,1500,1500,0.16,0.46,2.8780,3.4784,7.3135,1
2.148,58,-22,1500,1500,0.11,0.54,2.8780,3.4784,7.3135,1
2.165,58,-23,1500,1500,0.11,0.54,2.8780,3.4784,7.3135,1
2.184,57,-22,1500,1500,0.11,0.54,2.8780,3.4784,7.3135,1
