attempt,align_time_s,total_abs_err_px,rms_vib
1,0.84,6541,7.9244
2,3.00,22377,8.4028
3,2.57,19690,8.7388
4,3.03,27297,7.9096
5,3.14,31700,8.7489
6,0.77,4152,8.2495
7,3.90,26780,8.8345
8,1.06,5143,10.7932
9,3.12,14082,13.9682
10,1.09,6536,14.3678
11,6.75,55129,13.8098
12,8.51,35286,9.1997
13,0.74,4344,13.3082
