attempt,align_time_s,total_abs_err_px,rms_vib
1,5.73,51505,8.2851
2,1.54,11881,11.1914
3,1.85,11795,8.0686
4,3.47,32239,9.0207
5,2.53,22881,8.7099
6,1.53,9474,7.7988
7,0.41,1767,7.8991
8,2.56,20596,9.2125
9,0.32,1213,9.3014
10,0.64,2601,12.5785
11,3.25,22057,9.6013
12,3.63,23952,10.2051
13,5.52,19523,8.5076
14,3.46,31630,8.6274
15,1.58,9539,9.6234
16,1.62,9611,8.8001
17,2.23,19099,9.3076
