elapsed_s,err_x_px,err_y_px,err_pitch_px,target_roll_us,target_pitch_us,actual_roll_deg,actual_pitch_deg,vib_x,vib_y,vib_z,aligned
0.001,-20,62,-12,1496,1499,0.10,-0.64,0.0000,0.0000,0.0000,0
0.018,-20,62,-13,1496,1499,0.10,-0.64,0.0000,0.0000,0.0000,0
0.036,-21,61,-12,1496,1499,0.10,-0.64,0.0000,0.0000,0.0000,0
0.053,-21,62,-12,1496,1499,0.10,-0.64,0.0000,0.0000,0.0000,0
0.071,-22,62,-12,1496,1499,0.10,-0.64,0.0000,0.0000,0.0000,0
0.088,-23,62,-12,1496,1499,0.10,-0.64,0.0000,0.0000,0.0000,0
0.105,-23,62,-12,1496,1499,0.08,-0.62,0.0000,0.0000,0.0000,0
0.122,-24,62,-13,1496,1499,0.08,-0.62,0.0000,0.0000,0.0000,0
0.139,-24,62,-13,1496,1499,0.08,-0.62,0.0000,0.0000,0.0000,0
0.157,-25,62,-13,1495,1499,0.08,-0.62,0.0000,0.0000,0.0000,0
0.174,-25,61,-13,1495,1499,0.08,-0.62,0.0000,0.0000,0.0000,0
0.191,-26,61,-13,1495,1499,0.08,-0.62,0.0000,0.0000,0.0000,0
0.208,-26,61,-13,1495,1499,0.08,-0.62,0.0000,0.0000,0.0000,0
0.226,-26,61,-13,1495,1499,0.08,-0.62,0.0000,0.0000,0.0000,0
0.243,-27,60,-13,1495,1499,0.08,-0.62,0.0000,0.0000,0.0000,1
0.263,-28,60,-13,1495,1499,0.08,-0.62,0.0000,0.0000,0.0000,1
0.280,-28,59,-13,1495,1499,0.08,-0.62,0.0000,0.0000,0.0000,1
0.299,-29,59,-13,1495,1499,0.08,-0.62,0.0000,0.0000,0.0000,1
0.317,-30,58,-13,1494,1499,0.08,-0.62,0.0000,0.0000,0.0000,1
0.335,-30,58,-14,1494,1499,0.08,-0.62,0.0000,0.0000,0.0000,1
0.352,-31,58,-14,1494,1499,0.11,-0.76,0.0000,0.0000,0.0000,1
0.370,-31,58,-14,1494,1499,0.11,-0.76,0.0000,0.0000,0.0000,1
0.388,-32,58,-14,1494,1499,0.11,-0.76,0.0000,0.0000,0.0000,1
0.405,-32,59,-14,1494,1499,0.11,-0.76,0.0000,0.0000,0.0000,1
0.426,-32,59,-14,1494,1499,0.11,-0.76,0.0000,0.0000,0.0000,1
0.444,-32,59,-14,1494,1499,0.11,-0.76,0.0000,0.0000,0.0000,1
0.463,-33,58,-14,1494,1499,0.11,-0.76,0.0000,0.0000,0.0000,1
0.481,-34,58,-14,1494,1499,0.11,-0.76,0.0000,0.0000,0.0000,1
0.499,-34,59,-14,1494,1499,0.11,-0.76,0.0000,0.0000,0.0000,1
0.518,-34,58,-14,1494,1499,0.11,-0.76,0.0000,0.0000,0.0000,1
0.536,-35,58,-15,1493,1499,0.11,-0.76,0.0000,0.0000,0.0000,1
0.554,-35,58,-14,1493,1499,0.11,-0.76,0.0000,0.0000,0.0000,1
0.572,-35,58,-15,1493,1499,0.11,-0.76,0.0000,0.0000,0.0000,1
0.589,-36,58,-15,1493,1499,0.11,-0.76,0.0000,0.0000,0.0000,1
0.607,-36,58,-15,1493,1499,-0.13,-0.62,0.0000,0.0000,0.0000,1
0.625,-36,58,-16,1493,1499,-0.13,-0.62,0.0000,0.0000,0.0000,1
0.642,-37,58,-16,1493,1499,-0.13,-0.62,0.0000,0.0000,0.0000,1
0.660,-37,58,-16,1493,1499,-0.13,-0.62,0.0000,0.0000,0.0000,1
0.677,-37,58,-17,1493,1499,-0.13,-0.62,0.0000,0.0000,0.0000,1
0.694,-37,58,-17,1493,1499,-0.13,-0.62,0.0000,0.0000,0.0000,1
0.712,-38,58,-17,1493,1499,-0.13,-0.62,0.0000,0.0000,0.0000,1
0.729,-38,58,-17,1493,1499,-0.13,-0.62,0.0000,0.0000,0.0000,1
0.747,-38,58,-17,1493,1499,-0.13,-0.62,0.0000,0.0000,0.0000,1
0.764,-38,58,-17,1493,1499,-0.13,-0.62,0.0000,0.0000,0.0000,1
0.781,-38,58,-17,1493,1499,-0.13,-0.62,0.0000,0.0000,0.0000,1
0.798,-38,58,-17,1493,1499,-0.13,-0.62,0.0000,0.0000,0.0000,1
0.816,-39,58,-16,1493,1499,-0.13,-0.62,0.0000,0.0000,0.0000,1
0.835,-39,57,-16,1493,1499,-0.13,-0.62,0.0000,0.0000,0.0000,1
0.853,-39,57,-16,1493,1499,-0.17,-0.63,0.0000,0.0000,0.0000,1
0.872,-39,57,-16,1493,1499,-0.17,-0.63,0.0000,0.0000,0.0000,1
0.889,-39,56,-16,1493,1499,-0.17,-0.63,0.0000,0.0000,0.0000,1
0.908,-39,56,-16,1493,1499,-0.17,-0.63,0.0000,0.0000,0.0000,1
0.928,-39,56,-16,1493,1499,-0.17,-0.63,0.0000,0.0000,0.0000,1
0.945,-39,56,-16,1493,1499,-0.17,-0.63,0.0000,0.0000,0.0000,1
0.962,-39,55,-16,1493,1499,-0.17,-0.63,0.0000,0.0000,0.0000,1
0.980,-39,55,-16,1493,1499,-0.17,-0.63,0.0000,0.0000,0.0000,1
0.997,-39,55,-17,1493,1499,-0.17,-0.63,0.0000,0.0000,0.0000,1
1.014,-39,55,-17,1493,1499,-0.17,-0.63,0.0000,0.0000,0.0000,1
1.032,-39,54,-17,1493,1499,-0.17,-0.63,0.0000,0.0000,0.0000,1
1.049,-39,53,-17,1493,1499,-0.17,-0.63,0.0000,0.0000,0.0000,1
1.066,-40,52,-18,1492,1499,-0.17,-0.63,0.0000,0.0000,0.0000,1
1.084,-40,51,-17,1492,1499,-0.17,-0.63,0.0000,0.0000,0.0000,1
1.101,-41,50,-18,1492,1499,-0.03,-0.96,0.0000,0.0000,0.0000,1
1.119,-41,49,-18,1492,1499,-0.03,-0.96,0.0000,0.0000,0.0000,1
1.136,-42,48,-18,1492,1499,-0.03,-0.96,0.0000,0.0000,0.0000,1
1.154,-42,47,-19,1492,1499,-0.03,-0.96,0.0000,0.0000,0.0000,1
1.171,-42,46,-19,1492,1499,-0.03,-0.96,0.0000,0.0000,0.0000,1
1.189,-42,44,-20,1492,1498,-0.03,-0.96,0.0000,0.0000,0.0000,1
1.208,-42,44,-20,1492,1498,-0.03,-0.96,0.0000,0.0000,0.0000,1
1.225,-42,45,-20,1492,1498,-0.03,-0.96,0.0000,0.0000,0.0000,1
1.243,-41,45,-20,1492,1498,-0.03,-0.96,0.0000,0.0000,0.0000,1
1.260,-41,46,-20,1492,1498,-0.03,-0.96,0.0000,0.0000,0.0000,1
1.277,-41,47,-20,1492,1498,-0.03,-0.96,0.0000,0.0000,0.0000,1
1.294,-40,47,-19,1492,1499,-0.03,-0.96,0.0000,0.0000,0.0000,1
1.312,-40,47,-19,1492,1499,-0.03,-0.96,0.0000,0.0000,0.0000,1
1.330,-40,47,-20,1492,1498,-0.03,-0.96,0.0000,0.0000,0.0000,1
1.347,-40,48,-19,1492,1499,-0.03,-0.96,0.0000,0.0000,0.0000,1
1.365,-40,48,-19,1492,1499,-0.03,-0.92,0.0000,0.0000,0.0000,1
1.383,-40,47,-19,1492,1499,-0.03,-0.92,0.0000,0.0000,0.0000,1
1.400,-39,47,-19,1493,1499,-0.03,-0.92,0.0000,0.0000,0.0000,1
1.420,-40,47,-19,1492,1499,-0.03,-0.92,0.0000,0.0000,0.0000,1
1.438,-40,47,-19,1492,1499,-0.03,-0.92,0.0000,0.0000,0.0000,1
1.455,-40,48,-19,1492,1499,-0.03,-0.92,0.0000,0.0000,0.0000,1
1.473,-39,48,-19,1493,1499,-0.03,-0.92,0.0000,0.0000,0.0000,1
1.491,-39,48,-19,1493,1499,-0.03,-0.92,0.0000,0.0000,0.0000,1
1.509,-38,48,-19,1493,1499,-0.03,-0.92,0.0000,0.0000,0.0000,1
1.526,-38,48,-19,1493,1499,-0.03,-0.92,0.0000,0.0000,0.0000,1
1.544,-37,48,-20,1493,1498,-0.03,-0.92,0.0000,0.0000,0.0000,1
1.562,-37,48,-20,1493,1498,-0.03,-0.92,0.0000,0.0000,0.0000,1
1.579,-36,48,-20,1493,1498,-0.03,-0.92,0.0000,0.0000,0.0000,1
1.596,-36,48,-20,1493,1498,-0.03,-0.92,0.0000,0.0000,0.0000,1
1.613,-35,48,-20,1493,1498,0.12,-0.90,0.0000,0.0000,0.0000,1
1.630,-35,47,-21,1493,1498,0.12,-0.90,0.0000,0.0000,0.0000,1
1.648,-35,46,-21,1493,1498,0.12,-0.90,0.0000,0.0000,0.0000,1
1.666,-35,46,-20,1493,1498,0.12,-0.90,0.0000,0.0000,0.0000,1
1.683,-35,45,-21,1493,1498,0.12,-0.90,0.0000,0.0000,0.0000,1
1.704,-34,44,-22,1493,1498,0.12,-0.90,0.0000,0.0000,0.0000,1
1.722,-34,44,-22,1494,1498,0.12,-0.90,0.0000,0.0000,0.0000,1
1.742,-33,44,-22,1494,1498,0.12,-0.90,0.0000,0.0000,0.0000,1
1.759,-33,44,-22,1494,1498,0.12,-0.90,0.0000,0.0000,0.0000,1
1.777,-32,43,-21,1494,1498,0.12,-0.90,0.0000,0.0000,0.0000,1
1.795,-32,42,-21,1494,1498,0.12,-0.90,0.0000,0.0000,0.0000,1
1.813,-32,42,-21,1494,1498,0.12,-0.90,0.0000,0.0000,0.0000,1
1.830,-32,42,-21,1494,1498,0.12,-0.90,0.0000,0.0000,0.0000,1
1.847,-31,41,-21,1494,1498,0.27,-1.32,0.0000,0.0000,0.0000,1
1.865,-31,41,-21,1494,1498,0.27,-1.32,0.0000,0.0000,0.0000,1
1.882,-30,41,-21,1494,1498,0.27,-1.32,0.0000,0.0000,0.0000,1
1.899,-30,40,-22,1494,1498,0.27,-1.32,0.0000,0.0000,0.0000,1
1.917,-29,40,-22,1495,1498,0.27,-1.32,0.0000,0.0000,0.0000,1
1.935,-29,39,-22,1495,1498,0.27,-1.32,0.0000,0.0000,0.0000,1
1.953,-29,39,-21,1495,1498,0.27,-1.32,0.0000,0.0000,0.0000,1
1.973,-29,39,-22,1495,1498,0.27,-1.32,0.0000,0.0000,0.0000,1
1.991,-28,39,-23,1495,1498,0.27,-1.32,0.0000,0.0000,0.0000,1
2.009,-28,38,-23,1495,1498,0.27,-1.32,0.0000,0.0000,0.0000,1
