attempt,align_time_s,total_abs_err_px,rms_vib
1,5.39,39590,7.9326
2,0.62,2808,8.8032
3,0.90,4944,9.0761
4,3.24,33165,8.5192
5,1.41,8094,8.7790
6,7.95,58520,8.1676
7,14.03,101996,9.4135
8,0.07,228,10.0243
9,4.34,36285,9.0708
10,0.29,1250,11.0931
