attempt,align_time_s,total_abs_err_px,rms_vib
1,1.40,8418,8.8836
2,1.92,13177,10.1178
3,1.29,7575,7.8604
4,1.23,7502,9.1764
5,2.14,13752,9.2921
6,1.36,9189,15.6015
7,5.78,49074,10.9767
8,2.94,25826,9.2646
9,3.31,28267,10.7863
10,0.58,2402,11.1312
11,1.06,4375,8.0851
12,0.91,3711,11.5707
13,0.96,3020,8.7806
14,0.02,0,13.4833
15,4.08,5440,13.5893
16,5.07,16106,9.1119
