elapsed_s,err_x_px,err_pitch_px,target_roll_us,target_pitch_us,actual_roll_deg,actual_pitch_deg,vib_x,vib_y,vib_z,aligned
0.017,54,-12,1500,1500,-0.19,1.32,2.7677,4.1439,5.8551,1
0.035,46,-12,1500,1500,-0.46,1.49,2.7677,4.1439,5.8551,1
0.052,42,-12,1500,1500,-0.46,1.49,2.7677,4.1439,5.8551,1
0.069,38,-12,1500,1500,-0.46,1.49,2.7677,4.1439,5.8551,1
0.086,30,-14,1500,1500,-0.46,1.49,2.7677,4.1439,5.8551,1
0.103,30,-14,1500,1500,-0.46,1.49,2.7677,4.1439,5.8551,1
0.122,24,-13,1500,1500,-0.46,1.49,2.7677,4.1439,5.8551,1
0.140,20,-12,1500,1500,-0.46,1.49,2.7677,4.1439,5.8551,1
0.158,17,-12,1500,1500,-0.46,1.49,2.7677,4.1439,5.8551,1
0.175,14,-12,1500,1500,-0.46,1.49,2.7677,4.1439,5.8551,1
0.192,12,-12,1500,1500,-0.46,1.49,2.7677,4.1439,5.8551,1
0.210,8,-11,1500,1500,-0.46,1.49,2.7677,4.1439,5.8551,1
0.229,5,-11,1500,1500,-0.91,1.45,2.7677,4.1439,5.8551,1
0.247,3,-11,1500,1500,-0.91,1.45,2.7677,4.1439,5.8551,1
0.264,0,-10,1500,1500,-0.91,1.45,2.7677,4.1439,5.8551,1
0.281,-2,-10,1500,1500,-0.91,1.45,2.7677,4.1439,5.8551,1
0.299,-4,-10,1500,1500,-0.91,1.45,2.7677,4.1439,5.8551,1
0.316,-6,-10,1500,1500,-0.91,1.45,2.7677,4.1439,5.8551,1
0.333,-8,-10,1500,1500,-0.91,1.45,2.7677,4.1439,5.8551,1
0.350,-9,-10,1500,1500,-0.91,1.45,2.7677,4.1439,5.8551,1
0.368,-11,-11,1500,1500,-0.91,1.45,2.7677,4.1439,5.8551,1
0.386,-12,-11,1500,1500,-0.91,1.45,2.7677,4.1439,5.8551,1
0.404,-14,-11,1500,1500,-0.91,1.45,2.7677,4.1439,5.8551,1
0.421,-16,-11,1500,1500,-0.91,1.45,2.7677,4.1439,5.8551,1
0.438,-17,-11,1500,1500,-0.91,1.45,2.7677,4.1439,5.8551,1
0.455,-17,-10,1500,1500,-0.91,1.45,2.7677,4.1439,5.8551,1
0.474,-17,-10,1500,1500,-0.91,1.45,2.7677,4.1439,5.8551,1
0.492,-17,-10,1500,1500,-0.91,1.45,2.7677,4.1439,5.8551,1
0.510,-18,-10,1500,1500,-0.91,1.45,2.7677,4.1439,5.8551,1
0.532,-18,-10,1500,1500,-1.91,0.85,2.5324,4.2843,7.0095,1
0.552,-18,-10,1500,1500,-1.91,0.85,2.5324,4.2843,7.0095,1
0.570,-17,-11,1500,1500,-1.91,0.85,2.5324,4.2843,7.0095,1
0.588,-17,-11,1500,1500,-1.91,0.85,2.5324,4.2843,7.0095,1
0.606,-16,-12,1500,1500,-1.91,0.85,2.5324,4.2843,7.0095,1
0.624,-15,-12,1500,1500,-1.91,0.85,2.5324,4.2843,7.0095,1
0.641,-15,-12,1500,1500,-1.91,0.85,2.5324,4.2843,7.0095,1
0.660,-14,-10,1500,1500,-1.91,0.85,2.5324,4.2843,7.0095,1
0.677,-13,-10,1500,1500,-1.91,0.85,2.5324,4.2843,7.0095,1
0.694,-12,-10,1500,1500,-1.91,0.85,2.5324,4.2843,7.0095,1
0.712,-12,-10,1500,1500,-2.14,0.34,2.5324,4.2843,7.0095,1
0.730,-11,-11,1500,1500,-2.14,0.34,2.5324,4.2843,7.0095,1
0.748,-10,-11,1500,1500,-2.14,0.34,2.5324,4.2843,7.0095,1
0.765,-9,-10,1500,1500,-2.14,0.34,2.5324,4.2843,7.0095,1
0.783,-8,-10,1500,1500,-2.14,0.34,2.5324,4.2843,7.0095,1
0.800,-7,-10,1500,1500,-2.14,0.34,2.5324,4.2843,7.0095,1
0.818,-7,-11,1500,1500,-2.14,0.34,2.5324,4.2843,7.0095,1
0.838,-6,-11,1500,1500,-2.14,0.34,2.5324,4.2843,7.0095,1
0.855,-4,-10,1500,1500,-2.14,0.34,2.5324,4.2843,7.0095,1
0.873,-4,-10,1500,1500,-2.14,0.34,2.5324,4.2843,7.0095,1
0.891,-3,-11,1500,1500,-2.14,0.34,2.5324,4.2843,7.0095,1
0.909,-3,-11,1500,1500,-2.14,0.34,2.5324,4.2843,7.0095,1
0.927,-2,-10,1500,1500,-2.14,0.34,2.5324,4.2843,7.0095,1
0.945,-1,-10,1500,1500,-2.14,0.34,2.5324,4.2843,7.0095,1
0.962,-1,-10,1500,1500,-2.14,0.34,2.5324,4.2843,7.0095,1
0.980,-1,-10,1500,1500,-2.14,0.34,2.5324,4.2843,7.0095,1
0.999,0,-11,1500,1500,-2.14,0.34,2.5324,4.2843,7.0095,1
1.018,0,-11,1500,1500,-2.14,0.34,2.7065,3.9321,7.3377,1
1.036,2,-10,1500,1500,-2.00,0.41,2.7065,3.9321,7.3377,1
1.053,3,-10,1500,1500,-2.00,0.41,2.7065,3.9321,7.3377,1
1.070,4,-11,1500,1500,-2.00,0.41,2.7065,3.9321,7.3377,1
1.087,5,-11,1500,1500,-2.00,0.41,2.7065,3.9321,7.3377,1
1.105,6,-11,1500,1500,-2.00,0.41,2.7065,3.9321,7.3377,1
1.122,8,-10,1500,1500,-2.00,0.41,2.7065,3.9321,7.3377,1
1.140,9,-10,1500,1500,-2.00,0.41,2.7065,3.9321,7.3377,1
1.157,11,-10,1500,1500,-2.00,0.41,2.7065,3.9321,7.3377,1
