elapsed_s,err_x_px,err_pitch_px,target_roll_us,target_pitch_us,actual_roll_deg,actual_pitch_deg,vib_x,vib_y,vib_z,aligned
0.020,-56,-14,1500,1500,0.02,-0.04,2.8932,4.6812,7.1320,1
0.038,-54,-15,1500,1500,0.02,-0.04,2.8932,4.6812,7.1320,1
0.055,-52,-15,1500,1500,0.02,-0.04,2.8932,4.6812,7.1320,1
0.072,-51,-14,1500,1500,0.02,-0.04,2.8932,4.6812,7.1320,1
0.090,-49,-14,1500,1500,0.02,-0.04,2.8932,4.6812,7.1320,1
0.108,-47,-15,1500,1500,0.02,-0.04,2.8932,4.6812,7.1320,1
0.126,-45,-15,1500,1500,0.02,-0.04,2.8932,4.6812,7.1320,1
0.144,-43,-16,1500,1500,0.02,-0.04,2.8932,4.6812,7.1320,1
0.162,-41,-15,1500,1500,0.02,-0.04,2.8932,4.6812,7.1320,1
0.179,-37,-14,1500,1500,0.02,-0.04,2.8932,4.6812,7.1320,1
0.197,-37,-14,1500,1500,0.19,-0.03,2.8932,4.6812,7.1320,1
0.214,-33,-16,1500,1500,0.19,-0.03,2.8932,4.6812,7.1320,1
0.232,-31,-16,1500,1500,0.19,-0.03,2.8932,4.6812,7.1320,1
0.249,-29,-15,1500,1500,0.19,-0.03,2.8932,4.6812,7.1320,1
0.266,-27,-14,1500,1500,0.19,-0.03,2.8932,4.6812,7.1320,1
0.284,-26,-14,1500,1500,0.19,-0.03,2.8932,4.6812,7.1320,1
0.305,-25,-14,1500,1500,0.19,-0.03,2.8932,4.6812,7.1320,1
0.322,-23,-15,1500,1500,0.19,-0.03,2.8932,4.6812,7.1320,1
0.340,-22,-15,1500,1500,0.19,-0.03,2.8932,4.6812,7.1320,1
0.358,-20,-16,1500,1500,0.19,-0.03,2.8932,4.6812,7.1320,1
0.377,-19,-16,1500,1500,0.19,-0.03,2.8932,4.6812,7.1320,1
0.394,-17,-16,1500,1500,0.19,-0.03,2.8932,4.6812,7.1320,1
0.412,-15,-15,1500,1500,0.19,-0.03,2.8932,4.6812,7.1320,1
0.430,-14,-14,1500,1500,0.19,-0.03,2.8932,4.6812,7.1320,1
0.447,-13,-14,1500,1500,0.19,-0.03,2.8932,4.6812,7.1320,1
0.465,-13,-14,1500,1500,0.19,-0.03,2.8932,4.6812,7.1320,1
0.482,-11,-15,1500,1500,0.19,-0.03,2.7431,4.3603,6.7314,1
0.501,-11,-15,1500,1500,0.38,-0.07,2.7431,4.3603,6.7314,1
0.520,-9,-16,1500,1500,0.38,-0.07,2.7431,4.3603,6.7314,1
0.540,-8,-16,1500,1500,0.38,-0.07,2.7431,4.3603,6.7314,1
0.558,-7,-15,1500,1500,0.38,-0.07,2.7431,4.3603,6.7314,1
0.576,-6,-15,1500,1500,0.38,-0.07,2.7431,4.3603,6.7314,1
0.594,-5,-15,1500,1500,0.38,-0.07,2.7431,4.3603,6.7314,1
0.612,-2,-15,1500,1500,0.38,-0.07,2.7431,4.3603,6.7314,1
0.630,-1,-15,1500,1500,0.38,-0.07,2.7431,4.3603,6.7314,1
0.647,0,-14,1500,1500,0.38,-0.07,2.7431,4.3603,6.7314,1
0.665,2,-13,1500,1500,0.38,-0.07,2.7431,4.3603,6.7314,1
0.682,4,-14,1500,1500,0.52,0.05,2.7431,4.3603,6.7314,1
0.699,5,-14,1500,1500,0.52,0.05,2.7431,4.3603,6.7314,1
0.716,6,-14,1500,1500,0.52,0.05,2.7431,4.3603,6.7314,1
0.734,6,-14,1500,1500,0.52,0.05,2.7431,4.3603,6.7314,1
0.751,9,-13,1500,1500,0.52,0.05,2.7431,4.3603,6.7314,1
0.769,10,-14,1500,1500,0.52,0.05,2.7431,4.3603,6.7314,1
0.787,11,-14,1500,1500,0.52,0.05,2.7431,4.3603,6.7314,1
0.804,13,-15,1500,1500,0.52,0.05,2.7431,4.3603,6.7314,1
0.823,14,-14,1500,1500,0.52,0.05,2.7431,4.3603,6.7314,1
0.840,16,-14,1500,1500,0.52,0.05,2.7431,4.3603,6.7314,1
0.858,18,-13,1500,1500,0.52,0.05,2.7431,4.3603,6.7314,1
0.878,20,-13,1500,1500,0.52,0.05,2.7431,4.3603,6.7314,1
0.895,22,-13,1500,1500,0.52,0.05,2.7431,4.3603,6.7314,1
0.913,26,-13,1500,1500,0.52,0.05,2.7431,4.3603,6.7314,1
0.931,26,-13,1500,1500,0.52,0.05,2.7431,4.3603,6.7314,1
0.950,28,-13,1500,1500,0.52,0.05,2.7431,4.3603,6.7314,1
0.968,30,-13,1500,1500,0.52,0.05,2.7431,4.3603,6.7314,1
0.986,32,-13,1500,1500,0.52,0.05,3.0925,4.1116,7.2052,1
1.003,34,-13,1500,1500,0.95,0.46,3.0925,4.1116,7.2052,1
1.022,36,-13,1500,1500,0.95,0.46,3.0925,4.1116,7.2052,1
1.043,39,-12,1500,1500,0.95,0.46,3.0925,4.1116,7.2052,1
1.061,41,-11,1500,1500,0.95,0.46,3.0925,4.1116,7.2052,1
1.080,44,-11,1500,1500,0.95,0.46,3.0925,4.1116,7.2052,1
1.097,46,-11,1500,1500,0.95,0.46,3.0925,4.1116,7.2052,1
1.115,47,-11,1500,1500,0.95,0.46,3.0925,4.1116,7.2052,1
1.132,49,-11,1500,1500,0.95,0.46,3.0925,4.1116,7.2052,1
1.149,50,-12,1500,1500,0.95,0.46,3.0925,4.1116,7.2052,1
1.167,51,-11,1500,1500,0.95,0.46,3.0925,4.1116,7.2052,1
1.184,52,-11,1500,1500,0.85,0.74,3.0925,4.1116,7.2052,1
1.201,54,-12,1500,1500,0.85,0.74,3.0925,4.1116,7.2052,1
1.218,55,-11,1500,1500,0.85,0.74,3.0925,4.1116,7.2052,1
1.235,55,-11,1500,1500,0.85,0.74,3.0925,4.1116,7.2052,1
1.253,56,-11,1500,1500,0.85,0.74,3.0925,4.1116,7.2052,1
1.270,57,-11,1500,1500,0.85,0.74,3.0925,4.1116,7.2052,1
1.287,57,-11,1500,1500,0.85,0.74,3.0925,4.1116,7.2052,1
1.304,57,-11,1500,1500,0.85,0.74,3.0925,4.1116,7.2052,1
1.321,57,-11,1500,1500,0.85,0.74,3.0925,4.1116,7.2052,1
1.339,57,-10,1500,1500,0.85,0.74,3.0925,4.1116,7.2052,1
1.358,57,-10,1500,1500,0.85,0.74,3.0925,4.1116,7.2052,1
1.375,57,-10,1500,1500,0.85,0.74,3.0925,4.1116,7.2052,1
1.392,56,-11,1500,1500,0.85,0.74,3.0925,4.1116,7.2052,1
1.411,55,-11,1500,1500,0.85,0.74,3.0925,4.1116,7.2052,1
1.428,54,-11,1500,1500,0.85,0.74,3.0925,4.1116,7.2052,1
