attempt,align_time_s,total_abs_err_px,rms_vib
1,0.00,0,8.3262
2,9.89,62034,9.3566
3,0.02,0,7.6474
4,0.02,0,7.6474
5,0.04,33,8.3456
6,0.05,77,8.3456
7,0.03,53,8.3456
8,0.02,0,8.6040
9,0.73,4190,9.2182
10,0.85,5122,9.5504
11,3.57,16159,9.5549
12,0.51,2819,9.6753
13,5.92,47816,8.9155
14,4.63,13288,10.5884
15,0.23,1052,8.1612
16,3.27,21124,8.4136
17,0.98,5271,8.7395
18,0.23,818,8.1551
19,1.69,12018,8.7868
20,2.05,14371,9.3499
21,0.02,0,9.0619
22,3.45,40351,8.6923
