elapsed_s,err_x_px,err_pitch_px,target_roll_us,target_pitch_us,actual_roll_deg,actual_pitch_deg,vib_x,vib_y,vib_z,aligned
0.001,0,0,1500,1500,-0.75,0.25,2.4645,4.4642,4.8172,0
0.018,0,0,1500,1500,-0.75,0.25,2.4645,4.4642,4.8172,0
0.035,0,0,1500,1500,-0.75,0.25,2.4645,4.4642,4.8172,0
0.052,0,0,1500,1500,-0.75,0.25,2.4645,4.4642,4.8172,0
0.070,0,0,1500,1500,-0.75,0.25,2.4645,4.4642,4.8172,0
0.087,0,0,1500,1500,-0.75,0.25,2.4645,4.4642,4.8172,0
0.104,0,0,1500,1500,-0.75,0.25,2.4645,4.4642,4.8172,0
0.122,0,0,1500,1500,-0.59,-0.32,2.4645,4.4642,4.8172,0
0.141,0,0,1500,1500,-0.59,-0.32,2.4645,4.4642,4.8172,0
0.158,0,0,1500,1500,-0.59,-0.32,2.4645,4.4642,4.8172,0
0.175,0,0,1500,1500,-0.59,-0.32,3.0117,3.6706,8.0749,0
0.193,0,0,1500,1500,-0.59,-0.32,3.0117,3.6706,8.0749,0
0.210,0,0,1500,1500,-0.59,-0.32,3.0117,3.6706,8.0749,0
0.228,0,0,1500,1500,-0.59,-0.32,3.0117,3.6706,8.0749,0
0.245,0,0,1500,1500,-0.59,-0.32,3.0117,3.6706,8.0749,0
0.263,0,0,1500,1500,-0.59,-0.32,3.0117,3.6706,8.0749,0
0.280,0,0,1500,1500,-0.59,-0.32,3.0117,3.6706,8.0749,0
0.298,0,0,1500,1500,-0.59,-0.32,3.0117,3.6706,8.0749,0
0.316,0,0,1500,1500,-0.59,-0.32,3.0117,3.6706,8.0749,0
0.333,0,0,1500,1500,-0.59,-0.32,3.0117,3.6706,8.0749,0
0.350,0,0,1500,1500,-0.59,-0.32,3.0117,3.6706,8.0749,0
0.368,0,0,1500,1500,-1.14,-0.59,3.0117,3.6706,8.0749,0
0.385,0,0,1500,1500,-1.14,-0.59,3.0117,3.6706,8.0749,0
0.403,0,0,1500,1500,-1.14,-0.59,3.0117,3.6706,8.0749,0
0.420,0,0,1500,1500,-1.14,-0.59,3.0117,3.6706,8.0749,0
0.438,0,0,1500,1500,-1.14,-0.59,3.0078,4.8291,7.0869,0
0.456,0,0,1500,1500,-1.14,-0.59,3.0078,4.8291,7.0869,0
0.474,0,0,1500,1500,-1.14,-0.59,3.0078,4.8291,7.0869,0
0.491,0,0,1500,1500,-1.14,-0.59,3.0078,4.8291,7.0869,0
0.509,0,0,1500,1500,-1.14,-0.59,3.0078,4.8291,7.0869,0
0.526,0,0,1500,1500,-1.14,-0.59,3.0078,4.8291,7.0869,0
0.543,0,0,1500,1500,-1.14,-0.59,3.0078,4.8291,7.0869,0
0.560,0,0,1500,1500,-1.14,-0.59,3.0078,4.8291,7.0869,0
0.578,-274,-23,1400,1457,-1.14,-0.59,3.0078,4.8291,7.0869,0
0.597,-273,-22,1446,1498,-1.14,-0.59,3.0078,4.8291,7.0869,0
0.614,-273,-22,1449,1500,-0.92,-0.56,3.0078,4.8291,7.0869,0
0.633,-271,-22,1452,1498,-0.92,-0.56,3.0078,4.8291,7.0869,0
0.650,-269,-23,1452,1497,-0.92,-0.56,3.0078,4.8291,7.0869,0
0.668,-268,-24,1449,1496,-0.92,-0.56,3.0078,4.8291,7.0869,0
0.687,-264,-23,1458,1500,-0.92,-0.56,3.0472,4.7703,7.9358,0
0.706,-261,-23,1456,1498,-0.92,-0.56,3.0472,4.7703,7.9358,0
0.723,-259,-23,1454,1498,-0.92,-0.56,3.0472,4.7703,7.9358,0
0.741,-256,-23,1458,1498,-0.92,-0.56,3.0472,4.7703,7.9358,0
0.758,-254,-23,1455,1498,-0.92,-0.56,3.0472,4.7703,7.9358,0
0.775,-251,-23,1459,1498,-0.92,-0.56,3.0472,4.7703,7.9358,0
0.792,-251,-23,1450,1498,-0.92,-0.56,3.0472,4.7703,7.9358,0
0.811,-249,-24,1456,1496,-0.92,-0.56,3.0472,4.7703,7.9358,0
0.829,-246,-23,1459,1500,-0.92,-0.56,3.0472,4.7703,7.9358,0
0.846,-244,-23,1457,1498,-0.92,-0.56,3.0472,4.7703,7.9358,0
0.864,-240,-23,1463,1498,-0.88,-0.38,3.0472,4.7703,7.9358,0
0.882,-239,-23,1455,1498,-0.88,-0.38,3.0472,4.7703,7.9358,0
0.899,-237,-23,1459,1498,-0.88,-0.38,3.0472,4.7703,7.9358,0
0.917,-235,-22,1459,1500,-0.88,-0.38,3.0472,4.7703,7.9358,0
0.935,-232,-23,1462,1496,-0.88,-0.38,3.0483,4.7373,8.0658,0
0.952,-231,-23,1457,1498,-0.88,-0.38,3.0483,4.7373,8.0658,0
0.970,-228,-23,1463,1498,-0.88,-0.38,3.0483,4.7373,8.0658,0
0.987,-227,-22,1458,1500,-0.88,-0.38,3.0483,4.7373,8.0658,0
1.004,-225,-22,1461,1498,-0.88,-0.38,3.0483,4.7373,8.0658,0
1.021,-222,-22,1464,1498,-0.88,-0.38,3.0483,4.7373,8.0658,0
1.039,-220,-23,1462,1496,-0.88,-0.38,3.0483,4.7373,8.0658,0
