attempt,align_time_s,total_abs_err_px,rms_vib
1,18.88,106051,9.0830
2,0.02,0,7.8200
3,0.02,0,7.8200
4,0.15,640,8.7791
5,0.02,0,9.6574
6,7.76,39702,11.0375
7,2.70,19401,11.3874
8,0.02,0,11.9587
9,0.05,156,11.9587
10,36.82,84835,11.5440
