elapsed_s,err_x_px,err_y_px,err_pitch_px,target_roll_us,target_pitch_us,actual_roll_deg,actual_pitch_deg,vib_x,vib_y,vib_z,aligned
0.000,-43,-35,-29,1492,1498,-1.34,-1.75,0.0000,0.0000,0.0000,1
0.018,-42,-35,-29,1492,1498,-1.34,-1.75,0.0000,0.0000,0.0000,1
0.036,-42,-35,-29,1492,1498,-1.34,-1.75,0.0000,0.0000,0.0000,1
0.054,-41,-35,-29,1492,1498,-1.34,-1.75,0.0000,0.0000,0.0000,1
0.071,-41,-36,-29,1492,1498,-1.34,-1.75,0.0000,0.0000,0.0000,1
0.089,-41,-36,-29,1492,1498,-0.98,-1.42,0.0000,0.0000,0.0000,1
0.106,-42,-37,-30,1492,1497,-0.98,-1.42,0.0000,0.0000,0.0000,1
0.124,-42,-37,-29,1492,1498,-0.98,-1.42,0.0000,0.0000,0.0000,1
0.141,-42,-37,-28,1492,1498,-0.98,-1.42,0.0000,0.0000,0.0000,1
0.159,-42,-39,-28,1492,1498,-0.98,-1.42,0.0000,0.0000,0.0000,1
0.177,-42,-39,-28,1492,1498,-0.98,-1.42,0.0000,0.0000,0.0000,1
0.195,-40,-40,-28,1492,1498,-0.98,-1.42,0.0000,0.0000,0.0000,1
0.214,-40,-40,-28,1492,1498,-0.98,-1.42,0.0000,0.0000,0.0000,1
0.233,-39,-41,-28,1493,1498,-0.98,-1.42,0.0000,0.0000,0.0000,1
0.251,-39,-41,-28,1493,1498,-0.98,-1.42,0.0000,0.0000,0.0000,1
0.269,-38,-41,-27,1493,1498,-0.98,-1.42,0.0000,0.0000,0.0000,1
0.286,-37,-41,-27,1493,1498,-0.98,-1.42,0.0000,0.0000,0.0000,1
0.304,-36,-41,-27,1493,1498,-0.98,-1.42,0.0000,0.0000,0.0000,1
0.321,-35,-42,-27,1493,1498,-0.98,-1.42,0.0000,0.0000,0.0000,1
0.338,-35,-43,-27,1493,1498,-0.91,-1.23,0.0000,0.0000,0.0000,1
0.356,-34,-43,-27,1494,1498,-0.91,-1.23,0.0000,0.0000,0.0000,1
0.373,-34,-45,-27,1494,1498,-0.91,-1.23,0.0000,0.0000,0.0000,1
0.390,-33,-46,-27,1494,1498,-0.91,-1.23,0.0000,0.0000,0.0000,1
0.407,-33,-47,-26,1494,1498,-0.91,-1.23,0.0000,0.0000,0.0000,1
0.424,-32,-48,-26,1494,1498,-0.91,-1.23,0.0000,0.0000,0.0000,1
0.442,-31,-49,-26,1494,1498,-0.91,-1.23,0.0000,0.0000,0.0000,1
0.459,-31,-51,-26,1494,1498,-0.91,-1.23,0.0000,0.0000,0.0000,1
0.478,-30,-51,-27,1494,1498,-0.91,-1.23,0.0000,0.0000,0.0000,1
0.496,-30,-51,-27,1494,1498,-0.91,-1.23,0.0000,0.0000,0.0000,1
0.514,-29,-51,-27,1495,1498,-0.91,-1.23,0.0000,0.0000,0.0000,1
0.533,-28,-51,-26,1495,1498,-0.91,-1.23,0.0000,0.0000,0.0000,1
0.550,-26,-51,-25,1495,1498,-0.91,-1.23,0.0000,0.0000,0.0000,1
0.568,-25,-51,-25,1495,1498,-0.91,-1.23,0.0000,0.0000,0.0000,1
0.585,-24,-50,-25,1496,1498,-0.95,-0.96,0.0000,0.0000,0.0000,1
0.603,-23,-49,-25,1496,1498,-0.95,-0.96,0.0000,0.0000,0.0000,1
0.620,-22,-47,-25,1496,1498,-0.95,-0.96,0.0000,0.0000,0.0000,1
0.638,-21,-47,-25,1496,1498,-0.95,-0.96,0.0000,0.0000,0.0000,1
0.655,-20,-46,-25,1496,1498,-0.95,-0.96,0.0000,0.0000,0.0000,1
0.673,-19,-46,-25,1497,1498,-0.95,-0.96,0.0000,0.0000,0.0000,1
0.692,-17,-47,-25,1497,1498,-0.95,-0.96,0.0000,0.0000,0.0000,1
0.709,-16,-49,-25,1497,1498,-0.95,-0.96,0.0000,0.0000,0.0000,1
0.727,-16,-49,-25,1497,1498,-0.95,-0.96,0.0000,0.0000,0.0000,1
0.747,-14,-50,-25,1498,1498,-0.95,-0.96,0.0000,0.0000,0.0000,1
0.765,-14,-50,-25,1498,1498,-0.95,-0.96,0.0000,0.0000,0.0000,1
0.784,-13,-51,-24,1498,1498,-0.95,-0.96,0.0000,0.0000,0.0000,1
0.802,-12,-52,-24,1498,1498,-0.95,-0.96,0.0000,0.0000,0.0000,1
0.819,-10,-54,-24,1498,1498,-0.95,-0.96,0.0000,0.0000,0.0000,1
0.836,-10,-54,-24,1498,1498,-0.87,-0.89,0.0000,0.0000,0.0000,1
0.854,-9,-57,-24,1499,1498,-0.87,-0.89,0.0000,0.0000,0.0000,1
0.872,-9,-57,-24,1499,1498,-0.87,-0.89,0.0000,0.0000,0.0000,1
0.891,-8,-58,-24,1499,1498,-0.87,-0.89,0.0000,0.0000,0.0000,1
0.910,-7,-58,-23,1499,1498,-0.87,-0.89,0.0000,0.0000,0.0000,1
