attempt,align_time_s,total_abs_err_px,rms_vib
1,8.07,30067,8.7361
2,5.75,25660,10.3109
3,7.89,9107,8.9250
4,1.43,9863,10.7169
5,14.77,76360,10.0182
6,9.94,80389,9.3076
