attempt,align_time_s,total_abs_err_px,rms_vib
1,0.71,3894,7.1481
2,13.91,79083,8.5908
3,0.02,0,10.4393
4,2.90,23741,8.1395
5,6.43,39255,9.1343
6,0.02,0,9.1297
7,0.02,0,9.1297
8,0.02,0,8.5757
9,5.99,57687,8.2534
10,1.95,18482,8.4363
11,0.03,42,7.1965
12,0.12,315,6.8405
13,0.06,135,5.9451
14,9.99,44737,9.5062
15,0.02,0,8.6025
